	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001256.1_1	QGNH01001256.1	QGNH01001256.1	1	1	498	-1	E	YP_009030597.1	YP_009030597.1 DNA polymerase [Pseudomonas phage KPP25]	False	0.283	70.0	6.931e-13									0	False	F
QGNH01001256.1_2	QGNH01001256.1	QGNH01001256.1	2	598	807	-1	E															0	False	F
QGNH01001256.1_3	QGNH01001256.1	QGNH01001256.1	3	934	1278	-1	E															0	False	F
QGNH01001256.1_4	QGNH01001256.1	QGNH01001256.1	4	1321	2154	-1	E												VOG03880	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001256.1_5	QGNH01001256.1	QGNH01001256.1	5	2173	2568	-1	E															0	False	F
QGNH01001256.1_6	QGNH01001256.1	QGNH01001256.1	6	3077	3457	-1	E															0	False	F
QGNH01001256.1_7	QGNH01001256.1	QGNH01001256.1	7	3495	4484	-1	E															0	False	F
QGNH01001256.1_8	QGNH01001256.1	QGNH01001256.1	8	4533	4694	-1	E															0	False	F
QGNH01001256.1_9	QGNH01001256.1	QGNH01001256.1	9	4699	6015	-1	D	YP_009007601.1	YP_009007601.1 HNH endonuclease [Acinetobacter phage Presley]	False	0.246	123.0	4.381e-28	VWA-like domain (DUF2201) [PF09967.12]; Putative metallopeptidase domain [PF13203.9]					VOG01084	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
QGNH01001256.1_10	QGNH01001256.1	QGNH01001256.1	10	6015	6254	-1	E															0	False	
QGNH01001256.1_11	QGNH01001256.1	QGNH01001256.1	11	6251	6502	-1	E															0	False	
QGNH01001256.1_12	QGNH01001256.1	QGNH01001256.1	12	6685	6897	-1	E															0	False	
QGNH01001256.1_13	QGNH01001256.1	QGNH01001256.1	13	7127	8209	-1	D	YP_010679065.1	YP_010679065.1 ATPase [Pseudomonas phage vB_PaeM_PA5oct]	False	0.236	71.0	8.66e-12	AAA domain (dynein-related subfamily) [PF07728.17]					VOG02489	sp|P04526|LOADL_BPT4 Sliding-clamp-loader large subunit; XhXr	Xh;Xr	0	False	V
QGNH01001256.1_14	QGNH01001256.1	QGNH01001256.1	14	8190	8357	-1	E															0	False	
QGNH01001256.1_15	QGNH01001256.1	QGNH01001256.1	15	8354	8542	-1	E															0	False	
QGNH01001256.1_16	QGNH01001256.1	QGNH01001256.1	16	8891	9820	-1	E															0	False	
QGNH01001256.1_17	QGNH01001256.1	QGNH01001256.1	17	10065	10319	-1	E															0	False	
QGNH01001256.1_18	QGNH01001256.1	QGNH01001256.1	18	10794	11033	-1	E															0	False	
QGNH01001256.1_19	QGNH01001256.1	QGNH01001256.1	19	11174	11431	-1	E															0	False	
QGNH01001256.1_20	QGNH01001256.1	QGNH01001256.1	20	11428	11655	-1	E															0	False	
QGNH01001256.1_21	QGNH01001256.1	QGNH01001256.1	21	11642	11935	-1	E															0	False	
QGNH01001256.1_22	QGNH01001256.1	QGNH01001256.1	22	11942	12163	-1	E															0	False	
QGNH01001256.1_23	QGNH01001256.1	QGNH01001256.1	23	12325	12516	-1	E															0	False	
QGNH01001256.1_24	QGNH01001256.1	QGNH01001256.1	24	12500	12718	-1	E															0	False	
QGNH01001256.1_25	QGNH01001256.1	QGNH01001256.1	25	12832	12978	-1	E															0	False	
QGNH01001256.1_26	QGNH01001256.1	QGNH01001256.1	26	12975	13112	-1	E															0	False	
QGNH01001256.1_27	QGNH01001256.1	QGNH01001256.1	27	13105	13239	-1	E															0	False	
QGNH01001256.1_28	QGNH01001256.1	QGNH01001256.1	28	13229	13363	-1	E															0	False	
QGNH01001256.1_29	QGNH01001256.1	QGNH01001256.1	29	13356	13493	-1	E															0	False	
QGNH01001256.1_30	QGNH01001256.1	QGNH01001256.1	30	13541	13843	-1	E															0	False	
QGNH01001256.1_31	QGNH01001256.1	QGNH01001256.1	31	14081	14380	-1	E															0	False	
QGNH01001256.1_32	QGNH01001256.1	QGNH01001256.1	32	14377	15051	-1	E															0	False	
QGNH01001256.1_33	QGNH01001256.1	QGNH01001256.1	33	15107	15328	-1	E															0	False	
QGNH01001256.1_34	QGNH01001256.1	QGNH01001256.1	34	15472	16359	-1	E															0	False	
QGNH01001256.1_35	QGNH01001256.1	QGNH01001256.1	35	17277	17489	-1	E															0	False	
QGNH01001256.1_36	QGNH01001256.1	QGNH01001256.1	36	17551	18240	-1	E															0	False	
QGNH01001256.1_37	QGNH01001256.1	QGNH01001256.1	37	18428	19618	1	E												VOG01525	sp|O64245|VG54_BPMD2 Gene 54 protein; Xu	Xu	0	False	
QGNH01001256.1_38	QGNH01001256.1	QGNH01001256.1	38	19681	20298	1	E															0	False	
QGNH01001256.1_39	QGNH01001256.1	QGNH01001256.1	39	20473	21996	1	D	YP_009797045.1	YP_009797045.1 terminase large subunit [Faecalibacterium phage FP_Brigit]	False	0.293	191.0	5.291e-50	Terminase RNaseH-like domain [PF17289.5]					VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	0	False	V
QGNH01001256.1_40	QGNH01001256.1	QGNH01001256.1	40	21999	22220	1	E															0	False	
QGNH01001256.1_41	QGNH01001256.1	QGNH01001256.1	41	22220	22495	1	E															0	False	
QGNH01001256.1_42	QGNH01001256.1	QGNH01001256.1	42	22861	25716	1	E															0	False	
QGNH01001256.1_43	QGNH01001256.1	QGNH01001256.1	43	25713	25916	1	E															0	False	
QGNH01001256.1_44	QGNH01001256.1	QGNH01001256.1	44	25913	26263	1	E															0	False	
QGNH01001256.1_45	QGNH01001256.1	QGNH01001256.1	45	26276	27226	1	E															0	False	
QGNH01001256.1_46	QGNH01001256.1	QGNH01001256.1	46	27219	27680	1	E															0	False	
QGNH01001256.1_47	QGNH01001256.1	QGNH01001256.1	47	27695	28618	1	E															0	False	
QGNH01001256.1_48	QGNH01001256.1	QGNH01001256.1	48	28631	29542	1	E															0	False	
QGNH01001256.1_49	QGNH01001256.1	QGNH01001256.1	49	29559	30206	1	E															0	False	
QGNH01001256.1_50	QGNH01001256.1	QGNH01001256.1	50	30219	30515	1	E															0	False	
QGNH01001256.1_51	QGNH01001256.1	QGNH01001256.1	51	30550	30996	1	E												VOG03957	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001256.1_52	QGNH01001256.1	QGNH01001256.1	52	31009	31191	1	E															0	False	
QGNH01001256.1_53	QGNH01001256.1	QGNH01001256.1	53	31216	31962	1	E															0	False	
QGNH01001256.1_54	QGNH01001256.1	QGNH01001256.1	54	31959	32360	1	E															0	False	
QGNH01001256.1_55	QGNH01001256.1	QGNH01001256.1	55	32370	32519	1	E															0	False	
QGNH01001256.1_56	QGNH01001256.1	QGNH01001256.1	56	32521	32808	1	E															0	False	
QGNH01001256.1_57	QGNH01001256.1	QGNH01001256.1	57	32812	33489	1	E												VOG09341	REFSEQ virion structural protein; Xu	Xu	0	False	
QGNH01001256.1_58	QGNH01001256.1	QGNH01001256.1	58	33491	33934	1	E	YP_009809790.1	YP_009809790.1 hypothetical protein HOU02_gp136 [Caulobacter phage CcrBL9]	False	0.308	63.0	1.073e-10									0	False	
QGNH01001256.1_59	QGNH01001256.1	QGNH01001256.1	59	33934	35319	1	D							Protein of unknown function (DUF4038) [PF13204.9]; Putative collagen-binding domain of a collagenase [PF12904.10]	GH140	GH140 beta-1,2-apiosidase (EC 3.2.1.-)	3.2.1.-	GH140.hmm				0	False	
QGNH01001256.1_60	QGNH01001256.1	QGNH01001256.1	60	35316	36035	1	E															0	False	
QGNH01001256.1_61	QGNH01001256.1	QGNH01001256.1	61	36032	36745	1	E															0	False	
QGNH01001256.1_62	QGNH01001256.1	QGNH01001256.1	62	36742	37056	1	E															0	False	
QGNH01001256.1_63	QGNH01001256.1	QGNH01001256.1	63	37057	37560	1	E															0	False	
QGNH01001256.1_64	QGNH01001256.1	QGNH01001256.1	64	37622	38920	1	E															0	False	
QGNH01001256.1_65	QGNH01001256.1	QGNH01001256.1	65	38920	41001	1	E															0	False	
QGNH01001256.1_66	QGNH01001256.1	QGNH01001256.1	66	41031	42263	1	E															0	False	
QGNH01001256.1_67	QGNH01001256.1	QGNH01001256.1	67	42281	42514	1	E															0	False	
QGNH01001256.1_68	QGNH01001256.1	QGNH01001256.1	68	42511	42939	1	D	YP_009104271.1	YP_009104271.1 putative lysozyme [Idiomarinaceae phage Phi1M2-2]	False	0.356	76.0	2.986e-15	Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm				0	False	
QGNH01001256.1_69	QGNH01001256.1	QGNH01001256.1	69	42926	45325	1	E	YP_009125627.1	YP_009125627.1 virion structural protein [Pseudomonas phage vB_PaeP_C2-10_Ab22]	False	0.264	81.0	4.148e-14						VOG02201	REFSEQ tail fiber protein; host specificity; Xu	Xu	0	False	
QGNH01001256.1_70	QGNH01001256.1	QGNH01001256.1	70	45322	45705	1	E															0	False	
