locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MK450543.1_115_717_+												Hypothetical
MK450543.1_875_2374_+			COG5362		phrog_38	VOG00331	PHROG:phrog_38	499	5e-55	179.4		terminase large subunit
MK450543.1_2495_2797_+												Hypothetical
MK450543.1_2972_3250_+												Hypothetical
MK450543.1_3391_4794_+			COG5518		phrog_12	VOG25223	VOG:VOG25223	467	9.3e-225	739.8		REFSEQ portal protein
MK450543.1_4801_5748_+			COG2369		phrog_3517	VOG00318	VOG:VOG00318	315	3.4e-101	330.9		sp|P45918|YQBB_BACSU Uncharacterized protein YqbB
MK450543.1_5827_7713_+												Hypothetical
MK450543.1_7757_8722_+			COG4653		phrog_1623	VOG01409	PHROG:phrog_1623	321	1.1e-92	302.7		virion structural protein
MK450543.1_8732_9175_+												Hypothetical
MK450543.1_9182_9778_+					phrog_442	VOG00699	VOG:VOG00699	198	3.3e-35	114.2		REFSEQ head-tail adaptor
MK450543.1_9775_10155_+												Hypothetical
MK450543.1_10157_10438_+												Hypothetical
MK450543.1_10438_10875_+			COG5005		phrog_26	VOG00556	COG:COG5005	145	1.1e-24	79.5		gpG; 
MK450543.1_10892_11488_+												Hypothetical
MK450543.1_11525_12805_+					phrog_20601	VOG11946	PHROG:phrog_20601	426	1.9e-256	842.9		head protein
MK450543.1_12822_13214_+					phrog_25283	VOG06285	PHROG:phrog_25283	130	1.1e-89	289.5		head protein
MK450543.1_13214_13594_+												Hypothetical
MK450543.1_14245_14631_-												Hypothetical
MK450543.1_14704_15174_-												Hypothetical
MK450543.1_15278_17500_+												Hypothetical
MK450543.1_17497_18051_+												Hypothetical
MK450543.1_18130_18396_+												Hypothetical
MK450543.1_18399_19241_+			COG3500		phrog_196	VOG01442	VOG:VOG01442	280	4.9e-47	153.0		REFSEQ baseplate hub
MK450543.1_19247_19807_+			COG4540		phrog_11	VOG04104	VOG:VOG04104	186	8.4e-89	288.4		REFSEQ uncharacterized protein
