	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_011811_NC_011811_1	NC_011811	NC_011811	1	1	2451	1	E															0
NC_011811_NC_011811_2	NC_011811	NC_011811	2	2503	3630	1	E															0
NC_011811_NC_011811_3	NC_011811	NC_011811	3	3672	3914	1	E															0
NC_011811_NC_011811_4	NC_011811	NC_011811	4	3956	4519	1	D										Domain of unknown function (DUF4326) [PF14216.9]					0
NC_011811_NC_011811_5	NC_011811	NC_011811	5	4506	4697	1	E															0
NC_011811_NC_011811_6	NC_011811	NC_011811	6	4760	5272	1	E															0
NC_011811_NC_011811_7	NC_011811	NC_011811	7	5274	5924	1	E															0
NC_011811_NC_011811_8	NC_011811	NC_011811	8	6007	6474	1	E															0
NC_011811_NC_011811_9	NC_011811	NC_011811	9	6471	6668	1	E															0
NC_011811_NC_011811_10	NC_011811	NC_011811	10	6711	7004	1	E															0
NC_011811_NC_011811_11	NC_011811	NC_011811	11	7004	7369	1	E															0
NC_011811_NC_011811_12	NC_011811	NC_011811	12	7371	7937	1	E															0
NC_011811_NC_011811_13	NC_011811	NC_011811	13	7979	8335	1	E															0
NC_011811_NC_011811_14	NC_011811	NC_011811	14	8482	9264	1	E															0
NC_011811_NC_011811_15	NC_011811	NC_011811	15	9365	9529	-1	E															0
NC_011811_NC_011811_16	NC_011811	NC_011811	16	9724	10071	1	E															0
NC_011811_NC_011811_17	NC_011811	NC_011811	17	10110	10775	1	E															0
NC_011811_NC_011811_18	NC_011811	NC_011811	18	10865	11362	1	E															0
NC_011811_NC_011811_19	NC_011811	NC_011811	19	11432	11713	1	E															0
NC_011811_NC_011811_20	NC_011811	NC_011811	20	11801	12217	1	E															0
NC_011811_NC_011811_21	NC_011811	NC_011811	21	12249	12464	1	E															0
NC_011811_NC_011811_22	NC_011811	NC_011811	22	12493	12801	1	E															0
NC_011811_NC_011811_23	NC_011811	NC_011811	23	12804	12938	1	E															0
NC_011811_NC_011811_24	NC_011811	NC_011811	24	12941	13174	1	E															0
NC_011811_NC_011811_25	NC_011811	NC_011811	25	13262	13849	1	E															0
NC_011811_NC_011811_26	NC_011811	NC_011811	26	13928	14254	1	E															0
NC_011811_NC_011811_27	NC_011811	NC_011811	27	14327	14560	1	E															0
NC_011811_NC_011811_28	NC_011811	NC_011811	28	14643	14921	1	E															0
NC_011811_NC_011811_29	NC_011811	NC_011811	29	14926	15171	1	E															0
NC_011811_NC_011811_30	NC_011811	NC_011811	30	15275	15847	1	E															0
NC_011811_NC_011811_31	NC_011811	NC_011811	31	15912	16151	1	E															0
NC_011811_NC_011811_32	NC_011811	NC_011811	32	16220	16471	1	E															0
NC_011811_NC_011811_33	NC_011811	NC_011811	33	17913	18104	-1	E															0
NC_011811_NC_011811_34	NC_011811	NC_011811	34	18104	18337	-1	E															0
NC_011811_NC_011811_35	NC_011811	NC_011811	35	18334	18498	-1	E															0
