	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001339.1_1	QGNH01001339.1	QGNH01001339.1	1	1	189	1	E																		0	False	F
QGNH01001339.1_2	QGNH01001339.1	QGNH01001339.1	2	348	527	1	D														Family of unknown function (DUF6496) [PF20106.2]				0	False	F
QGNH01001339.1_3	QGNH01001339.1	QGNH01001339.1	3	688	987	1	E																		0	False	F
QGNH01001339.1_4	QGNH01001339.1	QGNH01001339.1	4	1140	1361	1	E																		0	False	F
QGNH01001339.1_5	QGNH01001339.1	QGNH01001339.1	5	1358	2911	1	E	YP_010684130.1	YP_010684130.1 terminase large subunit [Klebsiella phage MEW1]	False	0.309	217.0	1.796e-58									VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	0	False	VF
QGNH01001339.1_6	QGNH01001339.1	QGNH01001339.1	6	2883	5042	1	D	YP_003344922.1	YP_003344922.1 portal protein [Xylella phage Xfas53]	False	0.192	111.0	1.345e-23								Phage P22-like portal protein [PF16510.8]	VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xh;Xr;Xs;Xp	0	False	VF
QGNH01001339.1_7	QGNH01001339.1	QGNH01001339.1	7	5023	5211	1	E																		0	False	
QGNH01001339.1_8	QGNH01001339.1	QGNH01001339.1	8	5265	5504	1	E																		0	False	
QGNH01001339.1_9	QGNH01001339.1	QGNH01001339.1	9	5504	5668	1	E																		0	False	
QGNH01001339.1_10	QGNH01001339.1	QGNH01001339.1	10	5662	5805	1	E																		0	False	
QGNH01001339.1_11	QGNH01001339.1	QGNH01001339.1	11	6082	6777	1	E																		0	False	
QGNH01001339.1_12	QGNH01001339.1	QGNH01001339.1	12	6823	8091	1	D														P22 coat protein - gene protein 5 [PF11651.11]				0	False	
QGNH01001339.1_13	QGNH01001339.1	QGNH01001339.1	13	8155	9078	1	E																		0	False	
QGNH01001339.1_14	QGNH01001339.1	QGNH01001339.1	14	9145	10662	1	E	YP_010097861.1	YP_010097861.1 hypothetical protein KNU05_gp158 [Synechococcus virus S-PRM1]	False	0.341	81.0	1.335e-14												0	False	
QGNH01001339.1_15	QGNH01001339.1	QGNH01001339.1	15	10676	10996	-1	E																		0	False	
QGNH01001339.1_16	QGNH01001339.1	QGNH01001339.1	16	10998	11426	-1	E																		0	False	
QGNH01001339.1_17	QGNH01001339.1	QGNH01001339.1	17	11423	11590	-1	E																		0	False	
QGNH01001339.1_18	QGNH01001339.1	QGNH01001339.1	18	11643	13106	1	E															VOG10156	sp|P26749|VG10_BPP22 Packaged DNA stabilization protein gp10; Xh	Xh	0	False	
QGNH01001339.1_19	QGNH01001339.1	QGNH01001339.1	19	13107	13379	1	E																		0	False	
QGNH01001339.1_20	QGNH01001339.1	QGNH01001339.1	20	13391	14002	1	E																		0	False	
QGNH01001339.1_21	QGNH01001339.1	QGNH01001339.1	21	14011	15108	1	E																		0	False	
QGNH01001339.1_22	QGNH01001339.1	QGNH01001339.1	22	15110	16831	1	E																		0	False	
QGNH01001339.1_23	QGNH01001339.1	QGNH01001339.1	23	16897	17118	-1	E																		0	False	
QGNH01001339.1_24	QGNH01001339.1	QGNH01001339.1	24	17251	18738	1	E																		0	False	
QGNH01001339.1_25	QGNH01001339.1	QGNH01001339.1	25	18784	19140	1	E																		0	False	
QGNH01001339.1_26	QGNH01001339.1	QGNH01001339.1	26	19232	19480	1	E																		0	False	
QGNH01001339.1_27	QGNH01001339.1	QGNH01001339.1	27	19513	22350	1	E																		0	False	
QGNH01001339.1_28	QGNH01001339.1	QGNH01001339.1	28	22364	22966	1	E																		0	False	
QGNH01001339.1_29	QGNH01001339.1	QGNH01001339.1	29	22976	24160	1	E																		0	False	
QGNH01001339.1_30	QGNH01001339.1	QGNH01001339.1	30	24170	24520	1	E																		0	False	
QGNH01001339.1_31	QGNH01001339.1	QGNH01001339.1	31	24576	24908	1	E																		0	False	
QGNH01001339.1_32	QGNH01001339.1	QGNH01001339.1	32	24979	25329	-1	E															VOG00231	sp|Q9T1Q4|VP44_BPAPS Putative nuclease p44; Xu	Xu	0	False	
QGNH01001339.1_33	QGNH01001339.1	QGNH01001339.1	33	25380	25766	-1	E																		0	False	
QGNH01001339.1_34	QGNH01001339.1	QGNH01001339.1	34	25763	26035	-1	E																		0	False	
QGNH01001339.1_35	QGNH01001339.1	QGNH01001339.1	35	26022	26237	-1	E																		0	False	
QGNH01001339.1_36	QGNH01001339.1	QGNH01001339.1	36	26234	26497	-1	E																		0	False	
QGNH01001339.1_37	QGNH01001339.1	QGNH01001339.1	37	26494	26673	-1	E																		0	False	
QGNH01001339.1_38	QGNH01001339.1	QGNH01001339.1	38	26966	27262	-1	E																		0	False	
QGNH01001339.1_39	QGNH01001339.1	QGNH01001339.1	39	27271	27480	-1	E																		0	False	
QGNH01001339.1_40	QGNH01001339.1	QGNH01001339.1	40	27481	27858	-1	E	YP_010297648.1	YP_010297648.1 protease [Klebsiella phage KpLz-2_45]	False	0.518	101.0	2.705e-24									VOG13516	REFSEQ protease; Xu	Xu	0	False	
QGNH01001339.1_41	QGNH01001339.1	QGNH01001339.1	41	27855	28070	-1	E																		0	False	
QGNH01001339.1_42	QGNH01001339.1	QGNH01001339.1	42	28067	28357	-1	E																		0	False	
QGNH01001339.1_43	QGNH01001339.1	QGNH01001339.1	43	28354	29085	-1	D	YP_004421526.1	YP_004421526.1 exonuclease VIII [Synechococcus phage S-CBS2]	False	0.23	69.0	8.445e-12								PDDEXK-like domain of unknown function (DUF3799) [PF12684.10]				0	False	
QGNH01001339.1_44	QGNH01001339.1	QGNH01001339.1	44	29266	29826	-1	D	YP_010013537.1	YP_010013537.1 Erf-like ssDNA annealing protein [Mycobacterium phage Kumao]	False	0.363	83.0	3.431e-17								ERF superfamily [PF04404.15]	VOG08218	sp|P04892|ERF_BPP22 Essential recombination function protein; Xh	Xh	0	False	
QGNH01001339.1_45	QGNH01001339.1	QGNH01001339.1	45	29880	30344	-1	D														Protein of unknown function (DUF669) [PF05037.16]				0	False	
QGNH01001339.1_46	QGNH01001339.1	QGNH01001339.1	46	30361	30870	-1	E																		0	False	
QGNH01001339.1_47	QGNH01001339.1	QGNH01001339.1	47	31085	32500	1	E																		0	False	F
QGNH01001339.1_48	QGNH01001339.1	QGNH01001339.1	48	32931	33092	1	E																		0	False	F
QGNH01001339.1_49	QGNH01001339.1	QGNH01001339.1	49	33165	33554	1	E																		0	False	F
QGNH01001339.1_50	QGNH01001339.1	QGNH01001339.1	50	33909	34181	1	E																		0	False	F
QGNH01001339.1_51	QGNH01001339.1	QGNH01001339.1	51	35225	36217	1	D							MER0069534	C01A	MER0069534 - xylellain (Legionella pneumophila) [C01.128]#C01A#{peptidase unit: 75-343}~source YP_003619929~	False	99.0	7.493e-21	0.271	Papain family cysteine protease [PF00112.26]				0	False	PF
QGNH01001339.1_52	QGNH01001339.1	QGNH01001339.1	52	36207	36416	-1	E																		0	False	F
QGNH01001339.1_53	QGNH01001339.1	QGNH01001339.1	53	36658	37092	1	E	YP_009153075.1	YP_009153075.1 terminase small subunit [Enterobacteria phage Sf101]	False	0.427	90.0	3.9500000000000005e-20												0	False	F
QGNH01001339.1_54	QGNH01001339.1	QGNH01001339.1	54	37092	37163	1	E																		0	False	F
