	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001538.1_1	QGNH01001538.1	QGNH01001538.1	1	1	483	1	E											0	False	F
QGNH01001538.1_2	QGNH01001538.1	QGNH01001538.1	2	634	1044	1	E											0	False	F
QGNH01001538.1_3	QGNH01001538.1	QGNH01001538.1	3	1160	1531	-1	E											0	False	F
QGNH01001538.1_4	QGNH01001538.1	QGNH01001538.1	4	1812	2429	1	E	YP_010357235.1	YP_010357235.1 2'-5' RNA ligase superfamily protein [Maribacter phage Molly_1]	False	0.374	83.0	4.415e-17					0	False	F
QGNH01001538.1_5	QGNH01001538.1	QGNH01001538.1	5	2526	3017	1	D	YP_009597208.1	YP_009597208.1 putative head completion protein [Campylobacter phage vB_CjeM_Los1]	False	0.427	116.0	8.027e-29	TnsA-like endonuclease N terminal [PF08722.14]				0	False	F
QGNH01001538.1_6	QGNH01001538.1	QGNH01001538.1	6	3014	3883	-1	E											0	False	F
QGNH01001538.1_7	QGNH01001538.1	QGNH01001538.1	7	3931	4140	-1	E											0	False	F
QGNH01001538.1_8	QGNH01001538.1	QGNH01001538.1	8	4210	4683	-1	E											0	False	F
QGNH01001538.1_9	QGNH01001538.1	QGNH01001538.1	9	4718	5455	1	E											0	False	F
QGNH01001538.1_10	QGNH01001538.1	QGNH01001538.1	10	5448	5600	-1	E											0	False	
QGNH01001538.1_11	QGNH01001538.1	QGNH01001538.1	11	5603	6271	-1	E											0	False	
QGNH01001538.1_12	QGNH01001538.1	QGNH01001538.1	12	6275	6550	-1	E											0	False	
QGNH01001538.1_13	QGNH01001538.1	QGNH01001538.1	13	6543	6992	-1	E	YP_009031445.1	YP_009031445.1 hypothetical protein Bcp1_163 [Bacillus phage Bcp1]	False	0.419	107.0	4.671e-26		VOG16756	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001538.1_14	QGNH01001538.1	QGNH01001538.1	14	7039	7425	-1	E											0	False	
QGNH01001538.1_15	QGNH01001538.1	QGNH01001538.1	15	7583	8686	1	D							Acetyltransferase (GNAT) domain [PF13673.10]; Acetyltransferase (GNAT) family [PF00583.28]				0	False	
QGNH01001538.1_16	QGNH01001538.1	QGNH01001538.1	16	8854	9555	1	E											0	False	
QGNH01001538.1_17	QGNH01001538.1	QGNH01001538.1	17	9620	10345	1	D	YP_007006754.1	YP_007006754.1 gp147 [Sphingomonas phage PAU]	False	0.294	85.0	2.441e-17	Bacteriophage T4-like portal protein (Gp20) [PF07230.14]				0	False	
QGNH01001538.1_18	QGNH01001538.1	QGNH01001538.1	18	10352	10615	1	E											0	False	
QGNH01001538.1_19	QGNH01001538.1	QGNH01001538.1	19	10681	13197	1	D	YP_007006758.1	YP_007006758.1 gp151 [Sphingomonas phage PAU]	False	0.363	85.0	1.616e-15	Prohead core protein serine protease [PF03420.16]	VOG00647	sp|P06807|PCPP_BPT4 Prohead core protein protease; XhXs	Xh;Xs	0	False	V
QGNH01001538.1_20	QGNH01001538.1	QGNH01001538.1	20	13816	15615	1	E	YP_009873985.1	YP_009873985.1 major capsid protein [Tenacibaculum phage PTm1]	False	0.184	107.0	1.822e-22					0	False	F
QGNH01001538.1_21	QGNH01001538.1	QGNH01001538.1	21	15790	17709	1	E	YP_009873987.1	YP_009873987.1 homing endonuclease [Tenacibaculum phage PTm1]	False	0.363	259.0	3.478e-71		VOG00102	REFSEQ homing endonuclease; Xu	Xu	0	False	F
QGNH01001538.1_22	QGNH01001538.1	QGNH01001538.1	22	17791	18153	-1	E											0	False	F
QGNH01001538.1_23	QGNH01001538.1	QGNH01001538.1	23	18159	18497	-1	E											0	False	F
