	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001874.1_1	QGNH01001874.1	QGNH01001874.1	1	50	352	-1	E																				0	False	F
QGNH01001874.1_2	QGNH01001874.1	QGNH01001874.1	2	443	1078	-1	D									MER0135062	S24	MER0135062 - family S24 unassigned peptidases (Methylocella silvestris) [S24.UPW]#S24#{peptidase unit: 89-195}~source ACK51950~	False	0.946	215.0	5.403e-62	Peptidase S24-like [PF00717.26]				0	False	PF
QGNH01001874.1_3	QGNH01001874.1	QGNH01001874.1	3	1222	1563	1	E																				0	False	F
QGNH01001874.1_4	QGNH01001874.1	QGNH01001874.1	4	1563	2081	1	E																				0	False	F
QGNH01001874.1_5	QGNH01001874.1	QGNH01001874.1	5	2355	2678	-1	D																T3SS negative regulator,GrlR [PF16518.8]				0	False	F
QGNH01001874.1_6	QGNH01001874.1	QGNH01001874.1	6	3297	4604	1	C	K06909	phage terminase large subunit	YP_009604040.1	YP_009604040.1 terminase large subunit [Arthrobacter phage Tank]	False	0.306	136.0	2.332e-32								Phage terminase large subunit [PF04466.16]; Terminase RNaseH-like domain [PF17289.5]; Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01001874.1_7	QGNH01001874.1	QGNH01001874.1	7	4648	5997	1	D			YP_006546302.1	YP_006546302.1 portal protein [Thermoanaerobacterium phage THSA-485A]	False	0.333	214.0	1.831e-58								Phage portal protein [PF04860.15]	VOG00441	sp|P32271|Y06L_BPT4 Uncharacterized 17.7 kDa protein in e-segB intergenic region; Xu	Xu	0	False	F
QGNH01001874.1_8	QGNH01001874.1	QGNH01001874.1	8	6043	7149	1	E																				0	False	
QGNH01001874.1_9	QGNH01001874.1	QGNH01001874.1	9	7143	7547	-1	E																				0	False	
QGNH01001874.1_10	QGNH01001874.1	QGNH01001874.1	10	7660	8379	1	E																				0	False	
