Name	Count
Coenzyme transport and metabolism	95
Amino acid transport and metabolism	133
Inorganic ion transport and metabolism	77
Nucleotide transport and metabolism	71
Translation, ribosomal structure and biogenesis	184
Lipid transport and metabolism	53
Carbohydrate transport and metabolism	100
Energy production and conversion	96
Posttranslational modification, protein turnover, chaperones	70
Cell motility	43
Transcription	88
General function prediction only	136
Replication, recombination and repair	83
Secondary metabolites biosynthesis, transport and catabolism	25
Cell wall/membrane/envelope biogenesis	73
Intracellular trafficking, secretion, and vesicular transport	27
Cell cycle control, cell division, chromosome partitioning	45
Signal transduction mechanisms	91
Function unknown	115
Defense mechanisms	27
Mobilome: prophages, transposons	11
Cytoskeleton	2
Extracellular structures	8
