	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
MZ334517_MZ334517.1_1	MZ334517	MZ334517.1	1	66	359	1	E				0
MZ334517_MZ334517.1_2	MZ334517	MZ334517.1	2	898	1785	1	E				0
MZ334517_MZ334517.1_3	MZ334517	MZ334517.1	3	1775	2065	1	E				0
MZ334517_MZ334517.1_4	MZ334517	MZ334517.1	4	2072	2194	1	E				0
MZ334517_MZ334517.1_5	MZ334517	MZ334517.1	5	2187	2516	1	E				0
MZ334517_MZ334517.1_6	MZ334517	MZ334517.1	6	2769	2978	1	E				0
MZ334517_MZ334517.1_7	MZ334517	MZ334517.1	7	2991	4763	1	D			Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	0
MZ334517_MZ334517.1_8	MZ334517	MZ334517.1	8	4770	6287	1	E				0
MZ334517_MZ334517.1_9	MZ334517	MZ334517.1	9	6290	6574	1	E				0
MZ334517_MZ334517.1_10	MZ334517	MZ334517.1	10	6571	7731	1	E				0
MZ334517_MZ334517.1_11	MZ334517	MZ334517.1	11	7740	8213	1	E				0
MZ334517_MZ334517.1_12	MZ334517	MZ334517.1	12	8217	8753	1	E				0
MZ334517_MZ334517.1_13	MZ334517	MZ334517.1	13	8800	9774	1	E				0
MZ334517_MZ334517.1_14	MZ334517	MZ334517.1	14	9788	10264	1	E				0
MZ334517_MZ334517.1_15	MZ334517	MZ334517.1	15	10251	10640	1	E				0
MZ334517_MZ334517.1_16	MZ334517	MZ334517.1	16	10647	12119	1	E				0
MZ334517_MZ334517.1_17	MZ334517	MZ334517.1	17	12109	12339	1	E				0
MZ334517_MZ334517.1_18	MZ334517	MZ334517.1	18	12340	12555	1	E				0
MZ334517_MZ334517.1_19	MZ334517	MZ334517.1	19	12559	13071	1	E				0
MZ334517_MZ334517.1_20	MZ334517	MZ334517.1	20	13079	14392	1	E				0
MZ334517_MZ334517.1_21	MZ334517	MZ334517.1	21	14421	14942	1	E				0
MZ334517_MZ334517.1_22	MZ334517	MZ334517.1	22	14982	15515	1	E				0
MZ334517_MZ334517.1_23	MZ334517	MZ334517.1	23	15544	15813	1	E				0
MZ334517_MZ334517.1_24	MZ334517	MZ334517.1	24	15817	17781	1	E				0
MZ334517_MZ334517.1_25	MZ334517	MZ334517.1	25	17781	18308	1	E				0
MZ334517_MZ334517.1_26	MZ334517	MZ334517.1	26	18313	19830	1	E				0
MZ334517_MZ334517.1_27	MZ334517	MZ334517.1	27	19879	20289	1	E				0
MZ334517_MZ334517.1_28	MZ334517	MZ334517.1	28	20289	20654	1	E				0
MZ334517_MZ334517.1_29	MZ334517	MZ334517.1	29	20694	21017	1	E				0
MZ334517_MZ334517.1_30	MZ334517	MZ334517.1	30	21017	22231	1	D			Baseplate J-like protein [PF04865.17]	0
MZ334517_MZ334517.1_31	MZ334517	MZ334517.1	31	22228	22995	1	E				0
MZ334517_MZ334517.1_32	MZ334517	MZ334517.1	32	22995	23867	1	E				0
MZ334517_MZ334517.1_33	MZ334517	MZ334517.1	33	23918	24268	1	E				0
MZ334517_MZ334517.1_34	MZ334517	MZ334517.1	34	24261	24935	1	E				0
MZ334517_MZ334517.1_35	MZ334517	MZ334517.1	35	24942	26339	1	E				0
MZ334517_MZ334517.1_36	MZ334517	MZ334517.1	36	26341	26688	1	E				0
MZ334517_MZ334517.1_37	MZ334517	MZ334517.1	37	26690	27037	1	E				0
MZ334517_MZ334517.1_38	MZ334517	MZ334517.1	38	27039	27521	1	E				0
MZ334517_MZ334517.1_39	MZ334517	MZ334517.1	39	27541	28050	1	E				0
MZ334517_MZ334517.1_40	MZ334517	MZ334517.1	40	28055	28249	1	E				0
MZ334517_MZ334517.1_41	MZ334517	MZ334517.1	41	28410	28547	-1	E				0
MZ334517_MZ334517.1_42	MZ334517	MZ334517.1	42	28611	29477	-1	D			Family of unknown function (DUF6065) [PF19541.2]	0
MZ334517_MZ334517.1_43	MZ334517	MZ334517.1	43	29902	30633	-1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	Thymidylate synthase complementing protein [PF02511.18]	0
MZ334517_MZ334517.1_44	MZ334517	MZ334517.1	44	30936	31127	-1	E				0
MZ334517_MZ334517.1_45	MZ334517	MZ334517.1	45	31127	33778	-1	D			DNA polymerase family B [PF00136.24]; DNA polymerase family B, exonuclease domain [PF03104.22]; Predicted 3'-5' exonuclease related to the exonuclease domain of PolB [PF10108.12]	0
MZ334517_MZ334517.1_46	MZ334517	MZ334517.1	46	33778	34257	-1	E				0
MZ334517_MZ334517.1_47	MZ334517	MZ334517.1	47	34257	34646	-1	E				0
MZ334517_MZ334517.1_48	MZ334517	MZ334517.1	48	34643	34828	-1	E				0
MZ334517_MZ334517.1_49	MZ334517	MZ334517.1	49	34921	35676	-1	D			AAA domain [PF13207.9]; AAA domain [PF13671.9]; AAA domain [PF13238.9]	0
