	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
KC292029.1_1	KC292029	KC292029.1	1	120	464	1	E			YP_008059563.1	YP_008059563.1 hypothetical protein M202_gp001 [Haloarcula californiae tailed virus 1]	False	0.99	241	4.296e-73												0	False	F
KC292029.1_2	KC292029	KC292029.1	2	891	1196	-1	E			YP_008059564.1	YP_008059564.1 hypothetical protein M202_gp002 [Haloarcula californiae tailed virus 1]	False	1.0	222	6.405e-67												0	False	F
KC292029.1_3	KC292029	KC292029.1	3	1267	1512	-1	E			YP_008059565.1	YP_008059565.1 hypothetical protein M202_gp003 [Haloarcula californiae tailed virus 1]	False	0.962	166	5.503e-48												0	False	F
KC292029.1_4	KC292029	KC292029.1	4	1502	1765	-1	E			YP_008059566.1	YP_008059566.1 hypothetical protein M202_gp004 [Haloarcula californiae tailed virus 1]	False	0.982	183	1.7259999999999996e-53												0	False	F
KC292029.1_5	KC292029	KC292029.1	5	1808	2116	-1	E			YP_008059567.1	YP_008059567.1 hypothetical protein M202_gp005 [Haloarcula californiae tailed virus 1]	False	0.997	217	2.986e-65												0	False	F
KC292029.1_6	KC292029	KC292029.1	6	2182	2445	-1	D			YP_008059568.1	YP_008059568.1 hypothetical protein M202_gp006 [Haloarcula californiae tailed virus 1]	False	0.953	177	1.984e-51								Domain of unknown function (DUF5049) [PF16468.8]	VOG26437	REFSEQ DUF5049 domain-containing protein; Xu	Xu	0	False	F
KC292029.1_7	KC292029	KC292029.1	7	2445	2690	-1	E			YP_008059569.1	YP_008059569.1 hypothetical protein M202_gp007 [Haloarcula californiae tailed virus 1]	False	0.927	160	1.193e-45												0	False	F
KC292029.1_8	KC292029	KC292029.1	8	2690	3052	-1	E			YP_008059570.1	YP_008059570.1 hypothetical protein M202_gp008 [Haloarcula californiae tailed virus 1]	False	0.969	247	2.676e-75												0	False	F
KC292029.1_9	KC292029	KC292029.1	9	3045	3161	-1	E			YP_008059571.1	YP_008059571.1 hypothetical protein M202_gp009 [Haloarcula californiae tailed virus 1]	False	0.933	77	1.088e-17												0	False	F
KC292029.1_10	KC292029	KC292029.1	10	3154	3450	-1	E			YP_008059572.1	YP_008059572.1 hypothetical protein M202_gp010 [Haloarcula californiae tailed virus 1]	False	0.921	191	2.825e-56												0	False	F
