locus_tag	ftype	length_bp	gene	EC_number	COG	product
KGKFJOJK_00001	tRNA	85				tRNA-Leu(taa)
KGKFJOJK_00002	CDS	276				hypothetical protein
KGKFJOJK_00003	CDS	483				hypothetical protein
KGKFJOJK_00004	CDS	600		1.6.5.2		NAD(P)H dehydrogenase (quinone)
KGKFJOJK_00005	CDS	771	cinA			Putative competence-damage inducible protein
KGKFJOJK_00006	CDS	843				hypothetical protein
KGKFJOJK_00007	CDS	498	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
KGKFJOJK_00008	CDS	1785				hypothetical protein
KGKFJOJK_00009	CDS	579				hypothetical protein
KGKFJOJK_00010	CDS	675	speE	2.5.1.16		Polyamine aminopropyltransferase
KGKFJOJK_00011	CDS	1938				hypothetical protein
KGKFJOJK_00012	CDS	3816				hypothetical protein
KGKFJOJK_00013	CDS	813	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
KGKFJOJK_00014	CDS	966	ftsZ_1			Cell division protein FtsZ
KGKFJOJK_00015	CDS	642				hypothetical protein
KGKFJOJK_00016	CDS	792				hypothetical protein
KGKFJOJK_00017	CDS	321				hypothetical protein
KGKFJOJK_00018	CDS	1317	rarA		COG2256	Replication-associated recombination protein A
KGKFJOJK_00019	CDS	1401	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
KGKFJOJK_00020	CDS	369				hypothetical protein
KGKFJOJK_00021	CDS	453				hypothetical protein
KGKFJOJK_00022	CDS	435				hypothetical protein
KGKFJOJK_00023	CDS	951	dmlR_1			HTH-type transcriptional regulator DmlR
KGKFJOJK_00024	CDS	1836	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
KGKFJOJK_00025	CDS	948	msrP_1	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
KGKFJOJK_00026	CDS	633	msrQ			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
KGKFJOJK_00027	CDS	402				hypothetical protein
KGKFJOJK_00028	CDS	426	rplQ		COG0203	50S ribosomal protein L17
KGKFJOJK_00029	CDS	1011	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
KGKFJOJK_00030	CDS	390	rpsK		COG0100	30S ribosomal protein S11
KGKFJOJK_00031	CDS	369	rpsM		COG0099	30S ribosomal protein S13
KGKFJOJK_00032	CDS	651	adk	2.7.4.3	COG0563	Adenylate kinase
KGKFJOJK_00033	CDS	1341	secY		COG0201	Protein translocase subunit SecY
KGKFJOJK_00034	CDS	474	rplO		COG0200	50S ribosomal protein L15
KGKFJOJK_00035	CDS	195	rpmD		COG1841	50S ribosomal protein L30
KGKFJOJK_00036	CDS	570	rpsE		COG0098	30S ribosomal protein S5
KGKFJOJK_00037	CDS	363	rplR		COG0256	50S ribosomal protein L18
KGKFJOJK_00038	CDS	534	rplF		COG0097	50S ribosomal protein L6
KGKFJOJK_00039	CDS	399	rpsH		COG0096	30S ribosomal protein S8
KGKFJOJK_00040	CDS	306	rpsN		COG0199	30S ribosomal protein S14
KGKFJOJK_00041	CDS	558	rplE		COG0094	50S ribosomal protein L5
KGKFJOJK_00042	CDS	309	rplX		COG0198	50S ribosomal protein L24
KGKFJOJK_00043	CDS	369	rplN		COG0093	50S ribosomal protein L14
KGKFJOJK_00044	CDS	237	rpsQ		COG0186	30S ribosomal protein S17
KGKFJOJK_00045	CDS	201	rpmC		COG0255	50S ribosomal protein L29
KGKFJOJK_00046	CDS	414	rplP		COG0197	50S ribosomal protein L16
KGKFJOJK_00047	CDS	723	rpsC		COG0092	30S ribosomal protein S3
KGKFJOJK_00048	CDS	390	rplV		COG0091	50S ribosomal protein L22
KGKFJOJK_00049	CDS	279	rpsS		COG0185	30S ribosomal protein S19
KGKFJOJK_00050	CDS	837	rplB		COG0090	50S ribosomal protein L2
KGKFJOJK_00051	CDS	294	rplW		COG0089	50S ribosomal protein L23
KGKFJOJK_00052	CDS	621	rplD		COG0088	50S ribosomal protein L4
KGKFJOJK_00053	CDS	642	rplC		COG0087	50S ribosomal protein L3
KGKFJOJK_00054	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
KGKFJOJK_00055	CDS	1176	tufA_1		COG0050	Elongation factor Tu
KGKFJOJK_00056	CDS	2100	fusA		COG0480	Elongation factor G
KGKFJOJK_00057	CDS	471	rpsG		COG0049	30S ribosomal protein S7
KGKFJOJK_00058	CDS	372	rpsL		COG0048	30S ribosomal protein S12
KGKFJOJK_00059	CDS	294				hypothetical protein
KGKFJOJK_00060	CDS	4212	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
KGKFJOJK_00061	CDS	4140	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
KGKFJOJK_00062	CDS	375	rplL		COG0222	50S ribosomal protein L7/L12
KGKFJOJK_00063	CDS	519	rplJ		COG0244	50S ribosomal protein L10
KGKFJOJK_00064	CDS	696	rplA		COG0081	50S ribosomal protein L1
KGKFJOJK_00065	CDS	432	rplK		COG0080	50S ribosomal protein L11
KGKFJOJK_00066	CDS	531	nusG_1		COG0250	Transcription termination/antitermination protein NusG
KGKFJOJK_00067	tRNA	76				tRNA-Trp(cca)
KGKFJOJK_00068	CDS	1176	tufA_2		COG0050	Elongation factor Tu
KGKFJOJK_00069	tRNA	74				tRNA-Gly(tcc)
KGKFJOJK_00070	tRNA	85				tRNA-Tyr(gta)
KGKFJOJK_00071	CDS	912	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
KGKFJOJK_00072	CDS	399				hypothetical protein
KGKFJOJK_00073	CDS	1062	rpfG	3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase response regulator RpfG
KGKFJOJK_00074	CDS	2295	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
KGKFJOJK_00075	CDS	507				hypothetical protein
KGKFJOJK_00076	CDS	453	cheW_1		COG0835	Chemotaxis protein CheW
KGKFJOJK_00077	tRNA	76				tRNA-Thr(tgt)
KGKFJOJK_00078	CDS	774	nadK	2.7.1.23		NAD kinase
KGKFJOJK_00079	CDS	1029	prfB		COG1186	Peptide chain release factor RF2
KGKFJOJK_00080	CDS	2454	mrcA		COG5009	Penicillin-binding protein 1A
KGKFJOJK_00081	CDS	1314				hypothetical protein
KGKFJOJK_00082	CDS	3033	rne	3.1.26.12		Ribonuclease E
KGKFJOJK_00083	CDS	765				hypothetical protein
KGKFJOJK_00084	CDS	438	aroQ_1	4.2.1.10	COG0757	3-dehydroquinate dehydratase
KGKFJOJK_00085	CDS	465	accB_1		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
KGKFJOJK_00086	CDS	1350	accC_1	6.3.4.14	COG0439	Biotin carboxylase
KGKFJOJK_00087	CDS	618	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
KGKFJOJK_00088	CDS	240				hypothetical protein
KGKFJOJK_00089	CDS	426				hypothetical protein
KGKFJOJK_00090	CDS	429				hypothetical protein
KGKFJOJK_00091	CDS	468	phnO_1	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
KGKFJOJK_00092	CDS	513				hypothetical protein
KGKFJOJK_00093	CDS	1503	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
KGKFJOJK_00094	CDS	510				hypothetical protein
KGKFJOJK_00095	CDS	258				hypothetical protein
KGKFJOJK_00096	CDS	252				hypothetical protein
KGKFJOJK_00097	CDS	492	mshD	2.3.1.189		Mycothiol acetyltransferase
KGKFJOJK_00098	CDS	1482	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
KGKFJOJK_00099	CDS	288	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
KGKFJOJK_00100	CDS	705				hypothetical protein
KGKFJOJK_00101	CDS	486	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
KGKFJOJK_00102	CDS	324				hypothetical protein
KGKFJOJK_00103	CDS	186				hypothetical protein
KGKFJOJK_00104	CDS	1653	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
KGKFJOJK_00105	CDS	957	pyrB	2.1.3.2		Aspartate carbamoyltransferase
KGKFJOJK_00106	CDS	1293	pyrC_1	3.5.2.3	COG0044	Dihydroorotase
KGKFJOJK_00107	CDS	630	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
KGKFJOJK_00108	CDS	1152				hypothetical protein
KGKFJOJK_00109	CDS	204				hypothetical protein
KGKFJOJK_00110	CDS	2706	topA	5.6.2.1	COG0550	DNA topoisomerase 1
KGKFJOJK_00111	CDS	2364	rnr	3.1.13.1	COG0557	Ribonuclease R
KGKFJOJK_00112	CDS	471				hypothetical protein
KGKFJOJK_00113	CDS	696				hypothetical protein
KGKFJOJK_00114	CDS	1185	ycaD_1			putative MFS-type transporter YcaD
KGKFJOJK_00115	CDS	168	rpmG		COG0267	50S ribosomal protein L33
KGKFJOJK_00116	CDS	1368	pleD			Response regulator PleD
KGKFJOJK_00117	CDS	372	divK			Polar-differentiation response regulator DivK
KGKFJOJK_00118	CDS	309				hypothetical protein
KGKFJOJK_00119	CDS	645				hypothetical protein
KGKFJOJK_00120	CDS	1371				hypothetical protein
KGKFJOJK_00121	CDS	687	ytrE		COG1136	ABC transporter ATP-binding protein YtrE
KGKFJOJK_00122	CDS	465				hypothetical protein
