locus_tag	ftype	length_bp	gene	EC_number	COG	product
MDJEKPOO_00001	CDS	1149				hypothetical protein
MDJEKPOO_00002	CDS	1230				hypothetical protein
MDJEKPOO_00003	CDS	177				hypothetical protein
MDJEKPOO_00004	CDS	453				hypothetical protein
MDJEKPOO_00005	CDS	141				hypothetical protein
MDJEKPOO_00006	CDS	123				hypothetical protein
MDJEKPOO_00007	CDS	525				hypothetical protein
MDJEKPOO_00008	CDS	186				hypothetical protein
MDJEKPOO_00009	CDS	468				hypothetical protein
MDJEKPOO_00010	CDS	138				hypothetical protein
MDJEKPOO_00011	CDS	243				hypothetical protein
MDJEKPOO_00012	CDS	234				hypothetical protein
MDJEKPOO_00013	CDS	285				hypothetical protein
MDJEKPOO_00014	CDS	465				hypothetical protein
MDJEKPOO_00015	CDS	756				hypothetical protein
MDJEKPOO_00016	CDS	324				hypothetical protein
MDJEKPOO_00017	CDS	1479				hypothetical protein
MDJEKPOO_00018	CDS	390				hypothetical protein
MDJEKPOO_00019	CDS	336				hypothetical protein
MDJEKPOO_00020	CDS	219				hypothetical protein
MDJEKPOO_00021	CDS	225				hypothetical protein
MDJEKPOO_00022	CDS	522				hypothetical protein
MDJEKPOO_00023	CDS	1392				hypothetical protein
MDJEKPOO_00024	CDS	1623				hypothetical protein
MDJEKPOO_00025	CDS	609				hypothetical protein
MDJEKPOO_00026	CDS	1221				hypothetical protein
MDJEKPOO_00027	CDS	945				hypothetical protein
MDJEKPOO_00028	CDS	321				hypothetical protein
MDJEKPOO_00029	CDS	312				hypothetical protein
MDJEKPOO_00030	CDS	411				hypothetical protein
MDJEKPOO_00031	CDS	405				hypothetical protein
MDJEKPOO_00032	CDS	708				hypothetical protein
MDJEKPOO_00033	CDS	492				hypothetical protein
MDJEKPOO_00034	CDS	156				hypothetical protein
MDJEKPOO_00035	CDS	432				hypothetical protein
MDJEKPOO_00036	CDS	3474				hypothetical protein
MDJEKPOO_00037	CDS	435				hypothetical protein
MDJEKPOO_00038	CDS	786				hypothetical protein
MDJEKPOO_00039	CDS	699				hypothetical protein
MDJEKPOO_00040	CDS	1032				hypothetical protein
MDJEKPOO_00041	CDS	150				hypothetical protein
MDJEKPOO_00042	CDS	570				hypothetical protein
MDJEKPOO_00043	CDS	723				hypothetical protein
MDJEKPOO_00044	CDS	855				hypothetical protein
MDJEKPOO_00045	CDS	630				hypothetical protein
