	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001481.1_1	QGNH01001481.1	QGNH01001481.1	1	2	751	-1	E	YP_009835456.1	YP_009835456.1 exonuclease [Leptospira phage LE3]	False	0.258	89.0	1.901e-18		VOG09186	REFSEQ exonuclease; Xu	Xu	0	False	F
QGNH01001481.1_2	QGNH01001481.1	QGNH01001481.1	2	931	1128	1	E											0	False	F
QGNH01001481.1_3	QGNH01001481.1	QGNH01001481.1	3	1162	1446	1	E											0	False	F
QGNH01001481.1_4	QGNH01001481.1	QGNH01001481.1	4	1427	1717	1	E											0	False	F
QGNH01001481.1_5	QGNH01001481.1	QGNH01001481.1	5	1692	2096	1	E											0	False	F
QGNH01001481.1_6	QGNH01001481.1	QGNH01001481.1	6	2080	2403	1	E											0	False	F
QGNH01001481.1_7	QGNH01001481.1	QGNH01001481.1	7	2400	2708	1	E											0	False	F
QGNH01001481.1_8	QGNH01001481.1	QGNH01001481.1	8	2708	2935	1	E											0	False	F
QGNH01001481.1_9	QGNH01001481.1	QGNH01001481.1	9	2919	3422	1	E											0	False	F
QGNH01001481.1_10	QGNH01001481.1	QGNH01001481.1	10	3552	3752	1	E											0	False	F
QGNH01001481.1_11	QGNH01001481.1	QGNH01001481.1	11	3749	3958	1	E											0	False	F
QGNH01001481.1_12	QGNH01001481.1	QGNH01001481.1	12	3951	4121	1	E											0	False	F
QGNH01001481.1_13	QGNH01001481.1	QGNH01001481.1	13	4230	4421	1	E											0	False	F
QGNH01001481.1_14	QGNH01001481.1	QGNH01001481.1	14	4422	4643	1	E											0	False	F
QGNH01001481.1_15	QGNH01001481.1	QGNH01001481.1	15	4645	5655	1	E	YP_009222240.1	YP_009222240.1 hypothetical protein AXJ15_gp002 [Lactobacillus phage LfeInf]	False	0.302	124.0	3.478e-29		VOG04431	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001481.1_16	QGNH01001481.1	QGNH01001481.1	16	5652	5855	1	E											0	False	
QGNH01001481.1_17	QGNH01001481.1	QGNH01001481.1	17	6099	6251	1	E											0	False	
QGNH01001481.1_18	QGNH01001481.1	QGNH01001481.1	18	6329	6616	1	E											0	False	
QGNH01001481.1_19	QGNH01001481.1	QGNH01001481.1	19	6747	8273	1	D	YP_007517700.1	YP_007517700.1 phage terminase large subunit [Pelagibacter phage HTVC010P]	False	0.201	68.0	1.85e-10	Phage terminase large subunit [PF04466.16]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01001481.1_20	QGNH01001481.1	QGNH01001481.1	20	8633	9343	1	E								VOG03878	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001481.1_21	QGNH01001481.1	QGNH01001481.1	21	9345	9608	1	E											0	False	
QGNH01001481.1_22	QGNH01001481.1	QGNH01001481.1	22	9608	9853	1	E											0	False	
QGNH01001481.1_23	QGNH01001481.1	QGNH01001481.1	23	9859	11784	1	E											0	False	
QGNH01001481.1_24	QGNH01001481.1	QGNH01001481.1	24	11785	12042	1	E											0	False	
QGNH01001481.1_25	QGNH01001481.1	QGNH01001481.1	25	12093	13223	1	E											0	False	
QGNH01001481.1_26	QGNH01001481.1	QGNH01001481.1	26	13231	14556	1	E											0	False	
QGNH01001481.1_27	QGNH01001481.1	QGNH01001481.1	27	14758	15441	1	E											0	False	
QGNH01001481.1_28	QGNH01001481.1	QGNH01001481.1	28	15528	16772	1	E											0	False	
QGNH01001481.1_29	QGNH01001481.1	QGNH01001481.1	29	16772	17065	1	E											0	False	
QGNH01001481.1_30	QGNH01001481.1	QGNH01001481.1	30	17067	18125	1	E											0	False	F
QGNH01001481.1_31	QGNH01001481.1	QGNH01001481.1	31	18125	21202	1	E											0	False	F
QGNH01001481.1_32	QGNH01001481.1	QGNH01001481.1	32	21207	22571	1	E											0	False	F
