target	query	e-value	score	length	start	end
NZ_ASHR01000014.1_88252_88461_-	VOG00006	4.3e-10	34.2	69	9	66
NZ_ASHR01000014.1_259110_259358_-	VOG00006	1.1e-09	32.8	82	2	60
NZ_ASHR01000014.1_88763_89062_-	VOG00006	2e-07	25.3	73	4	58
NZ_ASHR01000014.1_207207_208205_+	VOG00055	4.5e-73	241.1	332	1	314
NZ_ASHR01000014.1_208208_209626_+	VOG00055	1e-21	71.5	472	183	413
NZ_ASHR01000014.1_208208_209626_+	VOG12056	3e-16	53.7	472	11	178
NZ_ASHR01000014.1_89059_90438_-	VOG00056	3.1e-48	158.8	459	14	445
NZ_ASHR01000014.1_72567_74270_+	VOG00948	7.1e-09	29.2	567	367	429
NZ_ASHR01000014.1_236715_240275_+	VOG00107	1e-19	63.8	1186	640	934
NZ_ASHR01000014.1_162494_164602_+	VOG00121	2e-58	187.6	702	3	482
NZ_ASHR01000014.1_68418_69050_+	VOG00557	2.7e-41	136.5	210	1	200
NZ_ASHR01000014.1_197464_198690_+	VOG00251	3.6e-09	28.8	408	1	107
NZ_ASHR01000014.1_87120_87440_-	VOG00259	1.4e-13	44.9	106	6	98
NZ_ASHR01000014.1_303555_304385_-	VOG00261	1.6e-08	27.2	276	25	100
NZ_ASHR01000014.1_250261_251505_+	VOG00272	7.2e-22	70.6	414	4	187
NZ_ASHR01000014.1_46404_49301_+	VOG00282	9.2e-27	87.9	965	225	509
NZ_ASHR01000014.1_54702_55586_+	VOG00282	2.6e-14	46.8	294	94	280
NZ_ASHR01000014.1_69070_70230_+	VOG00282	1.2e-09	31.3	386	38	163
NZ_ASHR01000014.1_33826_35400_+	VOG00352	2.8e-40	132.0	524	298	521
NZ_ASHR01000014.1_12846_14357_+	VOG00352	3.8e-33	108.3	503	250	486
NZ_ASHR01000014.1_290561_291760_-	VOG00352	5e-30	98.0	399	159	397
NZ_ASHR01000014.1_37799_38215_-	VOG00352	1.5e-25	83.3	138	22	133
NZ_ASHR01000014.1_12077_12829_+	VOG00352	7.1e-21	67.8	250	27	138
NZ_ASHR01000014.1_86176_87042_-	VOG00376	2.5e-51	169.3	288	3	276
NZ_ASHR01000014.1_118902_119732_-	VOG00592	5.8e-15	48.3	276	28	273
NZ_ASHR01000014.1_198826_199194_+	VOG01986	2.7e-29	97.1	122	48	120
NZ_ASHR01000014.1_262915_263163_-	VOG01986	1e-27	91.8	82	2	80
NZ_ASHR01000014.1_178822_179697_+	VOG00785	2.5e-41	135.9	291	2	236
NZ_ASHR01000014.1_132051_133163_+	VOG00785	2.9e-15	49.7	370	10	293
NZ_ASHR01000014.1_214096_215526_+	VOG20124	4.7e-12	34.1	476	355	442
NZ_ASHR01000014.1_214096_215526_+	VOG04373	6.2e-57	187.2	476	4	240
NZ_ASHR01000014.1_161413_162375_-	VOG00976	2.4e-43	142.4	320	26	296
NZ_ASHR01000014.1_6133_7779_-	VOG02992	1.6e-36	58.3	548	27	235
NZ_ASHR01000014.1_6133_7779_-	VOG06047	3.4e-39	75.6	548	309	519
NZ_ASHR01000014.1_16522_18375_+	VOG02992	2.2e-25	82.4	617	370	574
NZ_ASHR01000014.1_153668_155722_+	VOG02992	1.1e-30	99.4	684	420	635
NZ_ASHR01000014.1_103515_105302_-	VOG02992	8.7e-25	80.4	589	345	553
NZ_ASHR01000014.1_135770_137329_+	VOG06047	5.5e-26	61.9	519	25	224
NZ_ASHR01000014.1_151942_153666_+	VOG02992	9.8e-26	83.8	574	264	505
NZ_ASHR01000014.1_180634_181851_-	VOG35465	2.3e-19	62.0	388	26	217
NZ_ASHR01000014.1_10343_10939_-	VOG01074	1.2e-23	77.0	198	21	194
NZ_ASHR01000014.1_218356_219483_+	VOG01191	6.6e-15	47.2	375	186	374
NZ_ASHR01000014.1_158266_159528_+	VOG01191	1.5e-13	44.4	420	221	418
NZ_ASHR01000014.1_105331_105534_-	VOG10487	1.6e-08	28.6	67	15	66
NZ_ASHR01000014.1_120814_122472_+	VOG01465	4.2e-22	60.0	552	338	511
NZ_ASHR01000014.1_261334_262842_+	VOG02135	4.4e-08	25.8	502	404	477
NZ_ASHR01000014.1_215538_216515_+	VOG07355	2.9e-49	161.3	325	32	289
NZ_ASHR01000014.1_243264_244514_+	VOG02983	3.6e-34	112.0	416	8	330
NZ_ASHR01000014.1_20246_21781_+	VOG02992	7e-38	71.9	511	22	214
NZ_ASHR01000014.1_20246_21781_+	VOG02992	7e-38	50.4	511	280	466
NZ_ASHR01000014.1_105718_106644_+	VOG35465	1.6e-30	96.6	308	16	231
NZ_ASHR01000014.1_117883_118878_-	VOG03131	2e-13	42.8	331	5	224
NZ_ASHR01000014.1_266908_268545_+	VOG03547	5.5e-08	25.9	545	393	449
NZ_ASHR01000014.1_38491_42429_-	VOG14942	2.3e-22	62.6	1304	268	666
NZ_ASHR01000014.1_15100_15489_+	VOG03989	1.1e-07	25.4	129	65	105
NZ_ASHR01000014.1_268626_269198_+	VOG04139	3.1e-08	26.7	190	2	63
NZ_ASHR01000014.1_151330_151938_+	VOG04139	1.1e-07	25.5	202	3	59
NZ_ASHR01000014.1_115944_116975_-	VOG04494	4.8e-16	52.9	343	32	139
NZ_ASHR01000014.1_296312_297802_+	VOG04576	4.9e-14	39.6	496	9	79
NZ_ASHR01000014.1_223027_224469_-	VOG04645	3.1e-58	162.0	480	6	296
NZ_ASHR01000014.1_95174_96073_+	VOG04645	1.5e-14	45.4	299	7	160
NZ_ASHR01000014.1_1_465_+	VOG07695	9e-10	26.1	154	14	153
NZ_ASHR01000014.1_282195_283691_+	VOG08160	2.8e-08	26.9	498	21	57
NZ_ASHR01000014.1_286039_287631_+	VOG08908	2.8e-59	191.8	530	43	313
NZ_ASHR01000014.1_229716_230771_+	VOG08908	1.1e-12	39.3	351	129	296
NZ_ASHR01000014.1_101503_102426_+	VOG08915	2.7e-10	31.3	307	4	188
NZ_ASHR01000014.1_167778_169091_+	VOG09082	3.6e-64	211.1	437	1	356
NZ_ASHR01000014.1_65719_68421_+	VOG09738	2.8e-192	45.0	900	709	889
NZ_ASHR01000014.1_65719_68421_+	VOG09738	2.8e-192	532.7	900	3	525
NZ_ASHR01000014.1_65719_68421_+	VOG09738	2.8e-192	54.2	900	530	689
NZ_ASHR01000014.1_230771_231553_+	VOG09790	2.2e-41	135.6	260	12	258
NZ_ASHR01000014.1_7816_8769_-	VOG09811	1.3e-18	52.4	314	94	215
NZ_ASHR01000014.1_231576_232643_+	VOG09811	1.9e-18	28.3	355	21	97
NZ_ASHR01000014.1_231576_232643_+	VOG09811	1.9e-18	30.7	355	129	277
NZ_ASHR01000014.1_46043_46996_-	VOG10300	6.2e-17	54.9	261	186	257
NZ_ASHR01000014.1_193148_193864_+	VOG10964	7.4e-11	35.5	238	23	231
NZ_ASHR01000014.1_25682_26848_+	VOG15756	9.4e-46	150.1	388	49	385
NZ_ASHR01000014.1_210676_212199_+	VOG15806	8.5e-50	128.8	507	226	454
NZ_ASHR01000014.1_210676_212199_+	VOG15806	8.5e-50	35.0	507	41	193
