	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000834.1_1	QGNH01000834.1	QGNH01000834.1	1	1	84	1	E																		0	False	F
QGNH01000834.1_2	QGNH01000834.1	QGNH01000834.1	2	195	593	1	D	YP_010114423.1	YP_010114423.1 endonuclease [Flavobacterium phage vB_FspM_immuto_2-6A]	False	0.384	72.0	4.798e-14								Endonuclease related to archaeal Holliday junction resolvase [PF10107.12]				0	False	F
QGNH01000834.1_3	QGNH01000834.1	QGNH01000834.1	3	595	867	1	E																		0	False	F
QGNH01000834.1_4	QGNH01000834.1	QGNH01000834.1	4	857	1348	1	D	YP_010113055.1	YP_010113055.1 Holliday junction resolvase [uncultured phage cr115_1]	False	0.342	83.0	1.188e-17								Protein of unknown function (DUF1064) [PF06356.14]	VOG00381	sp|P00641|ENDO_BPT7 Endonuclease I; Xp	Xp	0	False	F
QGNH01000834.1_5	QGNH01000834.1	QGNH01000834.1	5	1381	1680	1	E																		0	False	F
QGNH01000834.1_6	QGNH01000834.1	QGNH01000834.1	6	1763	2029	1	E																		0	False	F
QGNH01000834.1_7	QGNH01000834.1	QGNH01000834.1	7	2037	4121	1	E	YP_010112648.1	YP_010112648.1 terminase large subunit [uncultured phage cr6_1]	True	0.682	911.0	4.318e-294									VOG15434	REFSEQ terminase large subunit; Xu	Xu	0	False	F
QGNH01000834.1_8	QGNH01000834.1	QGNH01000834.1	8	4142	7759	1	D	YP_010110590.1	YP_010110590.1 portal protein [uncultured phage cr118_1]	True	0.601	1396.0	0.0	MER0295503	N09	MER0295503 - family N9 unassigned peptide lyases (Ignavibacterium album) [N09.UPW]#N09#{peptidase unit: 229-570}~source YP_005845691~	False	188.0	4.584e-46	0.331	Hom_end-associated Hint [PF05203.19]; Homing endonuclease [PF05204.17]	VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xr;Xh;Xp;Xs	0	False	VPF
QGNH01000834.1_9	QGNH01000834.1	QGNH01000834.1	9	7782	8921	1	E	YP_010110593.1	YP_010110593.1 hypothetical protein KNV30_gp76 [uncultured phage cr118_1]	False	0.452	308.0	1.262e-91									VOG19632	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000834.1_10	QGNH01000834.1	QGNH01000834.1	10	8948	9349	1	E	YP_010110149.1	YP_010110149.1 major head protein [uncultured phage cr50_1]	False	0.755	194.0	1.6470000000000001e-56												0	False	
QGNH01000834.1_11	QGNH01000834.1	QGNH01000834.1	11	9422	10066	1	D	YP_010110148.1	YP_010110148.1 HNH endonuclease [uncultured phage cr50_1]	False	0.726	299.0	1.766e-91								HNH endonuclease [PF13392.9]	VOG00874	sp|Q5UPT6|YL245_MIMIV Uncharacterized HNH endonuclease L245; Xu	Xu	0	False	
QGNH01000834.1_12	QGNH01000834.1	QGNH01000834.1	12	10387	11256	1	E	YP_010110595.1	YP_010110595.1 major head protein [uncultured phage cr118_1]	True	0.868	517.0	2.1080000000000002e-165									VOG02733	REFSEQ major head protein; Xu	Xu	0	False	
QGNH01000834.1_13	QGNH01000834.1	QGNH01000834.1	13	11336	12088	1	E	YP_010110596.1	YP_010110596.1 protein RecA [uncultured phage cr118_1]	True	0.686	344.0	2.237e-106									VOG04974	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000834.1_14	QGNH01000834.1	QGNH01000834.1	14	12091	12804	1	E	YP_010358680.1	YP_010358680.1 hypothetical protein M1M43_gp026 [uncultured phage cr30_1]	False	0.373	151.0	1.359e-39									VOG00815	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000834.1_15	QGNH01000834.1	QGNH01000834.1	15	12918	13895	1	E	YP_010110600.1	YP_010110600.1 hypothetical protein KNV30_gp83 [uncultured phage cr118_1]	False	0.356	186.0	2.561e-50									VOG04961	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000834.1_16	QGNH01000834.1	QGNH01000834.1	16	13972	14337	1	E																		0	False	F
QGNH01000834.1_17	QGNH01000834.1	QGNH01000834.1	17	14337	15200	1	E																		0	False	F
QGNH01000834.1_18	QGNH01000834.1	QGNH01000834.1	18	15203	17407	1	D	YP_010061705.1	YP_010061705.1 tail fiber protein [Mycobacterium phage Refuge]	False	0.369	132.0	9.202000000000001e-30								Collagen triple helix repeat (20 copies) [PF01391.21]	VOG01091	sp|B4YNE6|V6_SPTNK Collagen-like protein V6; Xu	Xu	0	False	F
