CCI88WCFB3	removeN	0:00:00.006430	step_05-format/prodigal_DJ
CCI88WCFB3	removeN	0:00:00.007974	step_05-format/prodigal_RW2
CCI88WCFB3	removeN	0:00:00.009185	step_05-format/prodigal_GIC31
CCI88WCFB3	removeN	0:00:00.011274	step_05-format/prodigal_Rleg
CCI88WCFB3	removeN	0:00:00.003223	step_05-format/prodigal_RW1
CCI88WCFB3	findORF_prod	0:00:00.390411	step_07-geneCall/prodigal_RW1
CCI88WCFB3	findORF_prod	0:00:04.279916	step_07-geneCall/prodigal_GIC31
CCI88WCFB3	findORF_prod	0:00:04.369898	step_07-geneCall/prodigal_RW2
CCI88WCFB3	findORF_prod	0:00:08.634683	step_07-geneCall/prodigal_DJ
CCI88WCFB3	findORF_prod	0:00:11.625400	step_07-geneCall/prodigal_Rleg
CCI88WCFB3	searchHMM	0:44:10.927181	step_08-hmmer
CCI88WCFB3	searchHMM	1:11:14.316847	step_08-hmmer
CCI88WCFB3	parseHmmer	0:00:04.854471	step_09-parse/prodigal_RW1
CCI88WCFB3	parseHmmer	0:00:11.846769	step_09-parse/prodigal_GIC31
CCI88WCFB3	parseHmmer	0:00:12.238976	step_09-parse/prodigal_RW2
CCI88WCFB3	parseHmmer	0:00:13.200171	step_09-parse/prodigal_DJ
CCI88WCFB3	parseHmmer	0:00:16.052921	step_09-parse/prodigal_Rleg
CCI88WCFB3	Total_Time	1:12:14.815168	/home/jlfiguer/raw-lab/MetaCerberus/results/pipeline
