	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
KC292023.1_1	KC292023	KC292023.1	1	1	198	1	E			YP_008059490.1	YP_008059490.1 hypothetical protein M196_gp01 [Halorubrum tailed virus 4]	False	0.965	134.0	3.376e-37					0	False	F
KC292023.1_2	KC292023	KC292023.1	2	195	380	1	E			YP_008059491.1	YP_008059491.1 hypothetical protein M196_gp02 [Halorubrum tailed virus 4]	False	1.0	134.0	3.781e-37					0	False	F
KC292023.1_3	KC292023	KC292023.1	3	377	493	1	E			YP_008059492.1	YP_008059492.1 hypothetical protein M196_gp03 [Halorubrum tailed virus 4]	False	0.982	81.0	3.294e-19		VOG14640	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC292023.1_4	KC292023	KC292023.1	4	614	862	1	E			YP_008059493.1	YP_008059493.1 hypothetical protein M196_gp04 [Halorubrum tailed virus 4]	False	0.913	159.0	2.362e-45		VOG14638	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC292023.1_5	KC292023	KC292023.1	5	855	1487	1	E			YP_008059494.1	YP_008059494.1 hypothetical protein M196_gp05 [Halorubrum tailed virus 4]	True	0.959	426.0	2.214e-135		VOG14464	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC292023.1_6	KC292023	KC292023.1	6	1484	1807	1	E			YP_008059495.1	YP_008059495.1 hypothetical protein M196_gp06 [Halorubrum tailed virus 4]	False	0.935	212.0	2.3210000000000001e-63		VOG26465	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC292023.1_7	KC292023	KC292023.1	7	1849	2388	1	E			YP_008059496.1	YP_008059496.1 hypothetical protein M196_gp07 [Halorubrum tailed virus 4]	True	0.956	362.0	7.937e-114		VOG01682	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC292023.1_8	KC292023	KC292023.1	8	2563	2877	1	E			YP_008059497.1	YP_008059497.1 hypothetical protein M196_gp08 [Halorubrum tailed virus 4]	False	0.958	212.0	2.75e-63					0	False	F
KC292023.1_9	KC292023	KC292023.1	9	3118	3690	1	E			YP_008059499.1	YP_008059499.1 hypothetical protein M196_gp10 [Halorubrum tailed virus 4]	True	0.985	397.0	6.247e-126		VOG26464	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC292023.1_10	KC292023	KC292023.1	10	3687	4262	1	E			YP_008059500.1	YP_008059500.1 hypothetical protein M196_gp11 [Halorubrum tailed virus 4]	True	0.944	381.0	3.722e-120					0	False	F
KC292023.1_11	KC292023	KC292023.1	11	4259	4570	1	E			YP_008059501.1	YP_008059501.1 hypothetical protein M196_gp12 [Halorubrum tailed virus 4]	False	0.958	210.0	1.272e-62		VOG05812	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC292023.1_12	KC292023	KC292023.1	12	4567	5283	1	E			YP_008059502.1	YP_008059502.1 DNA binding protein [Halorubrum tailed virus 4]	True	0.993	501.0	5.783e-161		VOG26466	REFSEQ DNA binding protein; Xu	Xu	0	False	F
KC292023.1_13	KC292023	KC292023.1	13	5280	5504	1	E			YP_008059503.1	YP_008059503.1 hypothetical protein M196_gp14 [Halorubrum tailed virus 4]	False	1.0	162.0	9.179999999999998e-47					0	False	
KC292023.1_14	KC292023	KC292023.1	14	5501	5731	1	E			YP_008059504.1	YP_008059504.1 hypothetical protein M196_gp15 [Halorubrum tailed virus 4]	False	0.975	158.0	2.404e-45		VOG01083	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_15	KC292023	KC292023.1	15	5724	5960	1	E			YP_008059505.1	YP_008059505.1 hypothetical protein M196_gp16 [Halorubrum tailed virus 4]	False	1.0	168.0	1.834e-48		VOG26467	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_16	KC292023	KC292023.1	16	5953	6102	1	E			YP_008059506.1	YP_008059506.1 hypothetical protein M196_gp17 [Halorubrum tailed virus 4]	False	1.0	116.0	4.364e-31		VOG26468	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_17	KC292023	KC292023.1	17	6099	6497	1	E			YP_008059507.1	YP_008059507.1 hypothetical protein M196_gp18 [Halorubrum tailed virus 4]	False	0.972	273.0	7.966e-84		VOG14466	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_18	KC292023	KC292023.1	18	6494	7036	1	E			YP_008059508.1	YP_008059508.1 hypothetical protein M196_gp19 [Halorubrum tailed virus 4]	True	1.0	384.0	1.287e-121					0	False	
KC292023.1_19	KC292023	KC292023.1	19	7079	7579	1	E			YP_008059509.1	YP_008059509.1 hypothetical protein M196_gp20 [Halorubrum tailed virus 4]	False	0.98	345.0	2.4300000000000002e-108		VOG00189	REFSEQ terminase small subunit; Xu	Xu	0	False	
KC292023.1_20	KC292023	KC292023.1	20	7579	8919	1	E			YP_008059510.1	YP_008059510.1 terminase large subunit [Halorubrum tailed virus 4]	True	1.0	949.0	3.352e-312		VOG00230	sp|O31952|YONF_BACSU SPbeta prophage-derived uncharacterized protein YonF; Xu	Xu	0	False	
KC292023.1_21	KC292023	KC292023.1	21	8916	9197	1	E			YP_008059511.1	YP_008059511.1 hypothetical protein M196_gp22 [Halorubrum tailed virus 4]	False	1.0	210.0	7.772e-63		VOG01083	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_22	KC292023	KC292023.1	22	9249	9446	1	E			YP_008059512.1	YP_008059512.1 hypothetical protein M196_gp23 [Halorubrum tailed virus 4]	False	1.0	156.0	9.214e-45					0	False	
KC292023.1_23	KC292023	KC292023.1	23	9446	9580	1	E			YP_008059513.1	YP_008059513.1 hypothetical protein M196_gp24 [Halorubrum tailed virus 4]	False	1.0	104.0	4.551e-27					0	False	
KC292023.1_24	KC292023	KC292023.1	24	9583	9741	1	E			YP_008059514.1	YP_008059514.1 hypothetical protein M196_gp25 [Halorubrum tailed virus 4]	False	1.0	117.0	1.435e-31					0	False	
KC292023.1_25	KC292023	KC292023.1	25	9788	10003	1	E			YP_008059515.1	YP_008059515.1 hypothetical protein M196_gp26 [Halorubrum tailed virus 4]	False	0.916	138.0	1.924e-38					0	False	
KC292023.1_26	KC292023	KC292023.1	26	10427	12916	1	E			YP_008059519.1	YP_008059519.1 hypothetical protein M196_gp30 [Halorubrum tailed virus 4]	True	0.973	1701.0	0.0		VOG14639	REFSEQ portal protein; Xu	Xu	0	False	
KC292023.1_27	KC292023	KC292023.1	27	12963	13097	1	E			YP_008059520.1	YP_008059520.1 hypothetical protein M196_gp31 [Halorubrum tailed virus 4]	False	0.934	89.0	1.084e-21		VOG26469	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_28	KC292023	KC292023.1	28	13090	13452	1	E			YP_008059521.1	YP_008059521.1 hypothetical protein M196_gp32 [Halorubrum tailed virus 4]	False	0.992	254.0	1.708e-77					0	False	
KC292023.1_29	KC292023	KC292023.1	29	13445	13618	1	E			YP_008059522.1	YP_008059522.1 hypothetical protein M196_gp34 [Halorubrum tailed virus 4]	False	0.939	115.0	1.71e-30					0	False	
KC292023.1_30	KC292023	KC292023.1	30	13693	14040	1	E			YP_008059523.1	YP_008059523.1 hypothetical protein M196_gp35 [Halorubrum tailed virus 4]	False	1.0	250.0	1.675e-76					0	False	
KC292023.1_31	KC292023	KC292023.1	31	14190	14387	1	E			YP_008059525.1	YP_008059525.1 hypothetical protein M196_gp36 [Halorubrum tailed virus 4]	False	0.89	123.0	3.302e-33		VOG14641	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_32	KC292023	KC292023.1	32	14387	15970	1	E			YP_008059526.1	YP_008059526.1 hypothetical protein M196_gp37 [Halorubrum tailed virus 4]	True	0.921	1017.0	0.0		VOG14642	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_33	KC292023	KC292023.1	33	16035	16442	1	E			YP_008059527.1	YP_008059527.1 hypothetical protein M196_gp38 [Halorubrum tailed virus 4]	False	0.9	256.0	7.266e-78		VOG00395	REFSEQ head scaffolding protein; Xu	Xu	0	False	
KC292023.1_34	KC292023	KC292023.1	34	16442	17701	1	E			YP_008059528.1	YP_008059528.1 major capsid protein [Halorubrum tailed virus 4]	True	0.959	847.0	2.6e-277		VOG14637	REFSEQ major capsid protein; Xu	Xu	0	False	
KC292023.1_35	KC292023	KC292023.1	35	17783	18406	1	E			YP_008059529.1	YP_008059529.1 HNH endonuclease [Halorubrum tailed virus 4]	True	1.0	442.0	4.645e-141		VOG01272	sp|Q38490|GP13_BPMU Uncharacterized protein gp13; Xh	Xh	0	False	
KC292023.1_36	KC292023	KC292023.1	36	18403	18786	1	E			YP_008059530.1	YP_008059530.1 hypothetical protein M196_gp41 [Halorubrum tailed virus 4]	False	1.0	272.0	1.176e-83					0	False	
KC292023.1_37	KC292023	KC292023.1	37	18876	19409	1	E			YP_008059531.1	YP_008059531.1 hypothetical protein M196_gp42 [Halorubrum tailed virus 4]	False	0.927	346.0	2.185e-108		VOG26470	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_38	KC292023	KC292023.1	38	19453	19698	1	E			YP_008059532.1	YP_008059532.1 hypothetical protein M196_gp43 [Halorubrum tailed virus 4]	False	0.975	169.0	8.243e-49		VOG14643	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_39	KC292023	KC292023.1	39	19862	20077	1	E			YP_008059534.1	YP_008059534.1 hypothetical protein M196_gp45 [Halorubrum tailed virus 4]	False	0.97	147.0	1.322e-41		VOG14646	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_40	KC292023	KC292023.1	40	20074	20307	1	E			YP_008059535.1	YP_008059535.1 hypothetical protein M196_gp46 [Halorubrum tailed virus 4]	False	0.942	154.0	5.987e-44		VOG14644	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_41	KC292023	KC292023.1	41	20350	21825	1	E			YP_008059536.1	YP_008059536.1 exonuclease [Halorubrum tailed virus 4]	True	0.978	1014.0	0.0		VOG02246	sp|O31948|YONJ_BACSU SPbeta prophage-derived uncharacterized protein YonJ; Xu	Xu	0	False	
KC292023.1_42	KC292023	KC292023.1	42	21970	22158	1	E			YP_008059537.1	YP_008059537.1 hypothetical protein M196_gp48 [Halorubrum tailed virus 4]	False	1.0	143.0	3.744e-40		VOG26471	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_43	KC292023	KC292023.1	43	22199	22624	1	E			YP_008059538.1	YP_008059538.1 hypothetical protein M196_gp49 [Halorubrum tailed virus 4]	False	0.918	273.0	8.959e-84		VOG14645	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_44	KC292023	KC292023.1	44	22624	23043	1	E			YP_008059539.1	YP_008059539.1 hypothetical protein M196_gp50 [Halorubrum tailed virus 4]	False	0.976	288.0	3.653e-89		VOG00130	REFSEQ tail completion or Neck1 protein; Xu	Xu	0	False	
KC292023.1_45	KC292023	KC292023.1	45	23096	23236	1	E			YP_008059540.1	YP_008059540.1 hypothetical protein M196_gp51 [Halorubrum tailed virus 4]	False	0.949	94.0	1.412e-23					0	False	
KC292023.1_46	KC292023	KC292023.1	46	23314	23610	1	E			YP_008059541.1	YP_008059541.1 hypothetical protein M196_gp52 [Halorubrum tailed virus 4]	False	1.0	214.0	2.241e-64					0	False	
KC292023.1_47	KC292023	KC292023.1	47	23612	23866	1	E			YP_008059542.1	YP_008059542.1 hypothetical protein M196_gp53 [Halorubrum tailed virus 4]	False	0.997	179.0	1.868e-52					0	False	
KC292023.1_48	KC292023	KC292023.1	48	23859	24128	1	E			YP_008059543.1	YP_008059543.1 hypothetical protein M196_gp54 [Halorubrum tailed virus 4]	False	0.959	182.0	3.5879999999999997e-53		VOG14647	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_49	KC292023	KC292023.1	49	24165	24377	1	E			YP_008059544.1	YP_008059544.1 hypothetical protein M196_gp55 [Halorubrum tailed virus 4]	False	1.0	151.0	9.986e-43					0	False	
KC292023.1_50	KC292023	KC292023.1	50	24593	25102	1	E			YP_008059546.1	YP_008059546.1 hypothetical protein M196_gp57 [Halorubrum tailed virus 4]	False	0.953	341.0	9.027e-107		VOG14648	REFSEQ SPP1 gp17-like tail completion protein; Xu	Xu	0	False	
KC292023.1_51	KC292023	KC292023.1	51	25136	25522	1	E			YP_008059547.1	YP_008059547.1 hypothetical protein M196_gp58 [Halorubrum tailed virus 4]	False	0.936	254.0	2.517e-77		VOG00907	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_52	KC292023	KC292023.1	52	25525	25845	1	E			YP_008059548.1	YP_008059548.1 hypothetical protein M196_gp59 [Halorubrum tailed virus 4]	False	0.91	204.0	1.687e-60		VOG14649	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_53	KC292023	KC292023.1	53	25845	26378	1	E			YP_008059549.1	YP_008059549.1 hypothetical protein M196_gp60 [Halorubrum tailed virus 4]	True	0.95	355.0	1.124e-111					0	False	
KC292023.1_54	KC292023	KC292023.1	54	26375	26587	1	E			YP_008059550.1	YP_008059550.1 hypothetical protein M196_gp61 [Halorubrum tailed virus 4]	False	1.0	153.0	2.051e-43					0	False	
KC292023.1_55	KC292023	KC292023.1	55	26696	27019	1	E			YP_008059551.1	YP_008059551.1 hypothetical protein M196_gp62 [Halorubrum tailed virus 4]	False	0.99	226.0	3.647e-68		VOG14650	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_56	KC292023	KC292023.1	56	27057	27527	1	E			YP_008059552.1	YP_008059552.1 tail tube [Halorubrum tailed virus 4]	False	0.973	322.0	1.838e-100		VOG14651	REFSEQ tail tube; Xu	Xu	0	False	
KC292023.1_57	KC292023	KC292023.1	57	27531	27998	1	E			YP_008059553.1	YP_008059553.1 hypothetical protein M196_gp64 [Halorubrum tailed virus 4]	False	0.903	294.0	6.905999999999998e-91		VOG14652	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_58	KC292023	KC292023.1	58	27967	28140	1	E			YP_008059554.1	YP_008059554.1 hypothetical protein M196_gp65 [Halorubrum tailed virus 4]	False	0.989	121.0	7.804999999999999e-33		VOG26472	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_59	KC292023	KC292023.1	59	28182	28475	1	E			YP_008059555.1	YP_008059555.1 hypothetical protein M196_gp66 [Halorubrum tailed virus 4]	False	0.974	201.0	7.238e-60					0	False	
KC292023.1_60	KC292023	KC292023.1	60	28517	28729	1	E			YP_008059556.1	YP_008059556.1 hypothetical protein M196_gp67 [Halorubrum tailed virus 4]	False	0.894	133.0	1.542e-36					0	False	
KC292023.1_61	KC292023	KC292023.1	61	28819	29784	1	E			YP_008059557.1	YP_008059557.1 tape measure [Halorubrum tailed virus 4]	True	0.91	612.0	1.328e-197		VOG14653	REFSEQ phate tail tape measure protein; Xu	Xu	0	False	
KC292023.1_62	KC292023	KC292023.1	62	29785	30636	1	E			YP_008059558.1	YP_008059558.1 hypothetical protein M196_gp69 [Halorubrum tailed virus 4]	True	0.944	563.0	2.111e-181		VOG14654	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292023.1_63	KC292023	KC292023.1	63	30687	31139	1	E			YP_008059559.1	YP_008059559.1 hypothetical protein M196_gp70 [Halorubrum tailed virus 4]	False	0.945	300.0	6.5499999999999984e-93		VOG14631	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC292023.1_64	KC292023	KC292023.1	64	31142	32074	1	E			YP_008059560.1	YP_008059560.1 hypothetical protein M196_gp71 [Halorubrum tailed virus 4]	True	0.947	619.0	2.733e-200		VOG26473	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC292023.1_65	KC292023	KC292023.1	65	32078	35350	1	E			YP_008059561.1	YP_008059561.1 hypothetical protein M196_gp72 [Halorubrum tailed virus 4]	True	0.938	2143.0	0.0		VOG01754	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC292023.1_66	KC292023	KC292023.1	66	35347	35646	-1	C	K06218	mRNA interferase RelE/StbE	YP_008059562.1	YP_008059562.1 RelE-like toxin [Halorubrum tailed virus 4]	False	0.933	196.0	6.676e-58		VOG11888	REFSEQ RelE-like toxin; Xu	Xu	0	False	F
KC292023.1_67	KC292023	KC292023.1	67	35603	35722	-1	E													0	False	F
