locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
AF301375.1_1												Hypothetical
AF301375.1_2		K13038	COG0452		phrog_35624	VOG17403, VOG07665	COG:COG0452	383	6.5e-134	438.5		CoaBC:Pantothenate/CoA biosynthesis
AF301375.1_3												Hypothetical
AF301375.1_4						VOG29248	VOG:VOG29248	67	8.2e-36	115.3		REFSEQ hypothetical protein
AF301375.1_5												Hypothetical
AF301375.1_6					phrog_37053	VOG29247	VOG:VOG29247	151	4.1e-89	287.7		REFSEQ hypothetical protein
AF301375.1_7												Hypothetical
AF301375.1_8												Hypothetical
AF301375.1_9												Hypothetical
AF301375.1_10												Hypothetical
AF301375.1_11												Hypothetical
AF301375.1_12					phrog_8389	VOG29249	VOG:VOG29249	47	2.2e-26	84.1		REFSEQ hypothetical protein
AF301375.1_13												Hypothetical
AF301375.1_14												Hypothetical
AF301375.1_15												Hypothetical
AF301375.1_16												Hypothetical
AF301375.1_17												Hypothetical
AF301375.1_18												Hypothetical
AF301375.1_19												Hypothetical
AF301375.1_20												Hypothetical
AF301375.1_21												Hypothetical
AF301375.1_22												Hypothetical
AF301375.1_23			COG4933		phrog_3136	VOG16536	VOG:VOG16536	130	2.5e-64	206.7		sp|A0A0H3G0N3|ASCHD_ZYMMA ASCH domain-containing ribonuclease
AF301375.1_24					phrog_30657	VOG29253	VOG:VOG29253	124	1.7e-73	236.0		REFSEQ hypothetical protein
AF301375.1_25												Hypothetical
AF301375.1_26												Hypothetical
AF301375.1_27												Hypothetical
AF301375.1_28					phrog_6299	VOG02110	VOG:VOG02110	174	4.6e-75	243.4		REFSEQ terminase small subunit
AF301375.1_29		K06909	COG5362		phrog_979, phrog_979	VOG00705	PHROG:phrog_979	464	2.6e-131	252.4		terminase large subunit
AF301375.1_30			COG5518		phrog_12	VOG00344	VOG:VOG00344	541	2.2e-63	206.3		sp|Q6QGD5|PORTL_BPT5 Portal protein
AF301375.1_31												Hypothetical
AF301375.1_32												Hypothetical
AF301375.1_33												Hypothetical
AF301375.1_34					phrog_34096	VOG03893	PHROG:phrog_34096	407	5.2e-258	847.0		head maturation protease
AF301375.1_35					phrog_1623	VOG01409	PHROG:phrog_1623	315	6.9e-82	266.7		virion structural protein
AF301375.1_36												Hypothetical
AF301375.1_37					phrog_5	VOG29257	VOG:VOG29257	137	2.5e-86	278.1		REFSEQ HK97 gp10 family protein
AF301375.1_38												Hypothetical
AF301375.1_39					phrog_30274	VOG29258	VOG:VOG29258	236	1e-148	485.0		REFSEQ putative structural protein
AF301375.1_40					phrog_31377	VOG29259	VOG:VOG29259	164	4.8e-99	321.2		REFSEQ hypothetical protein
AF301375.1_41												Hypothetical
AF301375.1_42												Hypothetical
AF301375.1_43		K06240	COG5412		phrog_33360, phrog_58	VOG29260	PHROG:phrog_33360	1158	0	1334.2		tail length tape measure protein
AF301375.1_44												Hypothetical
AF301375.1_45												Hypothetical
AF301375.1_46												Hypothetical
AF301375.1_47												Hypothetical
AF301375.1_48												Hypothetical
AF301375.1_49					phrog_37742	VOG29267	VOG:VOG29267	190	5.1e-132	429.5		REFSEQ hypothetical protein
AF301375.1_50												Hypothetical
AF301375.1_51					phrog_37889	VOG29268	PHROG:phrog_37889	285	3.7e-178	582.6		pseudomurein endosiopeptidase
AF301375.1_52		K04795	COG1889				COG:COG1889	225	6.4e-93	301.4		NOP1:
