	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001590.1_1	QGNH01001590.1	QGNH01001590.1	1	1	84	1	E											0	False	F
QGNH01001590.1_2	QGNH01001590.1	QGNH01001590.1	2	449	706	1	E											0	False	F
QGNH01001590.1_3	QGNH01001590.1	QGNH01001590.1	3	847	1770	1	E											0	False	F
QGNH01001590.1_4	QGNH01001590.1	QGNH01001590.1	4	2401	3927	1	D	YP_010751201.1	YP_010751201.1 terminase [Microbacterium phage Terij]	False	240.0	2.787e-66	0.327	Terminase RNaseH-like domain [PF17289.5]; Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	0	False	VF
QGNH01001590.1_5	QGNH01001590.1	QGNH01001590.1	5	3934	4305	1	E											0	False	F
QGNH01001590.1_6	QGNH01001590.1	QGNH01001590.1	6	4302	4511	1	E											0	False	F
QGNH01001590.1_7	QGNH01001590.1	QGNH01001590.1	7	4508	5152	1	D							Nucleotide-diphospho-sugar transferase [PF03407.19]				0	False	F
QGNH01001590.1_8	QGNH01001590.1	QGNH01001590.1	8	5149	5934	1	E											0	False	
QGNH01001590.1_9	QGNH01001590.1	QGNH01001590.1	9	5939	8008	1	E											0	False	
QGNH01001590.1_10	QGNH01001590.1	QGNH01001590.1	10	8249	9142	1	E											0	False	
QGNH01001590.1_11	QGNH01001590.1	QGNH01001590.1	11	9184	10515	1	E											0	False	
QGNH01001590.1_12	QGNH01001590.1	QGNH01001590.1	12	10592	10996	1	E											0	False	
QGNH01001590.1_13	QGNH01001590.1	QGNH01001590.1	13	11070	11348	1	E											0	False	F
QGNH01001590.1_14	QGNH01001590.1	QGNH01001590.1	14	11345	12115	1	E											0	False	F
QGNH01001590.1_15	QGNH01001590.1	QGNH01001590.1	15	12132	12407	1	E											0	False	F
QGNH01001590.1_16	QGNH01001590.1	QGNH01001590.1	16	12444	13331	1	E											0	False	F
QGNH01001590.1_17	QGNH01001590.1	QGNH01001590.1	17	13328	13795	1	E											0	False	F
QGNH01001590.1_18	QGNH01001590.1	QGNH01001590.1	18	13788	13964	1	E											0	False	F
QGNH01001590.1_19	QGNH01001590.1	QGNH01001590.1	19	13961	14722	1	D							IPT/TIG domain [PF01833.27]				0	False	F
QGNH01001590.1_20	QGNH01001590.1	QGNH01001590.1	20	15057	15887	1	E											0	False	F
QGNH01001590.1_21	QGNH01001590.1	QGNH01001590.1	21	15906	16034	1	E											0	False	F
