	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
MZ334501_MZ334501.1_1	MZ334501	MZ334501.1	1	363	914	-1	D										Halobacterial output domain 1 [PF18545.4]	0
MZ334501_MZ334501.1_2	MZ334501	MZ334501.1	2	1323	2099	1	E											0
MZ334501_MZ334501.1_3	MZ334501	MZ334501.1	3	2244	2351	1	E											0
MZ334501_MZ334501.1_4	MZ334501	MZ334501.1	4	2354	2548	1	E											0
MZ334501_MZ334501.1_5	MZ334501	MZ334501.1	5	2884	4575	1	E											0
MZ334501_MZ334501.1_6	MZ334501	MZ334501.1	6	4590	6029	1	E											0
MZ334501_MZ334501.1_7	MZ334501	MZ334501.1	7	6029	6319	1	E											0
MZ334501_MZ334501.1_8	MZ334501	MZ334501.1	8	6316	7080	1	E											0
MZ334501_MZ334501.1_9	MZ334501	MZ334501.1	9	7087	7512	1	E											0
MZ334501_MZ334501.1_10	MZ334501	MZ334501.1	10	7535	8050	1	E											0
MZ334501_MZ334501.1_11	MZ334501	MZ334501.1	11	8091	9047	1	E											0
MZ334501_MZ334501.1_12	MZ334501	MZ334501.1	12	9093	9536	1	E											0
MZ334501_MZ334501.1_13	MZ334501	MZ334501.1	13	9536	9874	1	E											0
MZ334501_MZ334501.1_14	MZ334501	MZ334501.1	14	9877	12993	1	E											0
MZ334501_MZ334501.1_15	MZ334501	MZ334501.1	15	12995	13216	1	E											0
MZ334501_MZ334501.1_16	MZ334501	MZ334501.1	16	13253	13762	1	E											0
MZ334501_MZ334501.1_17	MZ334501	MZ334501.1	17	13771	15063	1	E											0
MZ334501_MZ334501.1_18	MZ334501	MZ334501.1	18	15092	15637	1	E											0
MZ334501_MZ334501.1_19	MZ334501	MZ334501.1	19	15691	16161	1	E											0
MZ334501_MZ334501.1_20	MZ334501	MZ334501.1	20	16109	16471	1	E											0
MZ334501_MZ334501.1_21	MZ334501	MZ334501.1	21	16474	18291	1	E											0
MZ334501_MZ334501.1_22	MZ334501	MZ334501.1	22	18292	18855	1	E											0
MZ334501_MZ334501.1_23	MZ334501	MZ334501.1	23	18852	20285	1	E											0
MZ334501_MZ334501.1_24	MZ334501	MZ334501.1	24	20288	20725	1	E											0
MZ334501_MZ334501.1_25	MZ334501	MZ334501.1	25	20722	21087	1	E											0
MZ334501_MZ334501.1_26	MZ334501	MZ334501.1	26	21151	21477	1	E											0
MZ334501_MZ334501.1_27	MZ334501	MZ334501.1	27	21474	22709	1	D										Baseplate J-like protein [PF04865.17]	0
MZ334501_MZ334501.1_28	MZ334501	MZ334501.1	28	22714	23367	1	E											0
MZ334501_MZ334501.1_29	MZ334501	MZ334501.1	29	23368	24774	1	E											0
MZ334501_MZ334501.1_30	MZ334501	MZ334501.1	30	24792	25994	1	E											0
MZ334501_MZ334501.1_31	MZ334501	MZ334501.1	31	25996	26367	1	E											0
MZ334501_MZ334501.1_32	MZ334501	MZ334501.1	32	26389	26880	1	E											0
MZ334501_MZ334501.1_33	MZ334501	MZ334501.1	33	26888	27769	-1	D										Family of unknown function (DUF6065) [PF19541.2]	0
MZ334501_MZ334501.1_34	MZ334501	MZ334501.1	34	27836	27961	1	E											0
MZ334501_MZ334501.1_35	MZ334501	MZ334501.1	35	28203	30623	1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]	0
MZ334501_MZ334501.1_36	MZ334501	MZ334501.1	36	30690	33617	-1	D										N-6 DNA Methylase [PF02384.19]; Eco57I restriction-modification methylase [PF07669.14]; MmeI, DNA-methyltransferase domain [PF20473.1]	0
MZ334501_MZ334501.1_37	MZ334501	MZ334501.1	37	33702	33977	-1	E											0
MZ334501_MZ334501.1_38	MZ334501	MZ334501.1	38	34346	35542	1	D										Phage integrase family [PF00589.25]	0
MZ334501_MZ334501.1_39	MZ334501	MZ334501.1	39	35543	36010	-1	E											0
MZ334501_MZ334501.1_40	MZ334501	MZ334501.1	40	36111	36284	-1	D										Uncharacterized protein containing a Zn-ribbon (DUF2116) [PF09889.12]	0
MZ334501_MZ334501.1_41	MZ334501	MZ334501.1	41	36281	37645	-1	C	K14415	tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]								tRNA-splicing ligase RtcB [PF01139.20]	0
MZ334501_MZ334501.1_42	MZ334501	MZ334501.1	42	37893	38105	-1	E											0
