Target Name	ID	EC value	E-Value (sequence)	Score (domain)
NZ_ASHR01000014.1_145622_146452_-	COG0005		1.5e-84	277.9
NZ_ASHR01000014.1_296312_297802_+	COG0008		3.7e-158	521.8
NZ_ASHR01000014.1_169088_170209_+	COG0026		9.7e-147	483.0
NZ_ASHR01000014.1_278645_280432_+	COG0028		2.4e-245	809.5
NZ_ASHR01000014.1_24259_25680_+	COG0031		3.7e-158	521.1
NZ_ASHR01000014.1_299804_300754_-	COG0031		7.9e-107	352.0
NZ_ASHR01000014.1_157280_158230_+	COG0039		2.1e-119	392.9
NZ_ASHR01000014.1_170270_170800_+	COG0041		3.1e-93	307.3
NZ_ASHR01000014.1_113574_114056_-	COG0054		3.6e-51	167.3
NZ_ASHR01000014.1_280975_282000_+	COG0059		2.4e-162	533.5
NZ_ASHR01000014.1_544_975_+	COG0080		8.6e-75	244.0
NZ_ASHR01000014.1_1056_1745_+	COG0081		5.9e-113	370.7
NZ_ASHR01000014.1_286039_287631_+	COG0111		4.1e-135	445.0
NZ_ASHR01000014.1_229716_230771_+	COG0111		2.7e-79	261.0
NZ_ASHR01000014.1_293358_294446_+	COG0115		3.2e-86	283.7
NZ_ASHR01000014.1_243264_244514_+	COG0124		5.2e-104	342.0
NZ_ASHR01000014.1_68418_69050_+	COG0125		3.7e-96	317.1
NZ_ASHR01000014.1_276918_278615_+	COG0129		2e-252	833.1
NZ_ASHR01000014.1_51243_52319_+	COG0136		3.3e-131	431.5
NZ_ASHR01000014.1_244565_245845_+	COG0148		9.3e-216	710.4
NZ_ASHR01000014.1_294446_295222_+	COG0179		6.7e-107	352.3
NZ_ASHR01000014.1_228933_229676_+	COG0179		1.1e-36	120.8
NZ_ASHR01000014.1_117883_118878_-	COG0180		4.8e-139	458.1
NZ_ASHR01000014.1_235522_236103_+	COG0193		8.8e-74	241.9
NZ_ASHR01000014.1_140482_141771_+	COG0213		7.7e-187	616.1
NZ_ASHR01000014.1_15100_15489_+	COG0222		1.1e-54	180.0
NZ_ASHR01000014.1_14548_15066_+	COG0244		7.8e-74	243.9
NZ_ASHR01000014.1_1_465_+	COG0250		8e-55	179.5
NZ_ASHR01000014.1_59693_60151_+	COG0251		4.6e-36	119.0
NZ_ASHR01000014.1_250261_251505_+	COG0277		2.1e-48	159.2
NZ_ASHR01000014.1_44690_45880_+	COG0282		1.6e-178	588.5
NZ_ASHR01000014.1_140064_140489_+	COG0295		1.5e-61	202.7
NZ_ASHR01000014.1_115318_115944_-	COG0307		1.2e-79	261.6
NZ_ASHR01000014.1_166522_167247_+	COG0340		7.7e-65	213.3
NZ_ASHR01000014.1_49305_49904_+	COG0353		1.8e-101	333.0
NZ_ASHR01000014.1_223027_224469_-	COG0362		1.6e-223	736.9
NZ_ASHR01000014.1_60362_62305_-	COG0365		1.3e-280	927.4
NZ_ASHR01000014.1_274296_275972_+	COG0365		2.3e-124	410.4
NZ_ASHR01000014.1_101503_102426_+	COG0388		3.6e-64	210.9
NZ_ASHR01000014.1_156553_157185_-	COG0424		2.5e-66	217.6
NZ_ASHR01000014.1_32063_33763_+	COG0433		1.1e-113	375.2
NZ_ASHR01000014.1_264410_265633_-	COG0436		9.3e-126	414.3
NZ_ASHR01000014.1_280432_280947_+	COG0440		3.2e-84	277.3
NZ_ASHR01000014.1_215538_216515_+	COG0462		1.5e-145	479.3
NZ_ASHR01000014.1_292300_293361_+	COG0473		8.9e-141	463.6
NZ_ASHR01000014.1_288308_289759_+	COG0477		1.8e-102	337.5
NZ_ASHR01000014.1_100155_101480_+	COG0477		1.9e-92	304.4
