ID	count
K00012	1
K00016	1
K00020	1
K00033	1
K00052	1
K00053	1
K00058	1
K00133	1
K00135	1
K00239	1
K00240	1
K00241	1
K00242	1
K00252	1
K00382	1
K00446	1
K00758	1
K00794	1
K00826	1
K00847	1
K00857	1
K00925	1
K00928	1
K00943	1
K00948	1
K00971	1
K01251	1
K01259	1
K01488	1
K01489	1
K01501	1
K01588	1
K01589	1
K01621	1
K01652	1
K01653	1
K01687	1
K01689	1
K01697	1
K01738	1
K01754	1
K01758	1
K01809	1
K01840	1
K01895	1
K01966	1
K02034	1
K02204	1
K02341	1
K02343	1
K02509	1
K02510	1
K02821	1
K03212	1
K03215	1
K03564	1
K03762	1
K03783	1
K03787	1
K03885	1
K04042	1
K04765	1
K05366	1
K05712	1
K05714	1
K07272	1
K07451	1
K07552	1
K07636	1
K07656	1
K08167	1
K08172	1
K08173	1
K08281	1
K08369	1
K08483	1
K09471	1
K09690	1
K09691	1
K09694	1
K09695	1
K10546	1
K10547	1
K10548	1
K11354	1
K12368	1
K12369	1
K12583	1
K12972	1
K12991	1
K13658	1
K13788	1
K13896	1
K14260	1
