KO Id	Name	Level	Count
	lvl1: Metabolism	1	212
	lvl2: Carbohydrate metabolism	2	64
	lvl3: Pentose and glucuronate interconversions [PATH:ko00040]	3	2
K00012	K00012: UGDH, ugd; UDPglucose 6-dehydrogenase	Function	4
	lvl3: Ascorbate and aldarate metabolism [PATH:ko00053]	3	3
	lvl3: Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	3	6
	lvl2: Glycan biosynthesis and metabolism	2	10
	lvl3: O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	3	8
	lvl3: Glycolysis / Gluconeogenesis [PATH:ko00010]	3	4
K00016	K00016: LDH, ldh; L-lactate dehydrogenase	Function	8
	lvl3: Pyruvate metabolism [PATH:ko00620]	3	8
	lvl3: Propanoate metabolism [PATH:ko00640]	3	7
	lvl2: Amino acid metabolism	2	51
	lvl3: Cysteine and methionine metabolism [PATH:ko00270]	3	10
	lvl1: Environmental Information Processing	1	29
	lvl2: Signal transduction	2	8
	lvl3: HIF-1 signaling pathway [PATH:ko04066]	3	2
	lvl1: Organismal Systems	1	2
	lvl2: Endocrine system	2	1
	lvl3: Glucagon signaling pathway [PATH:ko04922]	3	1
	lvl1: Human Diseases	1	7
	lvl2: Cancer: overview	2	1
	lvl3: Central carbon metabolism in cancer [PATH:ko05230]	3	1
	lvl1: Brite Hierarchies	1	124
	lvl2: Protein families: signaling and cellular processes	2	58
	lvl3: Exosome [BR:ko04147]	3	6
	lvl3: Valine, leucine and isoleucine degradation [PATH:ko00280]	3	5
K00020	K00020: HIBADH, mmsB; 3-hydroxyisobutyrate dehydrogenase	Function	1
	lvl3: Pentose phosphate pathway [PATH:ko00030]	3	4
K00033	K00033: PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase	Function	2
	lvl2: Metabolism of other amino acids	2	5
	lvl3: Glutathione metabolism [PATH:ko00480]	3	1
	lvl3: Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	3	6
K00042	K00042: garR, glxR; 2-hydroxy-3-oxopropionate reductase	Function	1
	lvl1: Not Included in Pathway or Brite	1	40
	lvl2: Unclassified: metabolism	2	20
	lvl3: Enzymes with EC numbers	3	15
K00046	K00046: idnO; gluconate 5-dehydrogenase	Function	1
	lvl3: C5-Branched dibasic acid metabolism [PATH:ko00660]	3	3
K00052	K00052: leuB, IMDH; 3-isopropylmalate dehydrogenase	Function	2
	lvl3: Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	3	8
K00053	K00053: ilvC; ketol-acid reductoisomerase	Function	2
	lvl2: Metabolism of cofactors and vitamins	2	18
	lvl3: Pantothenate and CoA biosynthesis [PATH:ko00770]	3	6
	lvl2: Energy metabolism	2	21
	lvl3: Methane metabolism [PATH:ko00680]	3	5
K00058	K00058: serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	Function	4
	lvl3: Glycine, serine and threonine metabolism [PATH:ko00260]	3	9
K00098	K00098: idnD; L-idonate 5-dehydrogenase	Function	1
	lvl3: Citrate cycle (TCA cycle) [PATH:ko00020]	3	6
K00116	K00116: mqo; malate dehydrogenase (quinone)	Function	2
K00133	K00133: asd; aspartate-semialdehyde dehydrogenase	Function	4
	lvl3: Lysine biosynthesis [PATH:ko00300]	3	2
	lvl2: Biosynthesis of other secondary metabolites	2	8
	lvl3: Monobactam biosynthesis [PATH:ko00261]	3	2
	lvl3: Butanoate metabolism [PATH:ko00650]	3	7
K00135	K00135: gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	Function	5
	lvl3: Alanine, aspartate and glutamate metabolism [PATH:ko00250]	3	2
	lvl3: Lysine degradation [PATH:ko00310]	3	3
	lvl3: Tyrosine metabolism [PATH:ko00350]	3	4
	lvl3: Nicotinate and nicotinamide metabolism [PATH:ko00760]	3	5
K00221	K00221: E4.99.1.2; alkylmercury lyase	Function	1
K00239	K00239: sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	Function	5
	lvl3: Oxidative phosphorylation [PATH:ko00190]	3	5
	lvl3: Carbon fixation pathways in prokaryotes [PATH:ko00720]	3	7
	lvl2: Infectious disease: bacterial	2	1
	lvl3: Legionellosis [PATH:ko05134]	3	1
K00240	K00240: sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	Function	4
K00241	K00241: sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	Function	4
K00242	K00242: sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit	Function	4
	lvl2: Lipid metabolism	2	2
	lvl3: Fatty acid degradation [PATH:ko00071]	3	1
K00252	K00252: GCDH, gcdH; glutaryl-CoA dehydrogenase	Function	4
	lvl3: Tryptophan metabolism [PATH:ko00380]	3	3
	lvl2: Xenobiotics biodegradation and metabolism	2	15
	lvl3: Benzoate degradation [PATH:ko00362]	3	6
K00344	K00344: qor, CRYZ; NADPH:quinone reductase	Function	1
K00382	K00382: DLD, lpd, pdhD; dihydrolipoamide dehydrogenase	Function	10
K00446	K00446: dmpB, xylE; catechol 2,3-dioxygenase	Function	4
	lvl3: Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]	3	1
	lvl3: Xylene degradation [PATH:ko00622]	3	1
	lvl3: Styrene degradation [PATH:ko00643]	3	2
	lvl3: Nitrogen metabolism [PATH:ko00910]	3	2
K00459	K00459: ncd2, npd; nitronate monooxygenase	Function	1
K00520	K00520: merA; mercuric reductase	Function	1
	lvl2: Protein families: metabolism	2	24
	lvl3: Lipid biosynthesis proteins [BR:ko01004]	3	2
K00666	K00666: K00666; fatty-acyl-CoA synthase	Function	1
	lvl2: Nucleotide metabolism	2	14
	lvl3: Pyrimidine metabolism [PATH:ko00240]	3	7
K00758	K00758: deoA, TYMP; thymidine phosphorylase	Function	3
	lvl3: Drug metabolism - other enzymes [PATH:ko00983]	3	3
	lvl2: Cancer: specific types	2	1
	lvl3: Bladder cancer [PATH:ko05219]	3	1
	lvl3: Riboflavin metabolism [PATH:ko00740]	3	4
K00793	K00793: ribE, RIB5; riboflavin synthase	Function	1
K00794	K00794: ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase	Function	1
K00826	K00826: E2.6.1.42, ilvE; branched-chain amino acid aminotransferase	Function	6
	lvl3: Glucosinolate biosynthesis [PATH:ko00966]	3	1
	lvl3: Amino acid related enzymes [BR:ko01007]	3	5
	lvl3: Fructose and mannose metabolism [PATH:ko00051]	3	6
K00847	K00847: E2.7.1.4, scrK; fructokinase	Function	3
	lvl3: Starch and sucrose metabolism [PATH:ko00500]	3	2
K00851	K00851: idnK, gntK; gluconokinase	Function	1
K00857	K00857: tdk, TK; thymidine kinase	Function	2
K00882	K00882: fruK; 1-phosphofructokinase	Function	2
	lvl2: Membrane transport	2	20
	lvl3: Phosphotransferase system (PTS) [PATH:ko02060]	3	3
K00925	K00925: ackA; acetate kinase	Function	5
	lvl3: Taurine and hypotaurine metabolism [PATH:ko00430]	3	2
K00928	K00928: lysC; aspartate kinase	Function	4
	lvl3: Protein kinases [BR:ko01001]	3	4
K00936	K00936: pdtaS; two-component system, sensor histidine kinase PdtaS	Function	2
	lvl3: Two-component system [BR:ko02022]	3	7
K00943	K00943: tmk, DTYMK; dTMP kinase	Function	1
K00948	K00948: PRPS, prsA; ribose-phosphate pyrophosphokinase	Function	2
	lvl3: Purine metabolism [PATH:ko00230]	3	7
K00971	K00971: manC, cpsB; mannose-1-phosphate guanylyltransferase	Function	3
K00973	K00973: rfbA, rmlA, rffH; glucose-1-phosphate thymidylyltransferase	Function	4
	lvl2: Metabolism of terpenoids and polyketides	2	4
	lvl3: Polyketide sugar unit biosynthesis [PATH:ko00523]	3	3
	lvl3: Streptomycin biosynthesis [PATH:ko00521]	3	3
