locus_tag	ftype	length_bp	gene	EC_number	COG	product
KOBNFKBO_00001	CDS	888				hypothetical protein
KOBNFKBO_00002	CDS	291				hypothetical protein
KOBNFKBO_00003	CDS	123				hypothetical protein
KOBNFKBO_00004	CDS	330				hypothetical protein
KOBNFKBO_00005	CDS	210				hypothetical protein
KOBNFKBO_00006	CDS	1773				hypothetical protein
KOBNFKBO_00007	CDS	1518				hypothetical protein
KOBNFKBO_00008	CDS	285				hypothetical protein
KOBNFKBO_00009	CDS	1161				hypothetical protein
KOBNFKBO_00010	CDS	474				hypothetical protein
KOBNFKBO_00011	CDS	537				hypothetical protein
KOBNFKBO_00012	CDS	975				hypothetical protein
KOBNFKBO_00013	CDS	477				hypothetical protein
KOBNFKBO_00014	CDS	390				hypothetical protein
KOBNFKBO_00015	CDS	1473				hypothetical protein
KOBNFKBO_00016	CDS	231				hypothetical protein
KOBNFKBO_00017	CDS	216				hypothetical protein
KOBNFKBO_00018	CDS	513				hypothetical protein
KOBNFKBO_00019	CDS	1314				hypothetical protein
KOBNFKBO_00020	CDS	522				hypothetical protein
KOBNFKBO_00021	CDS	534				hypothetical protein
KOBNFKBO_00022	CDS	270				hypothetical protein
KOBNFKBO_00023	CDS	1965				hypothetical protein
KOBNFKBO_00024	CDS	528				hypothetical protein
KOBNFKBO_00025	CDS	1518				hypothetical protein
KOBNFKBO_00026	CDS	411				hypothetical protein
KOBNFKBO_00027	CDS	366				hypothetical protein
KOBNFKBO_00028	CDS	324				hypothetical protein
KOBNFKBO_00029	CDS	1215				hypothetical protein
KOBNFKBO_00030	CDS	987				hypothetical protein
KOBNFKBO_00031	CDS	405				hypothetical protein
KOBNFKBO_00032	CDS	675				hypothetical protein
KOBNFKBO_00033	CDS	1419				hypothetical protein
KOBNFKBO_00034	CDS	1041				hypothetical protein
KOBNFKBO_00035	CDS	342				hypothetical protein
KOBNFKBO_00036	CDS	507				hypothetical protein
KOBNFKBO_00037	CDS	135				hypothetical protein
KOBNFKBO_00038	CDS	138				hypothetical protein
KOBNFKBO_00039	CDS	864				hypothetical protein
KOBNFKBO_00040	CDS	732				hypothetical protein
KOBNFKBO_00041	CDS	117				hypothetical protein
KOBNFKBO_00042	CDS	192				hypothetical protein
KOBNFKBO_00043	CDS	2652				hypothetical protein
KOBNFKBO_00044	CDS	399				hypothetical protein
KOBNFKBO_00045	CDS	390				hypothetical protein
KOBNFKBO_00046	CDS	186				hypothetical protein
KOBNFKBO_00047	CDS	756				hypothetical protein
KOBNFKBO_00048	CDS	159				hypothetical protein
KOBNFKBO_00049	CDS	108				hypothetical protein
KOBNFKBO_00050	CDS	450				hypothetical protein
KOBNFKBO_00051	CDS	1044				hypothetical protein
KOBNFKBO_00052	CDS	204				hypothetical protein
KOBNFKBO_00053	CDS	165				hypothetical protein
KOBNFKBO_00054	CDS	219				hypothetical protein
KOBNFKBO_00055	CDS	147				hypothetical protein
KOBNFKBO_00056	CDS	414				hypothetical protein
KOBNFKBO_00057	CDS	291				hypothetical protein
KOBNFKBO_00058	CDS	381				hypothetical protein
KOBNFKBO_00059	CDS	327				hypothetical protein
KOBNFKBO_00060	CDS	1263				hypothetical protein
KOBNFKBO_00061	CDS	1263				hypothetical protein
KOBNFKBO_00062	CDS	192				hypothetical protein
KOBNFKBO_00063	CDS	1434				hypothetical protein
KOBNFKBO_00064	CDS	300				hypothetical protein
KOBNFKBO_00065	CDS	423				hypothetical protein
KOBNFKBO_00066	CDS	1098				hypothetical protein
KOBNFKBO_00067	CDS	507				hypothetical protein
KOBNFKBO_00068	tRNA	73				tRNA-Gln(ttg)
KOBNFKBO_00069	CDS	603				hypothetical protein
KOBNFKBO_00070	CDS	489				hypothetical protein
KOBNFKBO_00071	CDS	483				hypothetical protein
KOBNFKBO_00072	CDS	486				hypothetical protein
KOBNFKBO_00073	CDS	1164				hypothetical protein
KOBNFKBO_00074	CDS	423				hypothetical protein
KOBNFKBO_00075	CDS	222				hypothetical protein
KOBNFKBO_00076	CDS	438				hypothetical protein
KOBNFKBO_00077	CDS	243				hypothetical protein
KOBNFKBO_00078	CDS	1365				hypothetical protein
KOBNFKBO_00079	CDS	279				hypothetical protein
KOBNFKBO_00080	CDS	270				hypothetical protein
KOBNFKBO_00081	CDS	180				hypothetical protein
KOBNFKBO_00082	CDS	459				hypothetical protein
KOBNFKBO_00083	CDS	300				hypothetical protein
KOBNFKBO_00084	CDS	909				hypothetical protein
KOBNFKBO_00085	CDS	690				hypothetical protein
KOBNFKBO_00086	CDS	189				hypothetical protein
KOBNFKBO_00087	CDS	2799				hypothetical protein
KOBNFKBO_00088	CDS	240				hypothetical protein
KOBNFKBO_00089	CDS	174				hypothetical protein
KOBNFKBO_00090	CDS	792				hypothetical protein
KOBNFKBO_00091	CDS	135				hypothetical protein
KOBNFKBO_00092	CDS	237				hypothetical protein
KOBNFKBO_00093	CDS	291				hypothetical protein
KOBNFKBO_00094	CDS	324				hypothetical protein
KOBNFKBO_00095	CDS	279				hypothetical protein
KOBNFKBO_00096	CDS	429				hypothetical protein
KOBNFKBO_00097	CDS	1059				hypothetical protein
KOBNFKBO_00098	CDS	582				hypothetical protein
KOBNFKBO_00099	CDS	762				hypothetical protein
