locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MZ334513.1_1_216_+												Hypothetical
MZ334513.1_367_906_-					phrog_19274	VOG23910	VOG:VOG23910	179	1.9e-113	369.2		REFSEQ HalOD1 domain-containing protein
MZ334513.1_1264_2043_+					phrog_9231	VOG05559	PHROG:phrog_9231	259	1.1e-113	371.6		terminase small subunit
MZ334513.1_2036_2299_+												Hypothetical
MZ334513.1_2341_2517_+					phrog_15537	VOG23911	VOG:VOG23911	58	5.5e-45	143.7		REFSEQ hypothetical protein
MZ334513.1_2520_2714_+					phrog_19453	VOG23913	VOG:VOG23913	64	1.3e-48	155.6		REFSEQ hypothetical protein
MZ334513.1_2751_2957_+					phrog_19186	VOG23914	VOG:VOG23914	68	1.2e-49	158.9		REFSEQ hypothetical protein
MZ334513.1_3050_4741_+		K21523	COG4373		phrog_9	VOG07294	COG:COG4373	563	3e-44	142.9		; 
MZ334513.1_4756_6195_+					phrog_9232	VOG00562	PHROG:phrog_9232	479	2.1e-215	708.7		portal protein
MZ334513.1_6198_6488_+					phrog_21359	VOG23915	VOG:VOG23915	96	5.3e-61	195.4		REFSEQ hypothetical protein
MZ334513.1_6485_7246_+					phrog_15680	VOG14382	PHROG:phrog_15680	253	2.3e-150	491.8		head maturation protease
MZ334513.1_7253_7681_+												Hypothetical
MZ334513.1_7704_8219_+												Hypothetical
MZ334513.1_8261_9217_+					phrog_3990	VOG01973	PHROG:phrog_3990	318	3.2e-92	301.7		major head protein
MZ334513.1_9263_9703_+					phrog_12779	VOG14383	VOG:VOG14383	146	6.1e-75	242.7		REFSEQ hypothetical protein
MZ334513.1_9751_10047_+												Hypothetical
MZ334513.1_10050_12515_+					phrog_20771	VOG23916	VOG:VOG23916	821	1.4e-69	227.7		REFSEQ hypothetical protein
MZ334513.1_12512_12811_+												Hypothetical
MZ334513.1_12817_13038_+												Hypothetical
MZ334513.1_13075_13581_+					phrog_12281	VOG04913	VOG:VOG04913	168	1.6e-85	277.6		REFSEQ tail tube protein
MZ334513.1_13591_14883_+			COG3497		phrog_10244	VOG01001	PHROG:phrog_10244	430	4.2e-203	667.7		tail sheath
MZ334513.1_14912_15457_+					phrog_12452	VOG14384	PHROG:phrog_12452	181	1.7e-93	303.6		tail tube protein
MZ334513.1_15512_15982_+					phrog_14268	VOG04953	VOG:VOG04953	156	9.5e-85	276.6		REFSEQ tail assembly chaperone
MZ334513.1_16059_16295_+					phrog_12163	VOG04953	PHROG:phrog_12163	78	5.5e-39	125.8		tail assembly chaperone
MZ334513.1_16298_18118_+					phrog_14901	VOG14385	PHROG:phrog_14901	606	0	1039.9		tail length tape measure protein
MZ334513.1_18119_18682_+					phrog_14280	VOG14386	VOG:VOG14386	187	7.3e-97	315.2		REFSEQ hypothetical protein
MZ334513.1_18700_20121_+					phrog_12403	VOG14388	VOG:VOG14388	473	5.1e-243	799.4		REFSEQ hypothetical protein
MZ334513.1_20124_20558_+												Hypothetical
MZ334513.1_20555_20920_+												Hypothetical
MZ334513.1_20985_21311_+												Hypothetical
MZ334513.1_21308_22543_+			COG3299		phrog_6	VOG00735	VOG:VOG00735	411	6.7e-113	370.8		REFSEQ baseplate wedge subunit
MZ334513.1_22548_23201_+					phrog_1160	VOG00207	PHROG:phrog_1160	217	1.3e-57	187.7		baseplate protein
MZ334513.1_23202_24611_+												Hypothetical
MZ334513.1_24626_25816_+					phrog_13336	VOG14392	VOG:VOG14392	396	5.3e-176	578.0		REFSEQ hypothetical protein
MZ334513.1_25818_26195_+					phrog_18438	VOG14394	VOG:VOG14394	125	1e-58	189.3		REFSEQ hypothetical protein
MZ334513.1_26217_26708_+												Hypothetical
MZ334513.1_26724_27560_-					phrog_7084	VOG14391	VOG:VOG14391	278	3.9e-147	481.2		REFSEQ hypothetical protein
MZ334513.1_27996_30416_+	K00525	K00525	COG0209		phrog_84	VOG00122	FOAM:K00525	806	2.2e-208	686.5	1.17.4.1	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain
MZ334513.1_30425_30775_-												Hypothetical
MZ334513.1_31047_31661_+		K03120	COG2101				COG:COG2101	204	5.5e-49	158.2		SPT15; 
MZ334513.1_32073_33407_+		K24451, K24451	COG1041		phrog_18146	VOG00306	PHROG:phrog_18146	444	2.3e-42	135.2		DNA methyltransferase
MZ334513.1_33605_34324_-												Hypothetical
MZ334513.1_34455_34736_+												Hypothetical
MZ334513.1_34797_34985_-												Hypothetical
MZ334513.1_35440_36633_+		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	397	2.5e-32	103.3		XerD; 
MZ334513.1_37281_37856_+												Hypothetical
MZ334513.1_37861_38340_-		K22296			phrog_20636	VOG23919	VOG:VOG23919	159	1.3e-97	316.9		REFSEQ winged-helix domain protein
MZ334513.1_38445_39809_-		K14415	COG1690		phrog_1075	VOG00184	PHROG:phrog_1075	454	2.8e-123	404.8		tRNA splicing ligase
MZ334513.1_40056_40268_-					phrog_23532	VOG23920	VOG:VOG23920	70	3.7e-48	154.7		REFSEQ hypothetical protein
MZ334513.1_40446_40874_-					phrog_20148	VOG23923	VOG:VOG23923	118	5.1e-74	239.7		REFSEQ hypothetical protein
MZ334513.1_40861_41418_-	K01494	K01494	COG0717		phrog_1663	VOG00082	COG:COG0717	152	1.2e-53	175.4		Dcd; Thymidylate biosynthesis
MZ334513.1_41415_42119_-	K03465	K03465	COG1351		phrog_85	VOG03899	VOG:VOG03899	215	7.9e-65	212.8		sp|Q05259|THYX_BPML5 Probable flavin-dependent thymidylate synthase
