	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_028823_NC_028823_1	NC_028823	NC_028823	1	109	564	1	E											0
NC_028823_NC_028823_2	NC_028823	NC_028823	2	587	2224	1	D										Terminase large subunit, ATPase domain [PF03354.18]	0
NC_028823_NC_028823_3	NC_028823	NC_028823	3	2255	3625	1	D										Phage portal protein, SPP1 Gp6-like [PF05133.17]	0
NC_028823_NC_028823_4	NC_028823	NC_028823	4	3612	4367	1	E											0
NC_028823_NC_028823_5	NC_028823	NC_028823	5	4306	5043	1	E											0
NC_028823_NC_028823_6	NC_028823	NC_028823	6	5062	5883	1	D										P22 coat protein - gene protein 5 [PF11651.11]	0
NC_028823_NC_028823_7	NC_028823	NC_028823	7	5883	6449	1	E											0
NC_028823_NC_028823_8	NC_028823	NC_028823	8	6446	6778	1	E											0
NC_028823_NC_028823_9	NC_028823	NC_028823	9	6781	7107	1	D										Bacteriophage HK97-gp10, putative tail-component [PF04883.15]	0
NC_028823_NC_028823_10	NC_028823	NC_028823	10	7097	7504	1	E											0
NC_028823_NC_028823_11	NC_028823	NC_028823	11	7599	8408	1	E											0
NC_028823_NC_028823_12	NC_028823	NC_028823	12	8545	9096	1	E											0
NC_028823_NC_028823_13	NC_028823	NC_028823	13	9047	9481	1	E											0
NC_028823_NC_028823_14	NC_028823	NC_028823	14	9500	13027	1	D										Tape measure protein [PF20155.2]	0
NC_028823_NC_028823_15	NC_028823	NC_028823	15	13028	14737	1	E											0
NC_028823_NC_028823_16	NC_028823	NC_028823	16	14807	16516	1	E											0
NC_028823_NC_028823_17	NC_028823	NC_028823	17	16571	17401	1	E											0
NC_028823_NC_028823_18	NC_028823	NC_028823	18	17398	19890	1	E											0
NC_028823_NC_028823_19	NC_028823	NC_028823	19	19887	22733	1	C	K01286	D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	MER0298104	S12	MER0298104 - family S12 unassigned peptidases () [S12.UPW]#S12#{peptidase unit: 71-378}~source AER47888~	True	646.0	3.438e-198	0.99	Beta-lactamase [PF00144.27]	0
NC_028823_NC_028823_20	NC_028823	NC_028823	20	22730	23677	1	E											0
NC_028823_NC_028823_21	NC_028823	NC_028823	21	23745	24176	1	E											0
NC_028823_NC_028823_22	NC_028823	NC_028823	22	24488	24781	1	E											0
NC_028823_NC_028823_23	NC_028823	NC_028823	23	24931	25083	1	E											0
NC_028823_NC_028823_24	NC_028823	NC_028823	24	25155	25388	1	E											0
NC_028823_NC_028823_25	NC_028823	NC_028823	25	25385	26593	1	E											0
NC_028823_NC_028823_26	NC_028823	NC_028823	26	26593	27594	1	D										Cutinase [PF01083.25]; PE-PPE domain [PF08237.14]	0
NC_028823_NC_028823_27	NC_028823	NC_028823	27	27603	27836	1	D										Putative lactococcus lactis phage r1t holin [PF16945.8]	0
NC_028823_NC_028823_28	NC_028823	NC_028823	28	27833	28207	1	D										Protein of unknown function (DUF2746) [PF10874.11]	0
NC_028823_NC_028823_29	NC_028823	NC_028823	29	28232	28465	1	E											0
NC_028823_NC_028823_30	NC_028823	NC_028823	30	28452	29273	1	D										RNase_H superfamily [PF13482.9]	0
NC_028823_NC_028823_31	NC_028823	NC_028823	31	29360	29578	1	E											0
NC_028823_NC_028823_32	NC_028823	NC_028823	32	29571	29663	1	E											0
NC_028823_NC_028823_33	NC_028823	NC_028823	33	29711	30223	-1	E											0
NC_028823_NC_028823_34	NC_028823	NC_028823	34	30277	30696	-1	E											0
NC_028823_NC_028823_35	NC_028823	NC_028823	35	30729	30917	-1	E											0
NC_028823_NC_028823_36	NC_028823	NC_028823	36	30973	31134	-1	E											0
NC_028823_NC_028823_37	NC_028823	NC_028823	37	31381	32499	1	C	K14059	integrase								Phage integrase family [PF00589.25]	0
NC_028823_NC_028823_38	NC_028823	NC_028823	38	32565	33017	-1	E											0
NC_028823_NC_028823_39	NC_028823	NC_028823	39	33277	33780	-1	E											0
NC_028823_NC_028823_40	NC_028823	NC_028823	40	33964	34269	1	E											0
NC_028823_NC_028823_41	NC_028823	NC_028823	41	34329	35264	1	E											0
NC_028823_NC_028823_42	NC_028823	NC_028823	42	35261	36070	1	D										Family of unknown function (DUF6551) [PF20188.1]	0
NC_028823_NC_028823_43	NC_028823	NC_028823	43	36067	36282	1	E											0
NC_028823_NC_028823_44	NC_028823	NC_028823	44	36279	36377	1	E											0
NC_028823_NC_028823_45	NC_028823	NC_028823	45	36374	36634	1	E											0
NC_028823_NC_028823_46	NC_028823	NC_028823	46	36631	36861	1	E											0
NC_028823_NC_028823_47	NC_028823	NC_028823	47	36854	37099	1	E											0
NC_028823_NC_028823_48	NC_028823	NC_028823	48	37103	37534	1	E											0
NC_028823_NC_028823_49	NC_028823	NC_028823	49	37677	37868	1	E											0
NC_028823_NC_028823_50	NC_028823	NC_028823	50	37865	38041	1	E											0
NC_028823_NC_028823_51	NC_028823	NC_028823	51	38038	38499	1	E											0
NC_028823_NC_028823_52	NC_028823	NC_028823	52	38577	38858	1	E											0
NC_028823_NC_028823_53	NC_028823	NC_028823	53	38855	39202	1	D										Protein of unknown function (DUF732) [PF05305.17]	0
NC_028823_NC_028823_54	NC_028823	NC_028823	54	39202	39603	1	C	K18955	WhiB family transcriptional regulator, redox-sensing transcriptional regulator								Transcription factor WhiB [PF02467.19]	0
NC_028823_NC_028823_55	NC_028823	NC_028823	55	39600	40100	1	E											0
NC_028823_NC_028823_56	NC_028823	NC_028823	56	40097	40462	1	E											0
NC_028823_NC_028823_57	NC_028823	NC_028823	57	40462	40617	1	E											0
NC_028823_NC_028823_58	NC_028823	NC_028823	58	40614	40844	1	E											0
NC_028823_NC_028823_59	NC_028823	NC_028823	59	40841	40987	1	E											0
NC_028823_NC_028823_60	NC_028823	NC_028823	60	40980	41258	1	E											0
NC_028823_NC_028823_61	NC_028823	NC_028823	61	41255	41719	1	E											0
NC_028823_NC_028823_62	NC_028823	NC_028823	62	41716	42693	1	D										AAA domain [PF13479.9]	0
NC_028823_NC_028823_63	NC_028823	NC_028823	63	42690	43052	1	E											1
NC_028823_NC_028823_64	NC_028823	NC_028823	64	43049	43411	1	D										Domain of unknown function (DUF1508) [PF07411.15]	0
NC_028823_NC_028823_65	NC_028823	NC_028823	65	43408	43512	1	E											0
NC_028823_NC_028823_66	NC_028823	NC_028823	66	43512	43658	1	E											0
NC_028823_NC_028823_67	NC_028823	NC_028823	67	43655	44368	1	C	K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]								C-5 cytosine-specific DNA methylase [PF00145.20]	0
NC_028823_NC_028823_68	NC_028823	NC_028823	68	44365	44526	1	E											0
NC_028823_NC_028823_69	NC_028823	NC_028823	69	44507	44659	1	E											0
NC_028823_NC_028823_70	NC_028823	NC_028823	70	44734	45300	1	D										3'-5' exoribonuclease Rv2179c-like domain [PF16473.8]	0
NC_028823_NC_028823_71	NC_028823	NC_028823	71	45463	45828	1	E											0
NC_028823_NC_028823_72	NC_028823	NC_028823	72	45825	46244	1	E											0
NC_028823_NC_028823_73	NC_028823	NC_028823	73	46237	46389	1	E											0
NC_028823_NC_028823_74	NC_028823	NC_028823	74	46483	48396	1	D										DNA methylase [PF01555.21]	0
NC_028823_NC_028823_75	NC_028823	NC_028823	75	48393	48527	1	E											0
NC_028823_NC_028823_76	NC_028823	NC_028823	76	48531	49382	1	E											0
NC_028823_NC_028823_77	NC_028823	NC_028823	77	49519	49710	1	E											0
NC_028823_NC_028823_78	NC_028823	NC_028823	78	49707	49901	1	E											0
NC_028823_NC_028823_79	NC_028823	NC_028823	79	49898	50251	1	E											0
NC_028823_NC_028823_80	NC_028823	NC_028823	80	50248	50379	1	E											0
NC_028823_NC_028823_81	NC_028823	NC_028823	81	50379	50624	1	E											0
NC_028823_NC_028823_82	NC_028823	NC_028823	82	50621	50905	1	E											0
NC_028823_NC_028823_83	NC_028823	NC_028823	83	50898	51242	1	E											0
NC_028823_NC_028823_84	NC_028823	NC_028823	84	51239	51601	1	E											0
