	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000738.1_1	QGNH01000738.1	QGNH01000738.1	1	299	556	1	E											0	False	F
QGNH01000738.1_2	QGNH01000738.1	QGNH01000738.1	2	562	792	1	E											0	False	F
QGNH01000738.1_3	QGNH01000738.1	QGNH01000738.1	3	800	1561	1	D							Bacterial protein of unknown function (HtrL_YibB) [PF09612.13]	VOG05951	sp|P25666|HTRL_ECOLI Protein HtrL; Xu	Xu	0	False	F
QGNH01000738.1_4	QGNH01000738.1	QGNH01000738.1	4	1585	1761	1	E											0	False	F
QGNH01000738.1_5	QGNH01000738.1	QGNH01000738.1	5	1932	2681	1	D							Bacterial protein of unknown function (HtrL_YibB) [PF09612.13]	VOG05951	sp|P25666|HTRL_ECOLI Protein HtrL; Xu	Xu	0	False	F
QGNH01000738.1_6	QGNH01000738.1	QGNH01000738.1	6	2714	3394	1	D	YP_009172505.1	YP_009172505.1 methyltransferase [Ostreococcus lucimarinus virus 2]	False	0.256	61.0	3.344e-09	Methyltransferase FkbM domain [PF05050.15]	VOG00316	REFSEQ methyltransferase; Xu	Xu	0	False	F
QGNH01000738.1_7	QGNH01000738.1	QGNH01000738.1	7	3391	3618	1	E											0	False	F
QGNH01000738.1_8	QGNH01000738.1	QGNH01000738.1	8	3625	3837	1	E											0	False	F
QGNH01000738.1_9	QGNH01000738.1	QGNH01000738.1	9	3869	5233	1	E											0	False	F
QGNH01000738.1_10	QGNH01000738.1	QGNH01000738.1	10	5172	5795	1	E											0	False	
QGNH01000738.1_11	QGNH01000738.1	QGNH01000738.1	11	6015	6869	1	D							Bacterial protein of unknown function (HtrL_YibB) [PF09612.13]	VOG05951	sp|P25666|HTRL_ECOLI Protein HtrL; Xu	Xu	0	False	
QGNH01000738.1_12	QGNH01000738.1	QGNH01000738.1	12	6861	7532	-1	D	YP_007674884.1	YP_007674884.1 methyltransferase [Ostreococcus lucimarinus virus OlV5]	False	0.301	93.0	6.09e-20	Methyltransferase FkbM domain [PF05050.15]	VOG00316	REFSEQ methyltransferase; Xu	Xu	0	False	
QGNH01000738.1_13	QGNH01000738.1	QGNH01000738.1	13	7560	7859	1	E											0	False	
QGNH01000738.1_14	QGNH01000738.1	QGNH01000738.1	14	7854	9845	-1	D	YP_009174077.1	YP_009174077.1 beta-1,4-glycosyltransferase [Yellowstone lake mimivirus]	False	0.281	262.0	5.363e-72	Glycosyl transferase family 2 [PF00535.29]				0	False	
QGNH01000738.1_15	QGNH01000738.1	QGNH01000738.1	15	9924	11420	1	E											0	False	
QGNH01000738.1_16	QGNH01000738.1	QGNH01000738.1	16	11446	12108	1	E											0	False	
QGNH01000738.1_17	QGNH01000738.1	QGNH01000738.1	17	12281	12985	1	D							Collagen triple helix repeat (20 copies) [PF01391.21]				0	False	
QGNH01000738.1_18	QGNH01000738.1	QGNH01000738.1	18	13055	13681	1	E											0	False	
QGNH01000738.1_19	QGNH01000738.1	QGNH01000738.1	19	13719	15164	1	E											0	False	
QGNH01000738.1_20	QGNH01000738.1	QGNH01000738.1	20	15252	16265	1	E	YP_008859647.1	YP_008859647.1 DNA packaging protein [Zamilon virus]	False	0.395	144.0	4.527e-36		VOG05703	sp|B4YNE3|V3_SPTNK Uncharacterized protein V3; Xu	Xu	0	False	
QGNH01000738.1_21	QGNH01000738.1	QGNH01000738.1	21	16262	16783	-1	E	YP_008859641.1	YP_008859641.1 hypothetical protein X812_gp12 [Zamilon virus]	False	0.417	127.0	1.307e-32		VOG16709	sp|B4YNE9|V9_SPTNK Uncharacterized protein V9; Xu	Xu	0	False	
QGNH01000738.1_22	QGNH01000738.1	QGNH01000738.1	22	16815	17960	1	E	YP_008859634.1	YP_008859634.1 minor virion protein [Zamilon virus]	False	0.217	96.0	1.277e-19		VOG03088	sp|B4YNF9|V19_SPTNK Structural protein V19; Xs	Xs	0	False	V
QGNH01000738.1_23	QGNH01000738.1	QGNH01000738.1	23	18014	19306	1	E	YP_002122381.1	YP_002122381.1 V20 [Sputnik virophage]	False	0.286	187.0	1.6999999999999998e-49		VOG05312	sp|B4YNG0|CAPSD_SPTNK Putative capsid protein V20; Xs	Xs	0	False	V
QGNH01000738.1_24	QGNH01000738.1	QGNH01000738.1	24	19387	19767	1	E											0	False	
QGNH01000738.1_25	QGNH01000738.1	QGNH01000738.1	25	19908	20933	1	E	YP_009177794.1	YP_009177794.1 MAG: hypothetical protein ASQ69_gp11 [Yellowstone Lake virophage 5]	False	0.279	94.0	2.342e-19					0	False	F
QGNH01000738.1_26	QGNH01000738.1	QGNH01000738.1	26	21055	21462	-1	E											0	False	F
QGNH01000738.1_27	QGNH01000738.1	QGNH01000738.1	27	21489	21833	-1	E											0	False	F
QGNH01000738.1_28	QGNH01000738.1	QGNH01000738.1	28	21980	24886	-1	D							DNA polymerase type B, organellar and viral [PF03175.16]				0	False	F
