	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_049434_NC_049434_1	NC_049434	NC_049434	1	272	796	1	D										Putative bacteriophage terminase small subunit [PF07141.14]	0
NC_049434_NC_049434_2	NC_049434	NC_049434	2	793	1605	1	C	K00571	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]								DNA methylase [PF01555.21]	0
NC_049434_NC_049434_3	NC_049434	NC_049434	3	1617	2039	1	D										DNA N-6-adenine-methyltransferase (Dam) [PF05869.14]	0
NC_049434_NC_049434_4	NC_049434	NC_049434	4	2051	3673	1	D										Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]	0
NC_049434_NC_049434_5	NC_049434	NC_049434	5	3663	3947	1	C	K07451	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]								HNH endonuclease [PF01844.26]	1
NC_049434_NC_049434_6	NC_049434	NC_049434	6	3978	5096	1	D										Phage portal protein [PF04860.15]	0
NC_049434_NC_049434_7	NC_049434	NC_049434	7	5077	5613	1	C	K06904	uncharacterized protein	MER0079954	S78	MER0079954 - family S78 unassigned peptidases () [S78.UPW]#S78#{peptidase unit: 6-142}~source ABB77626~	False	278.0	1.5630000000000002e-84	0.957	Caudovirus prohead serine protease [PF04586.20]	0
NC_049434_NC_049434_8	NC_049434	NC_049434	8	5606	6787	1	E											0
NC_049434_NC_049434_9	NC_049434	NC_049434	9	6808	7071	1	E											0
NC_049434_NC_049434_10	NC_049434	NC_049434	10	7071	7385	1	E											0
NC_049434_NC_049434_11	NC_049434	NC_049434	11	7375	7713	1	E											0
NC_049434_NC_049434_12	NC_049434	NC_049434	12	7710	8069	1	E											0
NC_049434_NC_049434_13	NC_049434	NC_049434	13	8126	10090	1	D										BppU N-terminal domain [PF10651.12]	0
NC_049434_NC_049434_14	NC_049434	NC_049434	14	10115	11020	1	D										Phage tail tube protein [PF06488.14]; Phage tail tube protein C-terminal domain [PF20608.1]	0
NC_049434_NC_049434_15	NC_049434	NC_049434	15	10983	11645	1	E											0
NC_049434_NC_049434_16	NC_049434	NC_049434	16	11665	11940	1	E											0
NC_049434_NC_049434_17	NC_049434	NC_049434	17	11960	12472	1	E											0
NC_049434_NC_049434_18	NC_049434	NC_049434	18	12472	15471	1	D										Tape measure protein [PF20155.2]	0
NC_049434_NC_049434_19	NC_049434	NC_049434	19	15471	16946	1	E											0
NC_049434_NC_049434_20	NC_049434	NC_049434	20	16946	18073	1	D										Phage tail base-plate attachment protein of Caudovirales ORF16 [PF16792.8]	0
NC_049434_NC_049434_21	NC_049434	NC_049434	21	18063	18356	1	E											0
NC_049434_NC_049434_22	NC_049434	NC_049434	22	18346	19152	1	D										Receptor-binding protein of phage tail base-plate Siphoviridae, head [PF08931.13]	0
NC_049434_NC_049434_23	NC_049434	NC_049434	23	19166	19519	1	E											0
NC_049434_NC_049434_24	NC_049434	NC_049434	24	19516	20232	1	C	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]								N-acetylmuramoyl-L-alanine amidase [PF01510.28]	0
NC_049434_NC_049434_25	NC_049434	NC_049434	25	20278	20394	-1	E											0
NC_049434_NC_049434_26	NC_049434	NC_049434	26	20484	20741	-1	E											0
NC_049434_NC_049434_27	NC_049434	NC_049434	27	20770	21018	-1	E											0
