	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001496.1_1	QGNH01001496.1	QGNH01001496.1	1	1	1299	-1	E											0	False	F
QGNH01001496.1_2	QGNH01001496.1	QGNH01001496.1	2	1447	2619	1	D	YP_005098313.1	YP_005098313.1 glycosyltransferase [Synechococcus phage S-CBS4]	False	0.227	74.0	1.112e-12	Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]	VOG00164	sp|Q8QL20|Y356_SIRV1 Uncharacterized protein 356; Xu	Xu	0	False	MKF
QGNH01001496.1_3	QGNH01001496.1	QGNH01001496.1	3	2616	3149	1	D	YP_009950531.1	YP_009950531.1 DNA methyltransferase [Mycobacterium phage Taquito]	False	0.294	68.0	2.495e-12	Methyltransferase domain [PF13578.9]	VOG09710	sp|Q5UPK3|YR132_MIMIV Uncharacterized protein R132; Xu	Xu	0	False	F
QGNH01001496.1_4	QGNH01001496.1	QGNH01001496.1	4	3146	3814	1	E											0	False	F
QGNH01001496.1_5	QGNH01001496.1	QGNH01001496.1	5	3814	4077	1	E											0	False	F
QGNH01001496.1_6	QGNH01001496.1	QGNH01001496.1	6	4064	4234	1	E											0	False	F
QGNH01001496.1_7	QGNH01001496.1	QGNH01001496.1	7	4204	5145	-1	E											0	False	F
QGNH01001496.1_8	QGNH01001496.1	QGNH01001496.1	8	5142	6977	-1	E											0	False	
QGNH01001496.1_9	QGNH01001496.1	QGNH01001496.1	9	6977	8479	-1	E											0	False	
QGNH01001496.1_10	QGNH01001496.1	QGNH01001496.1	10	8734	9063	-1	E											0	False	
QGNH01001496.1_11	QGNH01001496.1	QGNH01001496.1	11	9079	9735	-1	E											0	False	
QGNH01001496.1_12	QGNH01001496.1	QGNH01001496.1	12	9757	10581	-1	E											0	False	
QGNH01001496.1_13	QGNH01001496.1	QGNH01001496.1	13	10578	14006	-1	E											0	False	
QGNH01001496.1_14	QGNH01001496.1	QGNH01001496.1	14	14006	15382	-1	E											0	False	
QGNH01001496.1_15	QGNH01001496.1	QGNH01001496.1	15	15382	15552	-1	E											0	False	
QGNH01001496.1_16	QGNH01001496.1	QGNH01001496.1	16	15554	16564	-1	E											0	False	F
QGNH01001496.1_17	QGNH01001496.1	QGNH01001496.1	17	16564	16731	-1	E											0	False	F
QGNH01001496.1_18	QGNH01001496.1	QGNH01001496.1	18	16812	17156	-1	E											0	False	F
QGNH01001496.1_19	QGNH01001496.1	QGNH01001496.1	19	17169	17846	-1	E											0	False	F
QGNH01001496.1_20	QGNH01001496.1	QGNH01001496.1	20	17890	19107	-1	E											0	False	F
QGNH01001496.1_21	QGNH01001496.1	QGNH01001496.1	21	19136	19834	-1	E											0	False	F
QGNH01001496.1_22	QGNH01001496.1	QGNH01001496.1	22	20153	20269	-1	E											0	False	F
QGNH01001496.1_23	QGNH01001496.1	QGNH01001496.1	23	20468	20728	-1	E											0	False	F
QGNH01001496.1_24	QGNH01001496.1	QGNH01001496.1	24	20752	21219	-1	E											0	False	F
