	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001222.1_1	QGNH01001222.1	QGNH01001222.1	1	3	1001	-1	E																				0	False	F
QGNH01001222.1_2	QGNH01001222.1	QGNH01001222.1	2	1011	1682	-1	E																				0	False	F
QGNH01001222.1_3	QGNH01001222.1	QGNH01001222.1	3	1785	1952	1	E																				0	False	F
QGNH01001222.1_4	QGNH01001222.1	QGNH01001222.1	4	1996	2307	-1	E																				0	False	F
QGNH01001222.1_5	QGNH01001222.1	QGNH01001222.1	5	2331	3065	-1	D																ERF superfamily [PF04404.15]				0	False	F
QGNH01001222.1_6	QGNH01001222.1	QGNH01001222.1	6	3067	3768	-1	D																ERF superfamily [PF04404.15]	VOG08218	sp|P04892|ERF_BPP22 Essential recombination function protein; Xh	Xh	0	False	F
QGNH01001222.1_7	QGNH01001222.1	QGNH01001222.1	7	3758	4120	-1	E																				0	False	F
QGNH01001222.1_8	QGNH01001222.1	QGNH01001222.1	8	4110	4421	-1	E																				0	False	F
QGNH01001222.1_9	QGNH01001222.1	QGNH01001222.1	9	4475	4837	-1	E																				0	False	F
QGNH01001222.1_10	QGNH01001222.1	QGNH01001222.1	10	4830	5333	-1	E																				0	False	F
QGNH01001222.1_11	QGNH01001222.1	QGNH01001222.1	11	5311	5715	-1	E																				0	False	
QGNH01001222.1_12	QGNH01001222.1	QGNH01001222.1	12	5693	5962	-1	E																				0	False	
QGNH01001222.1_13	QGNH01001222.1	QGNH01001222.1	13	6681	7517	1	E																				0	False	
QGNH01001222.1_14	QGNH01001222.1	QGNH01001222.1	14	7517	8248	1	E																				0	False	
QGNH01001222.1_15	QGNH01001222.1	QGNH01001222.1	15	8336	8797	1	C	K01160	crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10]	YP_010646168.1	YP_010646168.1 RusA-like Holliday junction resolvase [Streptococcus phage CHPC927]	False	0.292	69.0	8.864e-13								Endodeoxyribonuclease RusA [PF05866.14]	VOG00400	sp|P45911|YQAN_BACSU Uncharacterized protein YqaN; Xu	Xu	0	False	
QGNH01001222.1_16	QGNH01001222.1	QGNH01001222.1	16	8739	9362	1	E																				0	False	
QGNH01001222.1_17	QGNH01001222.1	QGNH01001222.1	17	9433	11250	1	C	K06909	phage terminase large subunit	YP_010668053.1	YP_010668053.1 terminase large subunit [Alteromonas phage ZP6]	False	0.376	242.0	7.231999999999999e-66	MER0195430	N10	MER0195430 - family N10 unassigned peptide lyases (Arthrospira maxima) [N10.UPW]#N10#{peptidase unit: 130-266}~source EDZ96890~	False	0.376	66.0	1.857e-09	Intein splicing domain [PF14890.9]	VOG30053	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001222.1_18	QGNH01001222.1	QGNH01001222.1	18	11487	11828	1	E																				0	False	
QGNH01001222.1_19	QGNH01001222.1	QGNH01001222.1	19	11910	12224	1	E																				0	False	
QGNH01001222.1_20	QGNH01001222.1	QGNH01001222.1	20	12379	12966	-1	E																				0	False	
QGNH01001222.1_21	QGNH01001222.1	QGNH01001222.1	21	12991	13206	-1	E																				1	False	
QGNH01001222.1_22	QGNH01001222.1	QGNH01001222.1	22	13238	13534	-1	E																				0	False	
QGNH01001222.1_23	QGNH01001222.1	QGNH01001222.1	23	13534	13692	-1	E																				0	False	
QGNH01001222.1_24	QGNH01001222.1	QGNH01001222.1	24	13692	14021	-1	E																				0	False	
QGNH01001222.1_25	QGNH01001222.1	QGNH01001222.1	25	14135	14575	-1	E																				0	False	
QGNH01001222.1_26	QGNH01001222.1	QGNH01001222.1	26	14896	15177	-1	E																				0	False	
QGNH01001222.1_27	QGNH01001222.1	QGNH01001222.1	27	15174	15542	-1	E																				0	False	
QGNH01001222.1_28	QGNH01001222.1	QGNH01001222.1	28	15532	15873	-1	E																				0	False	
QGNH01001222.1_29	QGNH01001222.1	QGNH01001222.1	29	15863	16147	-1	E																				0	False	
QGNH01001222.1_30	QGNH01001222.1	QGNH01001222.1	30	16274	18355	1	D			YP_009030552.1	YP_009030552.1 portal protein [Pseudomonas phage KPP25]	False	0.211	117.0	3.256e-25								Phage P22-like portal protein [PF16510.8]	VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xh;Xr;Xp;Xs	0	False	V
QGNH01001222.1_31	QGNH01001222.1	QGNH01001222.1	31	18355	18822	1	E																				0	False	
QGNH01001222.1_32	QGNH01001222.1	QGNH01001222.1	32	18836	19324	1	D																C1q domain [PF00386.24]				0	False	
QGNH01001222.1_33	QGNH01001222.1	QGNH01001222.1	33	19434	19919	1	E																				0	False	
QGNH01001222.1_34	QGNH01001222.1	QGNH01001222.1	34	19996	20304	1	E																				0	False	
QGNH01001222.1_35	QGNH01001222.1	QGNH01001222.1	35	20515	20913	1	E																				0	False	
QGNH01001222.1_36	QGNH01001222.1	QGNH01001222.1	36	20921	21106	1	E																				0	False	
QGNH01001222.1_37	QGNH01001222.1	QGNH01001222.1	37	21188	21376	1	E																				0	False	
QGNH01001222.1_38	QGNH01001222.1	QGNH01001222.1	38	21364	21540	1	D																Family of unknown function (DUF6496) [PF20106.2]				0	False	
QGNH01001222.1_39	QGNH01001222.1	QGNH01001222.1	39	21737	22237	1	E																				0	False	
QGNH01001222.1_40	QGNH01001222.1	QGNH01001222.1	40	22230	22949	1	E																				0	False	
QGNH01001222.1_41	QGNH01001222.1	QGNH01001222.1	41	22959	23408	1	D			YP_009877536.1	YP_009877536.1 endolysin [Escherichia phage ESSI2_ev129]	False	0.511	109.0	1.326e-26	MER0507159	M15C	MER0507159 - subfamily M15C unassigned peptidases (Proteus mirabilis) [M15.UPC]#M15C#{peptidase unit: 3-106}~source YP_008398136~	False	0.593	124.0	8.261e-32	D-alanyl-D-alanine carboxypeptidase [PF13539.9]				0	False	P
QGNH01001222.1_42	QGNH01001222.1	QGNH01001222.1	42	23405	23884	1	E																				0	False	
