	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000350.1_1	QGNH01000350.1	QGNH01000350.1	1	227	1519	1	E	YP_009352426.1	YP_009352426.1 terminase large subunit [Rhizobium phage RHEph10]	False	64.0	1.258e-09	0.257		VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000350.1_2	QGNH01000350.1	QGNH01000350.1	2	1523	3703	1	D							ParB/Sulfiredoxin domain [PF02195.21]				0	False	F
QGNH01000350.1_3	QGNH01000350.1	QGNH01000350.1	3	3700	3969	1	E											0	False	F
QGNH01000350.1_4	QGNH01000350.1	QGNH01000350.1	4	4103	4762	1	E											0	False	F
QGNH01000350.1_5	QGNH01000350.1	QGNH01000350.1	5	4779	6062	1	E											0	False	F
QGNH01000350.1_6	QGNH01000350.1	QGNH01000350.1	6	6121	6522	1	E											0	False	F
QGNH01000350.1_7	QGNH01000350.1	QGNH01000350.1	7	6628	7062	1	E											0	False	F
QGNH01000350.1_8	QGNH01000350.1	QGNH01000350.1	8	7059	7445	1	E											0	False	F
QGNH01000350.1_9	QGNH01000350.1	QGNH01000350.1	9	7442	7951	1	E											0	False	F
QGNH01000350.1_10	QGNH01000350.1	QGNH01000350.1	10	8046	8462	1	E											0	False	F
QGNH01000350.1_11	QGNH01000350.1	QGNH01000350.1	11	8492	8992	1	E											0	False	F
QGNH01000350.1_12	QGNH01000350.1	QGNH01000350.1	12	8989	9642	1	E											0	False	F
QGNH01000350.1_13	QGNH01000350.1	QGNH01000350.1	13	9639	10172	1	E											0	False	F
QGNH01000350.1_14	QGNH01000350.1	QGNH01000350.1	14	10175	10888	1	E											0	False	F
QGNH01000350.1_15	QGNH01000350.1	QGNH01000350.1	15	10892	11347	1	E											0	False	F
