locus_tag	ftype	length_bp	gene	EC_number	COG	product
GNIHHJDN_00001	CDS	237				hypothetical protein
GNIHHJDN_00002	CDS	459				hypothetical protein
GNIHHJDN_00003	CDS	777				hypothetical protein
GNIHHJDN_00004	CDS	264				hypothetical protein
GNIHHJDN_00005	CDS	108				hypothetical protein
GNIHHJDN_00006	CDS	195				hypothetical protein
GNIHHJDN_00007	CDS	207				hypothetical protein
GNIHHJDN_00008	tRNA	72				tRNA-Pro(tgg)
GNIHHJDN_00009	CDS	1692				hypothetical protein
GNIHHJDN_00010	CDS	1440				hypothetical protein
GNIHHJDN_00011	CDS	291				hypothetical protein
GNIHHJDN_00012	CDS	768				hypothetical protein
GNIHHJDN_00013	CDS	429				hypothetical protein
GNIHHJDN_00014	CDS	516				hypothetical protein
GNIHHJDN_00015	CDS	957				hypothetical protein
GNIHHJDN_00016	CDS	441				hypothetical protein
GNIHHJDN_00017	CDS	336				hypothetical protein
GNIHHJDN_00018	CDS	3114				hypothetical protein
GNIHHJDN_00019	CDS	222				hypothetical protein
GNIHHJDN_00020	CDS	507				hypothetical protein
GNIHHJDN_00021	CDS	1293				hypothetical protein
GNIHHJDN_00022	CDS	543				hypothetical protein
GNIHHJDN_00023	CDS	471				hypothetical protein
GNIHHJDN_00024	CDS	237				hypothetical protein
GNIHHJDN_00025	CDS	1821				hypothetical protein
GNIHHJDN_00026	CDS	534				hypothetical protein
GNIHHJDN_00027	CDS	1443				hypothetical protein
GNIHHJDN_00028	CDS	1884				hypothetical protein
GNIHHJDN_00029	CDS	372				hypothetical protein
GNIHHJDN_00030	CDS	327				hypothetical protein
GNIHHJDN_00031	CDS	1236				hypothetical protein
GNIHHJDN_00032	CDS	651				hypothetical protein
GNIHHJDN_00033	CDS	1698				hypothetical protein
GNIHHJDN_00034	CDS	1038				hypothetical protein
GNIHHJDN_00035	CDS	387				hypothetical protein
GNIHHJDN_00036	CDS	492				hypothetical protein
GNIHHJDN_00037	CDS	831				hypothetical protein
GNIHHJDN_00038	CDS	126				hypothetical protein
GNIHHJDN_00039	CDS	2421	I4L	1.17.4.1		Ribonucleoside-diphosphate reductase large subunit
GNIHHJDN_00040	CDS	189				hypothetical protein
GNIHHJDN_00041	CDS	1164				hypothetical protein
GNIHHJDN_00042	CDS	456				hypothetical protein
GNIHHJDN_00043	CDS	291				hypothetical protein
GNIHHJDN_00044	CDS	1365				hypothetical protein
GNIHHJDN_00045	CDS	213				hypothetical protein
GNIHHJDN_00046	CDS	258				hypothetical protein
GNIHHJDN_00047	CDS	183				hypothetical protein
GNIHHJDN_00048	CDS	213				hypothetical protein
GNIHHJDN_00049	CDS	435				hypothetical protein
GNIHHJDN_00050	CDS	558				hypothetical protein
GNIHHJDN_00051	CDS	705				hypothetical protein
GNIHHJDN_00052	CDS	168				hypothetical protein
GNIHHJDN_00053	CDS	2565				hypothetical protein
GNIHHJDN_00054	CDS	474				hypothetical protein
GNIHHJDN_00055	CDS	246				hypothetical protein
GNIHHJDN_00056	CDS	915				hypothetical protein
GNIHHJDN_00057	CDS	174				hypothetical protein
GNIHHJDN_00058	CDS	201				hypothetical protein
GNIHHJDN_00059	CDS	129				hypothetical protein
GNIHHJDN_00060	CDS	1017				hypothetical protein
GNIHHJDN_00061	CDS	171				hypothetical protein
GNIHHJDN_00062	CDS	162				hypothetical protein
GNIHHJDN_00063	CDS	282				hypothetical protein
GNIHHJDN_00064	CDS	387				hypothetical protein
GNIHHJDN_00065	CDS	351				hypothetical protein
GNIHHJDN_00066	CDS	426				hypothetical protein
GNIHHJDN_00067	CDS	1179				hypothetical protein
GNIHHJDN_00068	CDS	1239				hypothetical protein
GNIHHJDN_00069	CDS	1497				hypothetical protein
GNIHHJDN_00070	CDS	246				hypothetical protein
GNIHHJDN_00071	CDS	954				hypothetical protein
GNIHHJDN_00072	tRNA	70				tRNA-Tyr(gta)
GNIHHJDN_00073	tRNA	74				tRNA-Asn(gtt)
GNIHHJDN_00074	CDS	210				hypothetical protein
GNIHHJDN_00075	CDS	408				hypothetical protein
GNIHHJDN_00076	CDS	135				hypothetical protein
GNIHHJDN_00077	CDS	876				hypothetical protein
GNIHHJDN_00078	CDS	552				hypothetical protein
GNIHHJDN_00079	CDS	522				hypothetical protein
GNIHHJDN_00080	CDS	480				hypothetical protein
GNIHHJDN_00081	CDS	465				hypothetical protein
GNIHHJDN_00082	CDS	171				hypothetical protein
GNIHHJDN_00083	CDS	201				hypothetical protein
GNIHHJDN_00084	CDS	162				hypothetical protein
GNIHHJDN_00085	CDS	339				hypothetical protein
GNIHHJDN_00086	CDS	297				hypothetical protein
GNIHHJDN_00087	CDS	453				hypothetical protein
GNIHHJDN_00088	CDS	276				hypothetical protein
GNIHHJDN_00089	CDS	138				hypothetical protein
GNIHHJDN_00090	CDS	432				hypothetical protein
GNIHHJDN_00091	CDS	426				hypothetical protein
GNIHHJDN_00092	CDS	177				hypothetical protein
GNIHHJDN_00093	CDS	135				hypothetical protein
GNIHHJDN_00094	CDS	267				hypothetical protein
GNIHHJDN_00095	CDS	399				hypothetical protein
GNIHHJDN_00096	CDS	1797				hypothetical protein
GNIHHJDN_00097	CDS	153				hypothetical protein
GNIHHJDN_00098	CDS	210				hypothetical protein
GNIHHJDN_00099	CDS	282				hypothetical protein
GNIHHJDN_00100	CDS	375				hypothetical protein
GNIHHJDN_00101	CDS	654				hypothetical protein
GNIHHJDN_00102	CDS	444				hypothetical protein
GNIHHJDN_00103	CDS	318				hypothetical protein
GNIHHJDN_00104	CDS	189				hypothetical protein
GNIHHJDN_00105	CDS	177				hypothetical protein
GNIHHJDN_00106	CDS	147				hypothetical protein
GNIHHJDN_00107	CDS	270				hypothetical protein
GNIHHJDN_00108	CDS	369				hypothetical protein
GNIHHJDN_00109	CDS	669				hypothetical protein
GNIHHJDN_00110	CDS	120				hypothetical protein
GNIHHJDN_00111	CDS	249				hypothetical protein
GNIHHJDN_00112	CDS	108				hypothetical protein
GNIHHJDN_00113	CDS	279				hypothetical protein
GNIHHJDN_00114	CDS	144				hypothetical protein
GNIHHJDN_00115	CDS	195				hypothetical protein
GNIHHJDN_00116	CDS	141				hypothetical protein
GNIHHJDN_00117	CDS	291				hypothetical protein
GNIHHJDN_00118	CDS	360				hypothetical protein
GNIHHJDN_00119	CDS	255				hypothetical protein
GNIHHJDN_00120	CDS	330				hypothetical protein
GNIHHJDN_00121	CDS	903				hypothetical protein
GNIHHJDN_00122	CDS	384				hypothetical protein
