locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOHILCLM_00001	CDS	477				hypothetical protein
HOHILCLM_00002	CDS	2085				hypothetical protein
HOHILCLM_00003	CDS	399				hypothetical protein
HOHILCLM_00004	CDS	2058				hypothetical protein
HOHILCLM_00005	CDS	603				hypothetical protein
HOHILCLM_00006	CDS	219				hypothetical protein
HOHILCLM_00007	CDS	1146				hypothetical protein
HOHILCLM_00008	CDS	252				hypothetical protein
HOHILCLM_00009	CDS	372				hypothetical protein
HOHILCLM_00010	CDS	204				hypothetical protein
HOHILCLM_00011	CDS	1287				hypothetical protein
HOHILCLM_00012	CDS	318				hypothetical protein
HOHILCLM_00013	CDS	615				hypothetical protein
HOHILCLM_00014	CDS	969				hypothetical protein
HOHILCLM_00015	CDS	639				hypothetical protein
HOHILCLM_00016	CDS	375				hypothetical protein
HOHILCLM_00017	CDS	2904				hypothetical protein
HOHILCLM_00018	CDS	687				hypothetical protein
HOHILCLM_00019	CDS	1050				hypothetical protein
HOHILCLM_00020	CDS	558				hypothetical protein
HOHILCLM_00021	CDS	186				hypothetical protein
HOHILCLM_00022	CDS	207				hypothetical protein
HOHILCLM_00023	CDS	204				hypothetical protein
HOHILCLM_00024	CDS	405				hypothetical protein
HOHILCLM_00025	CDS	246				hypothetical protein
HOHILCLM_00026	CDS	276				hypothetical protein
HOHILCLM_00027	CDS	1011		2.1.1.45		Thymidylate synthase
HOHILCLM_00028	CDS	294				hypothetical protein
HOHILCLM_00029	CDS	528				hypothetical protein
HOHILCLM_00030	CDS	285				hypothetical protein
HOHILCLM_00031	CDS	180				hypothetical protein
HOHILCLM_00032	CDS	282				hypothetical protein
HOHILCLM_00033	CDS	1062				hypothetical protein
HOHILCLM_00034	CDS	345				hypothetical protein
HOHILCLM_00035	CDS	1725				hypothetical protein
HOHILCLM_00036	CDS	267				hypothetical protein
HOHILCLM_00037	CDS	276				hypothetical protein
HOHILCLM_00038	CDS	162				hypothetical protein
HOHILCLM_00039	CDS	660				hypothetical protein
HOHILCLM_00040	CDS	303				hypothetical protein
HOHILCLM_00041	CDS	537				hypothetical protein
HOHILCLM_00042	CDS	1008				hypothetical protein
HOHILCLM_00043	CDS	900				hypothetical protein
HOHILCLM_00044	CDS	444				hypothetical protein
HOHILCLM_00045	CDS	207				hypothetical protein
