	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001170.1_1	QGNH01001170.1	QGNH01001170.1	1	50	295	1	E																				0	False	F
QGNH01001170.1_2	QGNH01001170.1	QGNH01001170.1	2	574	930	1	E																				0	False	F
QGNH01001170.1_3	QGNH01001170.1	QGNH01001170.1	3	992	1582	1	E																				0	False	F
QGNH01001170.1_4	QGNH01001170.1	QGNH01001170.1	4	1630	1842	1	E																				0	False	F
QGNH01001170.1_5	QGNH01001170.1	QGNH01001170.1	5	2076	2396	1	D																Family of unknown function (DUF6011) [PF19474.2]				0	False	F
QGNH01001170.1_6	QGNH01001170.1	QGNH01001170.1	6	2393	2671	1	E																				0	False	F
QGNH01001170.1_7	QGNH01001170.1	QGNH01001170.1	7	2668	2943	1	E																				0	False	F
QGNH01001170.1_8	QGNH01001170.1	QGNH01001170.1	8	2974	3705	1	E																				0	False	F
QGNH01001170.1_9	QGNH01001170.1	QGNH01001170.1	9	3702	4964	-1	E																				0	False	F
QGNH01001170.1_10	QGNH01001170.1	QGNH01001170.1	10	4974	7253	-1	D																PQQ-like domain [PF13360.9]				0	False	F
QGNH01001170.1_11	QGNH01001170.1	QGNH01001170.1	11	7263	10343	-1	D																Putative phage tail protein [PF13550.9]				0	False	
QGNH01001170.1_12	QGNH01001170.1	QGNH01001170.1	12	10348	10797	-1	D			YP_009600190.1	YP_009600190.1 minor tail protein [Dinoroseobacter phage vB_DshS-R5C]	False	0.326	60.0	7.384e-10	MER0723822	C40	MER0723822 - family C40 non-peptidase homologues (Ferriphaselus amnicola) [C40.UNW]#C40#{peptidase unit: 10-126}~source A0A0E9M905~	False	0.461	96.0	7.915e-22	NlpC/P60 family [PF00877.22]				0	False	P
QGNH01001170.1_13	QGNH01001170.1	QGNH01001170.1	13	10800	11759	-1	D			YP_009600189.1	YP_009600189.1 tail assembly protein [Dinoroseobacter phage vB_DshS-R5C]	False	0.289	83.0	8.89e-16								Phage conserved hypothetical protein BR0599 [PF09356.13]	VOG04054	REFSEQ tail assembly protein; Xu	Xu	0	False	
QGNH01001170.1_14	QGNH01001170.1	QGNH01001170.1	14	11716	12375	-1	D																Conserved hypothetical protein 2217 (DUF2460) [PF09343.13]				0	False	
QGNH01001170.1_15	QGNH01001170.1	QGNH01001170.1	15	12375	14624	-1	E																				0	False	
QGNH01001170.1_16	QGNH01001170.1	QGNH01001170.1	16	14621	15049	-1	E																				0	False	
QGNH01001170.1_17	QGNH01001170.1	QGNH01001170.1	17	15076	15498	-1	E																				0	False	
QGNH01001170.1_18	QGNH01001170.1	QGNH01001170.1	18	15495	15683	-1	E																				0	False	
QGNH01001170.1_19	QGNH01001170.1	QGNH01001170.1	19	15748	16167	-1	D																Lambda phage tail tube protein, TTP [PF16461.8]				0	False	
QGNH01001170.1_20	QGNH01001170.1	QGNH01001170.1	20	16171	16923	-1	D																Glycosyl transferase family 2 [PF00535.29]				0	False	
QGNH01001170.1_21	QGNH01001170.1	QGNH01001170.1	21	16923	17096	-1	E																				0	False	F
QGNH01001170.1_22	QGNH01001170.1	QGNH01001170.1	22	17100	17504	-1	E																				0	False	F
QGNH01001170.1_23	QGNH01001170.1	QGNH01001170.1	23	17489	18166	-1	D			YP_010110619.1	YP_010110619.1 homing endonuclease [uncultured phage cr1_1]	False	0.37	98.0	8.563999999999998e-22								Putative endonuclease segE, GIY-YIG domain [PF19835.2]; GIY-YIG catalytic domain [PF01541.27]	VOG00100	REFSEQ homing endonuclease; Xu	Xu	0	False	F
QGNH01001170.1_24	QGNH01001170.1	QGNH01001170.1	24	18411	18836	-1	E																				0	False	F
QGNH01001170.1_25	QGNH01001170.1	QGNH01001170.1	25	18833	19207	-1	D																Phage head-tail joining protein [PF05521.14]				0	False	F
QGNH01001170.1_26	QGNH01001170.1	QGNH01001170.1	26	19207	19923	-1	E																				0	False	F
QGNH01001170.1_27	QGNH01001170.1	QGNH01001170.1	27	19935	20630	-1	C	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	YP_009823300.1	YP_009823300.1 head maturation protease [Staphylococcus phage vB_SpsS_QT1]	False	0.462	142.0	7.756e-37	MER1013408	S14	MER1013408 - family S14 non-peptidase homologues (Abiotrophia defectiva) [S14.UNW]#S14#{peptidase unit: 37-183}~source W1Q5X3~	False	0.506	140.0	6.836e-36	Clp protease [PF00574.26]; Serine dehydrogenase proteinase [PF01972.19]	VOG07465	sp|P03711|SCAF_LAMBD Capsid assembly protease C; XhXs	Xs;Xh	0	False	VPF
QGNH01001170.1_28	QGNH01001170.1	QGNH01001170.1	28	20668	21942	-1	D			NP_543090.1	NP_543090.1 portal protein [Enterobacteria phage phiP27]	False	0.289	120.0	3.765e-27								Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xs;Xr;Xp;Xh	0	False	VF
