	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_011811_1	NC_011811	NC_011811	1	1	2451	1	E			YP_002456024.1	YP_002456024.1 RIIA lysis inhibitor [Erwinia phage phiEa21-4]	True	0.976	1679.0	0.0													VOG00493	sp|P03690|VR2A_BPT4 Protein rIIA; XhXr	Xr;Xh	0	False	VF
NC_011811_2	NC_011811	NC_011811	2	2503	3630	1	E			YP_002456025.1	YP_002456025.1 RIIB lysis inhibitor [Erwinia phage phiEa21-4]	True	0.922	725.0	8.73e-236													VOG00728	sp|P03691|VR2B_BPT4 Protein rIIB; XhXr	Xr;Xh	0	False	VF
NC_011811_3	NC_011811	NC_011811	3	3672	3914	1	E			YP_004326979.1	YP_004326979.1 hypothetical protein ErPhphiEa104_gp004 [Erwinia phage phiEa104]	False	0.891	151.0	1.2e-42													VOG09168	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_011811_4	NC_011811	NC_011811	4	3956	4519	1	D			YP_004326980.1	YP_004326980.1 ribonucleotide reductase NrdA-like [Erwinia phage phiEa104]	True	1.0	420.0	8.383e-134								Domain of unknown function (DUF4326) [PF14216.9]								0	False	F
NC_011811_5	NC_011811	NC_011811	5	4506	4697	1	E			YP_004326981.1	YP_004326981.1 hypothetical protein ErPhphiEa104_gp006 [Erwinia phage phiEa104]	False	1.0	142.0	7.423999999999999e-40													VOG06765	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_011811_6	NC_011811	NC_011811	6	4760	5272	1	E			YP_002456029.1	YP_002456029.1 Vs.1 conserved hypothetical protein [Erwinia phage phiEa21-4]	True	0.982	354.0	2.073e-111													VOG07277	sp|P13311|Y06E_BPT4 Uncharacterized 20.7 kDa protein in vs-regB intergenic region; Xu	Xu	0	False	F
NC_011811_7	NC_011811	NC_011811	7	5274	5924	1	E			YP_002456030.1	YP_002456030.1 polynucleotide kinase [Erwinia phage phiEa21-4]	True	0.986	452.0	2.683e-144													VOG01378	REFSEQ phosphoheptose isomerase; Xu	Xu	0	False	
NC_011811_8	NC_011811	NC_011811	8	6007	6474	1	E			YP_002456031.1	YP_002456031.1 hypothetical protein Ea21-4_gp8 [Erwinia phage phiEa21-4]	False	0.905	295.0	3.673e-91													VOG00563	sp|P17308|Y13B_BPT4 Uncharacterized 11.5 kDa protein in Gp31-cd intergenic region; Xu	Xu	0	False	
NC_011811_9	NC_011811	NC_011811	9	6471	6668	1	E			YP_004326985.1	YP_004326985.1 hypothetical protein ErPhphiEa104_gp010 [Erwinia phage phiEa104]	False	0.9	124.0	9.297e-34													VOG01427	REFSEQ antitoxin from a toxin-antitoxin system; Xu	Xu	0	False	
NC_011811_10	NC_011811	NC_011811	10	6711	7004	1	E			YP_002456032.1	YP_002456032.1 hypothetical protein Ea21-4_gp9 [Erwinia phage phiEa21-4]	False	1.0	207.0	6.312e-62													VOG09169	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_011811_11	NC_011811	NC_011811	11	7004	7369	1	E			YP_002456033.1	YP_002456033.1 hypothetical protein Ea21-4_gp10 [Erwinia phage phiEa21-4]	False	0.995	257.0	1.433e-78													VOG09170	REFSEQ hypothetical protein; Xu	Xu	0	False	
