	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_041954_1	NC_041954	NC_041954	1	2	373	1	E			YP_008531863.1	YP_008531863.1 terminase small subunit [Propionibacterium phage PHL113M01]	False	0.979	254	1.441e-77		VOG00726	sp|O64201|VG05_BPMD2 Gene 5 protein; Xu	Xu	0	False	F
NC_041954_2	NC_041954	NC_041954	2	378	1889	1	E			YP_009603626.1	YP_009603626.1 terminase large subunit [Propionibacterium phage Keiki]	True	0.964	1022	0.0		VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
NC_041954_3	NC_041954	NC_041954	3	1886	3211	1	D			YP_009603627.1	YP_009603627.1 portal protein [Propionibacterium phage Keiki]	True	0.963	895	1.475e-293	Phage portal protein, SPP1 Gp6-like [PF05133.17]	VOG00109	sp|Q05220|PORTL_BPML5 Portal protein; XpXrXs	Xr;Xs;Xp	0	False	VF
NC_041954_4	NC_041954	NC_041954	4	3218	3973	1	E			YP_009603628.1	YP_009603628.1 head maturation protease [Propionibacterium phage Keiki]	True	0.99	527	1.3439999999999997e-169		VOG00912	sp|O64208|VG15_BPMD2 Gene 15 protein; Xu	Xu	0	False	F
NC_041954_5	NC_041954	NC_041954	5	4081	4641	1	E			YP_009603629.1	YP_009603629.1 head scaffolding protein [Propionibacterium phage Keiki]	True	0.907	354	4.44e-111					0	False	F
NC_041954_6	NC_041954	NC_041954	6	4648	5595	1	E			YP_009603630.1	YP_009603630.1 major capsid protein [Propionibacterium phage Keiki]	True	0.94	623	1.078e-201		VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	VF
NC_041954_7	NC_041954	NC_041954	7	5643	6104	1	E			YP_009603631.1	YP_009603631.1 head-tail adaptor [Propionibacterium phage Keiki]	False	0.998	325	1.274e-101		VOG00419	sp|Q05225|VG19_BPML5 Gene 19 protein; Xu	Xu	0	False	
NC_041954_8	NC_041954	NC_041954	8	6106	6453	1	E			YP_009603632.1	YP_009603632.1 head closure Hc1 [Propionibacterium phage Keiki]	False	1.0	258	4.143e-79		VOG00125	REFSEQ head closure Hc1; Xu	Xu	0	False	
NC_041954_9	NC_041954	NC_041954	9	6460	6750	1	E			YP_009603633.1	YP_009603633.1 neck protein [Propionibacterium phage Keiki]	False	0.9	183	2.6889999999999997e-53		VOG00560	sp|Q05227|VG21_BPML5 Gene 21 protein; Xu	Xu	0	False	
NC_041954_10	NC_041954	NC_041954	10	6747	7118	1	E			YP_009603634.1	YP_009603634.1 minor tail protein [Propionibacterium phage Keiki]	False	1.0	263	7.351e-81		VOG14066	REFSEQ minor tail protein; Xu	Xu	0	False	
