	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001407.1_1	QGNH01001407.1	QGNH01001407.1	1	3	3713	-1	E																		0	False	F
QGNH01001407.1_2	QGNH01001407.1	QGNH01001407.1	2	3748	6840	-1	D	YP_010742930.1	YP_010742930.1 hypothetical protein QAY90_gp50 [Xanthomonas phage Langgrundblatt2]	False	0.169	68.0	3.097e-10								Putative phage tail protein [PF13550.9]				0	False	F
QGNH01001407.1_3	QGNH01001407.1	QGNH01001407.1	3	6840	7298	-1	D	YP_009600190.1	YP_009600190.1 minor tail protein [Dinoroseobacter phage vB_DshS-R5C]	False	0.319	64.0	3.609e-11	MER0723422	C40	MER0723422 - family C40 non-peptidase homologues (Selenomonas sp. FOBRC9) [C40.UNW]#C40#{peptidase unit: 12-130}~source J4UV08~	False	96.0	6.482999999999999e-22	0.421					0	False	P
QGNH01001407.1_4	QGNH01001407.1	QGNH01001407.1	4	7302	8177	-1	D	YP_009996915.1	YP_009996915.1 tail assembly protein [Pseudomonas phage ZC01]	False	0.358	84.0	2.32e-16								Phage conserved hypothetical protein BR0599 [PF09356.13]; Uncharacterized conserved protein (DUF2163) [PF09931.12]	VOG04054	REFSEQ tail assembly protein; Xu	Xu	0	False	
QGNH01001407.1_5	QGNH01001407.1	QGNH01001407.1	5	8174	8815	-1	D														Conserved hypothetical protein 2217 (DUF2460) [PF09343.13]				0	False	
QGNH01001407.1_6	QGNH01001407.1	QGNH01001407.1	6	8821	10455	-1	E																		0	False	
QGNH01001407.1_7	QGNH01001407.1	QGNH01001407.1	7	10595	11050	-1	E																		0	False	
QGNH01001407.1_8	QGNH01001407.1	QGNH01001407.1	8	11034	11354	-1	E																		0	False	
QGNH01001407.1_9	QGNH01001407.1	QGNH01001407.1	9	11375	11728	-1	E																		0	False	
QGNH01001407.1_10	QGNH01001407.1	QGNH01001407.1	10	11797	12567	-1	E																		0	False	
QGNH01001407.1_11	QGNH01001407.1	QGNH01001407.1	11	12620	13066	-1	E																		0	False	
QGNH01001407.1_12	QGNH01001407.1	QGNH01001407.1	12	13073	13633	-1	E																		0	False	
QGNH01001407.1_13	QGNH01001407.1	QGNH01001407.1	13	13630	14559	-1	E																		0	False	
QGNH01001407.1_14	QGNH01001407.1	QGNH01001407.1	14	14565	14771	-1	E																		0	False	
QGNH01001407.1_15	QGNH01001407.1	QGNH01001407.1	15	14868	16538	-1	E															VOG10791	REFSEQ major capsid protein; Xu	Xu	0	False	
QGNH01001407.1_16	QGNH01001407.1	QGNH01001407.1	16	16591	18501	-1	D														Family of unknown function (DUF6582) [PF20223.1]	VOG03893	sp|P45920|YQBD_BACSU Uncharacterized protein YqbD; Xu	Xu	0	False	
QGNH01001407.1_17	QGNH01001407.1	QGNH01001407.1	17	18498	19337	-1	D														Phage Mu protein F like protein [PF04233.17]	VOG03910	sp|Q38442|GP7_BPSPP Minor head protein GP7; XhXs	Xh;Xs	0	False	V
QGNH01001407.1_18	QGNH01001407.1	QGNH01001407.1	18	19337	20947	-1	D	YP_006546302.1	YP_006546302.1 portal protein [Thermoanaerobacterium phage THSA-485A]	False	0.237	130.0	1.034e-29								Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xh;Xs;Xp;Xr	0	False	V
QGNH01001407.1_19	QGNH01001407.1	QGNH01001407.1	19	20937	21236	-1	E																		0	False	
QGNH01001407.1_20	QGNH01001407.1	QGNH01001407.1	20	21374	21634	-1	E																		0	False	
QGNH01001407.1_21	QGNH01001407.1	QGNH01001407.1	21	21640	24651	-1	E																		0	False	F
QGNH01001407.1_22	QGNH01001407.1	QGNH01001407.1	22	24728	25570	-1	E																		0	False	F
QGNH01001407.1_23	QGNH01001407.1	QGNH01001407.1	23	25597	27186	-1	D	YP_009785409.1	YP_009785409.1 terminase large subunit [Caulobacter phage Sansa]	False	0.411	317.0	3.785e-92								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase RNaseH-like domain [PF17289.5]	VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	0	False	VF
QGNH01001407.1_24	QGNH01001407.1	QGNH01001407.1	24	27164	27661	-1	E																		0	False	F
QGNH01001407.1_25	QGNH01001407.1	QGNH01001407.1	25	27769	28020	-1	E																		0	False	F
QGNH01001407.1_26	QGNH01001407.1	QGNH01001407.1	26	28017	28223	-1	E																		0	False	F
QGNH01001407.1_27	QGNH01001407.1	QGNH01001407.1	27	28180	28386	-1	E																		0	False	F
QGNH01001407.1_28	QGNH01001407.1	QGNH01001407.1	28	28400	28570	-1	E																		0	False	F
