	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001657.1_1	QGNH01001657.1	QGNH01001657.1	1	2	172	-1	E											0	False	F
QGNH01001657.1_2	QGNH01001657.1	QGNH01001657.1	2	174	683	-1	E											0	False	F
QGNH01001657.1_3	QGNH01001657.1	QGNH01001657.1	3	1134	1562	1	E											0	False	F
QGNH01001657.1_4	QGNH01001657.1	QGNH01001657.1	4	1563	3638	1	D	YP_010084103.1	YP_010084103.1 DNA polymerase [Rhodococcus phage Toil]	False	0.29	235.0	5.365e-63	DNA polymerase type B, organellar and viral [PF03175.16]	VOG37002	REFSEQ DNA polymerase; Xu	Xu	0	False	F
QGNH01001657.1_5	QGNH01001657.1	QGNH01001657.1	5	3629	3880	1	E											0	False	F
QGNH01001657.1_6	QGNH01001657.1	QGNH01001657.1	6	3852	4352	1	E											0	False	F
QGNH01001657.1_7	QGNH01001657.1	QGNH01001657.1	7	4374	4721	1	E											0	False	F
QGNH01001657.1_8	QGNH01001657.1	QGNH01001657.1	8	4748	5110	1	E											0	False	F
QGNH01001657.1_9	QGNH01001657.1	QGNH01001657.1	9	5089	5565	1	E											0	False	
QGNH01001657.1_10	QGNH01001657.1	QGNH01001657.1	10	5706	6362	1	E	YP_010771354.1	YP_010771354.1 ATP-binding protein [Bacillus phage Sato]	False	0.309	85.0	2.508e-17		VOG01157	sp|P27381|PKG9_BPPRD DNA packaging ATPase P9; XhXrXs	Xr;Xs;Xh	0	False	V
QGNH01001657.1_11	QGNH01001657.1	QGNH01001657.1	11	6425	7543	1	E											0	False	
QGNH01001657.1_12	QGNH01001657.1	QGNH01001657.1	12	7549	7965	1	E											0	False	
QGNH01001657.1_13	QGNH01001657.1	QGNH01001657.1	13	7970	8254	1	E											0	False	
QGNH01001657.1_14	QGNH01001657.1	QGNH01001657.1	14	8208	8732	1	E											0	False	
QGNH01001657.1_15	QGNH01001657.1	QGNH01001657.1	15	8729	8902	1	E											0	False	
QGNH01001657.1_16	QGNH01001657.1	QGNH01001657.1	16	8899	9039	1	E											0	False	
QGNH01001657.1_17	QGNH01001657.1	QGNH01001657.1	17	9039	9212	1	E											0	False	F
QGNH01001657.1_18	QGNH01001657.1	QGNH01001657.1	18	9200	9667	1	E											0	False	F
QGNH01001657.1_19	QGNH01001657.1	QGNH01001657.1	19	9670	10464	1	E											0	False	F
QGNH01001657.1_20	QGNH01001657.1	QGNH01001657.1	20	10473	11393	1	E											0	False	F
QGNH01001657.1_21	QGNH01001657.1	QGNH01001657.1	21	11383	11484	1	E											0	False	F
QGNH01001657.1_22	QGNH01001657.1	QGNH01001657.1	22	11487	12233	1	D							Lysozyme like domain [PF18896.3]				0	False	F
QGNH01001657.1_23	QGNH01001657.1	QGNH01001657.1	23	12448	12915	1	E											0	False	F
QGNH01001657.1_24	QGNH01001657.1	QGNH01001657.1	24	12916	13683	1	E											0	False	F
QGNH01001657.1_25	QGNH01001657.1	QGNH01001657.1	25	13684	13911	1	E											0	False	F
QGNH01001657.1_26	QGNH01001657.1	QGNH01001657.1	26	13911	14084	1	E											0	False	F
