	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000099.1_1	QGNH01000099.1	QGNH01000099.1	1	3	1040	-1	E	YP_010111643.1	YP_010111643.1 putative RNA-polymerase subunit [uncultured phage cr85_1]	False	0.432	61.0	7.353e-09									0	False	F
QGNH01000099.1_2	QGNH01000099.1	QGNH01000099.1	2	1052	13018	-1	E	YP_010112556.1	YP_010112556.1 hypothetical protein KNV51_gp26 [uncultured phage cr4_1]	True	0.264	857.0	1.144e-247						VOG00294	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000099.1_3	QGNH01000099.1	QGNH01000099.1	3	13021	14844	-1	E	YP_010358706.1	YP_010358706.1 phage uncharacterized protein (phage_XkdX) [uncultured phage cr30_1]	False	0.245	91.0	2.431e-17						VOG01121	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000099.1_4	QGNH01000099.1	QGNH01000099.1	4	14825	15550	-1	D	YP_009015887.1	YP_009015887.1 homing endonuclease [Bacillus phage G]	False	0.361	94.0	2.9090000000000004e-20	GIY-YIG catalytic domain [PF01541.27]					VOG00048	sp|P13299|TEV1_BPT4 Intron-associated endonuclease 1; Xh	Xh	0	False	
QGNH01000099.1_5	QGNH01000099.1	QGNH01000099.1	5	15540	18563	-1	E	YP_010112215.1	YP_010112215.1 hypothetical protein KNV47_gp59 [uncultured phage cr53_1]	False	0.24	94.0	4.92e-18						VOG05081	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000099.1_6	QGNH01000099.1	QGNH01000099.1	6	18585	22502	-1	E	YP_010110219.1	YP_010110219.1 virion structural protein [uncultured phage cr50_1]	True	0.251	439.0	4.255e-125						VOG02776	REFSEQ virion structural protein; Xu	Xu	0	False	
QGNH01000099.1_7	QGNH01000099.1	QGNH01000099.1	7	22502	22978	-1	E	YP_010509868.1	YP_010509868.1 tail tubular protein [uncultured phage cr150_1]	False	0.579	155.0	1.373e-42						VOG05015	REFSEQ tail tubular protein; Xu	Xu	0	False	
QGNH01000099.1_8	QGNH01000099.1	QGNH01000099.1	8	22987	23331	-1	E	YP_010110527.1	YP_010110527.1 hypothetical protein KNV30_gp10 [uncultured phage cr118_1]	False	0.525	96.0	1.028e-22									0	False	
QGNH01000099.1_9	QGNH01000099.1	QGNH01000099.1	9	23345	23863	-1	E	YP_010110898.1	YP_010110898.1 topoisomerase [uncultured phage cr10_1]	False	0.428	117.0	4.438e-29						VOG15473	REFSEQ peptidoglycan-associated protein-like protein; Xu	Xu	0	False	
QGNH01000099.1_10	QGNH01000099.1	QGNH01000099.1	10	23835	24569	-1	E	YP_010110525.1	YP_010110525.1 virion structural protein [uncultured phage cr118_1]	False	0.441	174.0	1.6919999999999999e-47						VOG02768	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000099.1_11	QGNH01000099.1	QGNH01000099.1	11	24576	25142	-1	E															0	False	
QGNH01000099.1_12	QGNH01000099.1	QGNH01000099.1	12	25145	25387	-1	E															0	False	
QGNH01000099.1_13	QGNH01000099.1	QGNH01000099.1	13	25497	25739	-1	E															0	False	
QGNH01000099.1_14	QGNH01000099.1	QGNH01000099.1	14	25705	26370	-1	E															0	False	
QGNH01000099.1_15	QGNH01000099.1	QGNH01000099.1	15	26440	26910	-1	E															0	False	
QGNH01000099.1_16	QGNH01000099.1	QGNH01000099.1	16	26907	27449	-1	E															0	False	
QGNH01000099.1_17	QGNH01000099.1	QGNH01000099.1	17	27449	27931	-1	D	YP_009009740.1	YP_009009740.1 endolysin [Vibrio phage PVA1]	False	0.394	109.0	1.092e-26	Glycosyl hydrolase 108 [PF05838.15]; Predicted Peptidoglycan domain [PF09374.13]	GH108	GH108 N-acetylmuramidase (EC 3.2.1.17)	3.2.1.17	GH108.hmm	VOG04462	REFSEQ endolysin; Xu	Xu	0	False	
QGNH01000099.1_18	QGNH01000099.1	QGNH01000099.1	18	27991	28353	-1	E															0	False	
QGNH01000099.1_19	QGNH01000099.1	QGNH01000099.1	19	28362	28643	-1	E															0	False	
QGNH01000099.1_20	QGNH01000099.1	QGNH01000099.1	20	28647	31766	-1	E	YP_010669574.1	YP_010669574.1 hypothetical protein PQC11_gp170 [Synechococcus phage S-H9-1]	False	0.683	94.0	5.156e-18									0	False	
QGNH01000099.1_21	QGNH01000099.1	QGNH01000099.1	21	31744	32367	-1	E															0	False	
QGNH01000099.1_22	QGNH01000099.1	QGNH01000099.1	22	32421	32768	-1	E															0	False	
QGNH01000099.1_23	QGNH01000099.1	QGNH01000099.1	23	32795	33790	-1	E	YP_010110140.1	YP_010110140.1 hypothetical protein KNV26_gp005 [uncultured phage cr50_1]	False	0.327	168.0	4.849e-44						VOG04961	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000099.1_24	QGNH01000099.1	QGNH01000099.1	24	33957	34643	-1	E	YP_010359343.1	YP_010359343.1 hypothetical protein M1M50_gp027 [uncultured phage cr77_1]	False	0.395	157.0	4.7799999999999997e-42						VOG00815	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000099.1_25	QGNH01000099.1	QGNH01000099.1	25	34664	35356	-1	E	YP_010110876.1	YP_010110876.1 hypothetical protein KNV33_gp59 [uncultured phage cr10_1]	False	0.289	100.0	2.879e-22						VOG00815	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000099.1_26	QGNH01000099.1	QGNH01000099.1	26	35475	36236	-1	E	YP_010358868.1	YP_010358868.1 protein RecA [uncultured phage cr149_1]	False	0.551	267.0	1.165e-79						VOG04974	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000099.1_27	QGNH01000099.1	QGNH01000099.1	27	36326	37789	-1	E	YP_010358676.1	YP_010358676.1 major head protein [uncultured phage cr30_1]	True	0.691	680.0	5.36e-218						VOG02733	REFSEQ major head protein; Xu	Xu	0	False	
QGNH01000099.1_28	QGNH01000099.1	QGNH01000099.1	28	37806	39098	-1	E	YP_010110593.1	YP_010110593.1 hypothetical protein KNV30_gp76 [uncultured phage cr118_1]	False	0.423	219.0	2.6039999999999996e-60						VOG19632	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000099.1_29	QGNH01000099.1	QGNH01000099.1	29	39124	39687	-1	D							Ferritin-like domain [PF00210.27]								0	False	
QGNH01000099.1_30	QGNH01000099.1	QGNH01000099.1	30	39687	42065	-1	E	YP_010509931.1	YP_010509931.1 portal protein [uncultured phage cr150_1]	True	0.532	678.0	7.059e-212						VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xs;Xh;Xr;Xp	0	False	V
QGNH01000099.1_31	QGNH01000099.1	QGNH01000099.1	31	42075	44081	-1	E	YP_010509977.1	YP_010509977.1 terminase large subunit [uncultured phage cr82_1]	True	0.584	742.0	4.628e-236						VOG15434	REFSEQ terminase large subunit; Xu	Xu	0	False	
QGNH01000099.1_32	QGNH01000099.1	QGNH01000099.1	32	44096	44671	-1	E	YP_010110631.1	YP_010110631.1 hypothetical protein KNV31_gp022 [uncultured phage cr1_1]	False	0.373	114.0	1.106e-27						VOG17325	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000099.1_33	QGNH01000099.1	QGNH01000099.1	33	44693	44944	-1	E															0	False	
QGNH01000099.1_34	QGNH01000099.1	QGNH01000099.1	34	44946	45281	-1	E															0	False	
QGNH01000099.1_35	QGNH01000099.1	QGNH01000099.1	35	45283	45795	-1	E	YP_008242329.1	YP_008242329.1 hypothetical protein N356_gp101 [Cellulophaga phage phi14:2]	False	0.28	71.0	3.177e-13									0	False	
QGNH01000099.1_36	QGNH01000099.1	QGNH01000099.1	36	45798	46370	-1	E															0	False	
QGNH01000099.1_37	QGNH01000099.1	QGNH01000099.1	37	46373	46720	-1	E	YP_010112605.1	YP_010112605.1 transcriptional regulator [uncultured phage cr4_1]	False	0.375	69.0	1.665e-13						VOG15474	REFSEQ transcriptional regulator; Xu	Xu	0	False	
QGNH01000099.1_38	QGNH01000099.1	QGNH01000099.1	38	46674	47030	-1	E															0	False	
QGNH01000099.1_39	QGNH01000099.1	QGNH01000099.1	39	47030	47173	-1	E															0	False	
QGNH01000099.1_40	QGNH01000099.1	QGNH01000099.1	40	47175	47720	-1	E															0	False	
