	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000910.1_1	QGNH01000910.1	QGNH01000910.1	1	3	1994	1	E	YP_010356539.1	YP_010356539.1 portal protein [Cellulophaga phage Calle_1]	False	0.238	171.0	3.3340000000000004e-42		VOG15413	REFSEQ portal protein; Xu	Xu	0	False	F
QGNH01000910.1_2	QGNH01000910.1	QGNH01000910.1	2	1997	2353	1	E											0	False	F
QGNH01000910.1_3	QGNH01000910.1	QGNH01000910.1	3	2356	2598	1	E											0	False	F
QGNH01000910.1_4	QGNH01000910.1	QGNH01000910.1	4	2598	2960	1	E											0	False	F
QGNH01000910.1_5	QGNH01000910.1	QGNH01000910.1	5	3037	3300	1	E											0	False	F
QGNH01000910.1_6	QGNH01000910.1	QGNH01000910.1	6	3439	3693	-1	E											0	False	F
QGNH01000910.1_7	QGNH01000910.1	QGNH01000910.1	7	4795	5895	1	E											0	False	F
QGNH01000910.1_8	QGNH01000910.1	QGNH01000910.1	8	5926	6537	1	E											0	False	
QGNH01000910.1_9	QGNH01000910.1	QGNH01000910.1	9	6610	7284	1	E								VOG15412	REFSEQ virion structural protein; Xu	Xu	0	False	
QGNH01000910.1_10	QGNH01000910.1	QGNH01000910.1	10	7385	8266	1	E											0	False	
QGNH01000910.1_11	QGNH01000910.1	QGNH01000910.1	11	8368	10539	1	E											0	False	F
QGNH01000910.1_12	QGNH01000910.1	QGNH01000910.1	12	10675	11280	1	E								VOG15418	REFSEQ virion structural protein; Xu	Xu	0	False	F
QGNH01000910.1_13	QGNH01000910.1	QGNH01000910.1	13	11280	11909	1	E											0	False	F
QGNH01000910.1_14	QGNH01000910.1	QGNH01000910.1	14	11918	12682	1	E											0	False	F
QGNH01000910.1_15	QGNH01000910.1	QGNH01000910.1	15	12682	15045	1	E	YP_008241478.1	YP_008241478.1 virion structural protein [Cellulophaga phage phi38:1]	False	0.179	72.0	2.351e-11					0	False	F
