Name	Count
16_Embden Meyerhof-Parnos (EMP)	144
17_Gluconeogenesis	84
10_TCA cycle	151
01_Fermentation	1770
02_Homoacetogenesis	126
21_Cellular response to stress	7473
06_Amino acid utilization biosynthesis metabolism	2421
12_Transporters	1350
19_Saccharide and derivated synthesis	1434
20_Hydrolysis of polymers	1353
11_Nitrogen cycle	85
05_Fatty acid oxidation	321
09_Carbohydrate Active enzyme - CAZy	218
08_Hydrocarbon degradation	94
15_Methylotrophy	61
07_Nucleic acid metabolism	596
18_Sulfur compounds metabolism	153
03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	15
04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	35
14_Methanogenesis	81
13_Hydrogen metabolism	7
