Name	Count
Glycolysis / Gluconeogenesis [PATH:ko00010]	265
Methane metabolism [PATH:ko00680]	121
Glycine, serine and threonine metabolism [PATH:ko00260]	184
Glucagon signaling pathway [PATH:ko04922]	33
Central carbon metabolism in cancer [PATH:ko05230]	55
Membrane trafficking [BR:ko04131]	71
Exosome [BR:ko04147]	108
Citrate cycle (TCA cycle) [PATH:ko00020]	120
Pyruvate metabolism [PATH:ko00620]	185
Carbon fixation pathways in prokaryotes [PATH:ko00720]	122
Carbon fixation in photosynthetic organisms [PATH:ko00710]	22
HIF-1 signaling pathway [PATH:ko04066]	50
Pathogenic Escherichia coli infection [PATH:ko05130]	33
Salmonella infection [PATH:ko05132]	61
Alzheimer disease [PATH:ko05010]	79
Diabetic cardiomyopathy [PATH:ko05415]	40
Quorum sensing [PATH:ko02024]	197
Transporters [BR:ko02000]	1102
Two-component system [PATH:ko02020]	1182
Protein kinases [BR:ko01001]	2175
Two-component system [BR:ko02022]	1442
Bacterial motility proteins [BR:ko02035]	59
ABC transporters [PATH:ko02010]	275
Starch and sucrose metabolism [PATH:ko00500]	226
Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	297
Phosphotransferase system (PTS) [PATH:ko02060]	508
Lipopolysaccharide biosynthesis proteins [BR:ko01005]	42
Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	61
Propanoate metabolism [PATH:ko00640]	134
Valine, leucine and isoleucine degradation [PATH:ko00280]	147
Lysine degradation [PATH:ko00310]	99
Tryptophan metabolism [PATH:ko00380]	135
Nitrogen metabolism [PATH:ko00910]	71
Alanine, aspartate and glutamate metabolism [PATH:ko00250]	134
Peptidases and inhibitors [BR:ko01002]	63
Fatty acid biosynthesis [PATH:ko00061]	11
Fatty acid degradation [PATH:ko00071]	173
Peroxisome [PATH:ko04146]	39
Ferroptosis [PATH:ko04216]	8
Adipocytokine signaling pathway [PATH:ko04920]	11
PPAR signaling pathway [PATH:ko03320]	26
Thermogenesis [PATH:ko04714]	58
Lipid biosynthesis proteins [BR:ko01004]	28
Enzymes with EC numbers	319
Butanoate metabolism [PATH:ko00650]	153
beta-Alanine metabolism [PATH:ko00410]	85
Fructose and mannose metabolism [PATH:ko00051]	227
O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	48
Lysine biosynthesis [PATH:ko00300]	114
DNA repair and recombination proteins [BR:ko03400]	140
Arginine biosynthesis [PATH:ko00220]	91
D-Glutamine and D-glutamate metabolism [PATH:ko00471]	7
Necroptosis [PATH:ko04217]	15
Proximal tubule bicarbonate reclamation [PATH:ko04964]	3
Galactose metabolism [PATH:ko00052]	56
Carbohydrate digestion and absorption [PATH:ko04973]	9
Arginine and proline metabolism [PATH:ko00330]	87
Phenylalanine metabolism [PATH:ko00360]	78
Aminobenzoate degradation [PATH:ko00627]	59
Styrene degradation [PATH:ko00643]	14
Glutathione metabolism [PATH:ko00480]	24
Ascorbate and aldarate metabolism [PATH:ko00053]	33
Glycerolipid metabolism [PATH:ko00561]	31
Histidine metabolism [PATH:ko00340]	75
Pantothenate and CoA biosynthesis [PATH:ko00770]	20
Insect hormone biosynthesis [PATH:ko00981]	10
Limonene and pinene degradation [PATH:ko00903]	42
Chloroalkane and chloroalkene degradation [PATH:ko00625]	53
Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	344
Phenazine biosynthesis [PATH:ko00405]	52
Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	95
Transcription machinery [BR:ko03021]	74
Bacterial chemotaxis [PATH:ko02030]	12
Phenylpropanoid biosynthesis [PATH:ko00940]	20
Geraniol degradation [PATH:ko00281]	48
Benzoate degradation [PATH:ko00362]	76
Caprolactam degradation [PATH:ko00930]	63
Pentose phosphate pathway [PATH:ko00030]	54
Purine metabolism [PATH:ko00230]	258
Streptomycin biosynthesis [PATH:ko00521]	8
Pyrimidine metabolism [PATH:ko00240]	153
MAPK signaling pathway - fly [PATH:ko04013]	55
FoxO signaling pathway [PATH:ko04068]	54
Longevity regulating pathway [PATH:ko04211]	19
Longevity regulating pathway - worm [PATH:ko04212]	19
Longevity regulating pathway - multiple species [PATH:ko04213]	31
Huntington disease [PATH:ko05016]	43
Lipid and atherosclerosis [PATH:ko05417]	51
MAPK signaling pathway - yeast [PATH:ko04011]	57
Mitophagy - yeast [PATH:ko04139]	23
DNA replication [PATH:ko03030]	31
Mismatch repair [PATH:ko03430]	24
Homologous recombination [PATH:ko03440]	28
DNA replication proteins [BR:ko03032]	37
Transcriptional misregulation in cancer [PATH:ko05202]	15
Drug metabolism - other enzymes [PATH:ko00983]	34
Taste transduction [PATH:ko04742]	7
Cyanoamino acid metabolism [PATH:ko00460]	17
MAPK signaling pathway [PATH:ko04010]	205
Phototransduction - fly [PATH:ko04745]	14
Cytoskeleton proteins [BR:ko04812]	21
Oocyte meiosis [PATH:ko04114]	76
Progesterone-mediated oocyte maturation [PATH:ko04914]	85
Phosphonate and phosphinate metabolism [PATH:ko00440]	3
Cysteine and methionine metabolism [PATH:ko00270]	172
C5-Branched dibasic acid metabolism [PATH:ko00660]	15
Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	16
Selenocompound metabolism [PATH:ko00450]	45
Biofilm formation - Vibrio cholerae [PATH:ko05111]	128
Biofilm formation - Escherichia coli [PATH:ko02026]	112
Hippo signaling pathway - multiple species [PATH:ko04392]	14
Nicotinate and nicotinamide metabolism [PATH:ko00760]	50
MAPK signaling pathway - plant [PATH:ko04016]	18
Amyotrophic lateral sclerosis [PATH:ko05014]	44
Pathways of neurodegeneration - multiple diseases [PATH:ko05022]	92
Salivary secretion [PATH:ko04970]	20
Pancreatic secretion [PATH:ko04972]	19
RIG-I-like receptor signaling pathway [PATH:ko04622]	17
Hepatitis B [PATH:ko05161]	51
Coronavirus disease - COVID-19 [PATH:ko05171]	29
Influenza A [PATH:ko05164]	28
Measles [PATH:ko05162]	22
Herpes simplex virus 1 infection [PATH:ko05168]	16
Pattern recognition receptors [BR:ko04054]	1
Meiosis - yeast [PATH:ko04113]	38
Bladder cancer [PATH:ko05219]	39
Transcription factors [BR:ko03000]	16
Apelin signaling pathway [PATH:ko04371]	44
Calcium signaling pathway [PATH:ko04020]	18
cAMP signaling pathway [PATH:ko04024]	53
Oxytocin signaling pathway [PATH:ko04921]	56
Aldosterone synthesis and secretion [PATH:ko04925]	19
Cholinergic synapse [PATH:ko04725]	32
Long-term potentiation [PATH:ko04720]	35
Neurotrophin signaling pathway [PATH:ko04722]	92
Osteoclast differentiation [PATH:ko04380]	38
Glioma [PATH:ko05214]	27
Amphetamine addiction [PATH:ko05031]	4
