	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
KC292028.1_1	KC292028	KC292028.1	1	1	426	1	E			YP_008058363.1	YP_008058363.1 hypothetical protein M201_gp01 [Haloarcula californiae tailed virus 2]	False	0.94	280.0	2.223e-86									VOG26444	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC292028.1_2	KC292028	KC292028.1	2	423	755	1	E			YP_008058364.1	YP_008058364.1 hypothetical protein M201_gp02 [Haloarcula californiae tailed virus 2]	False	0.96	224.0	1.495e-67												0	False	F
KC292028.1_3	KC292028	KC292028.1	3	755	1258	1	E			YP_008058365.1	YP_008058365.1 hypothetical protein M201_gp03 [Haloarcula californiae tailed virus 2]	False	0.975	345.0	2.549e-108												0	False	F
KC292028.1_4	KC292028	KC292028.1	4	1262	1468	1	E			YP_008058366.1	YP_008058366.1 hypothetical protein M201_gp04 [Haloarcula californiae tailed virus 2]	False	1.0	154.0	5.225e-44												0	False	F
KC292028.1_5	KC292028	KC292028.1	5	1465	2055	1	D			YP_008058367.1	YP_008058367.1 DnaJ-like protein [Haloarcula californiae tailed virus 2]	True	0.979	407.0	4.283e-129								DnaJ domain [PF00226.34]	VOG02502	REFSEQ DnaJ-like chaperonin; Xu	Xu	0	False	F
KC292028.1_6	KC292028	KC292028.1	6	2052	2564	1	C	K06940	uncharacterized protein	YP_008058368.1	YP_008058368.1 hypothetical protein M201_gp06 [Haloarcula californiae tailed virus 2]	True	1.0	368.0	3.311e-116												0	False	F
KC292028.1_7	KC292028	KC292028.1	7	2554	2751	1	E			YP_008058369.1	YP_008058369.1 hypothetical protein M201_gp07 [Haloarcula californiae tailed virus 2]	False	1.0	144.0	1.687e-40												0	False	F
KC292028.1_8	KC292028	KC292028.1	8	2748	3158	1	E			YP_008058370.1	YP_008058370.1 hypothetical protein M201_gp08 [Haloarcula californiae tailed virus 2]	False	1.0	290.0	6.517e-90									VOG26445	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC292028.1_9	KC292028	KC292028.1	9	3158	3331	1	E			YP_008058371.1	YP_008058371.1 hypothetical protein M201_gp10 [Haloarcula californiae tailed virus 2]	False	1.0	139.0	6.878999999999999e-39												0	False	F
KC292028.1_10	KC292028	KC292028.1	10	3554	5134	1	D			YP_008058373.1	YP_008058373.1 hypothetical protein M201_gp11 [Haloarcula californiae tailed virus 2]	True	0.966	1071.0	0.0								ParB/Sulfiredoxin domain [PF02195.21]	VOG01264	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC292028.1_11	KC292028	KC292028.1	11	5141	5782	1	D			YP_008058374.1	YP_008058374.1 AdoMet-MTase [Haloarcula californiae tailed virus 2]	True	1.0	462.0	6.383999999999999e-148								DNA methylase [PF01555.21]				0	False	
KC292028.1_12	KC292028	KC292028.1	12	5779	6123	1	E			YP_008058375.1	YP_008058375.1 hypothetical protein M201_gp13 [Haloarcula californiae tailed virus 2]	False	0.972	236.0	1.904e-71												0	False	
KC292028.1_13	KC292028	KC292028.1	13	6398	7009	1	E			YP_008058377.1	YP_008058377.1 hypothetical protein M201_gp16 [Haloarcula californiae tailed virus 2]	True	0.936	400.0	9.29e-127												0	False	
KC292028.1_14	KC292028	KC292028.1	14	7116	7439	1	E			YP_008058379.1	YP_008058379.1 hypothetical protein M201_gp17 [Haloarcula californiae tailed virus 2]	False	0.935	212.0	2.3210000000000001e-63												0	False	
KC292028.1_15	KC292028	KC292028.1	15	7439	8254	1	C	K06223	DNA adenine methylase [EC:2.1.1.72]	YP_008058380.1	YP_008058380.1 DNA methyltransferase [Haloarcula californiae tailed virus 2]	True	1.0	585.0	2.58e-189								D12 class N6 adenine-specific DNA methyltransferase [PF02086.18]				0	False	
KC292028.1_16	KC292028	KC292028.1	16	8247	8603	1	E			YP_008058381.1	YP_008058381.1 hypothetical protein M201_gp19 [Haloarcula californiae tailed virus 2]	False	0.984	247.0	2.428e-75									VOG14633	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292028.1_17	KC292028	KC292028.1	17	8687	9007	1	E			YP_008058382.1	YP_008058382.1 hypothetical protein M201_gp20 [Haloarcula californiae tailed virus 2]	False	1.0	231.0	5.708e-70												1	False	
KC292028.1_18	KC292028	KC292028.1	18	9138	9461	1	E			YP_008058383.1	YP_008058383.1 hypothetical protein M201_gp21 [Haloarcula californiae tailed virus 2]	False	1.0	230.0	1.547e-69									VOG14451	REFSEQ hypothetical protein; Xu	Xu	1	False	
KC292028.1_19	KC292028	KC292028.1	19	9466	11130	1	C	K06909	phage terminase large subunit	YP_008058384.1	YP_008058384.1 terminase large subunit [Haloarcula californiae tailed virus 2]	True	1.0	1186.0	0.0								Phage terminase large subunit [PF04466.16]; Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
KC292028.1_20	KC292028	KC292028.1	20	11207	13567	1	D			YP_008058385.1	YP_008058385.1 portal protein [Haloarcula californiae tailed virus 2]	True	0.95	1570.0	0.0								Phage portal protein [PF04860.15]	VOG14462	REFSEQ portal protein; Xu	Xu	0	False	
KC292028.1_21	KC292028	KC292028.1	21	13567	13866	1	E			YP_008058386.1	YP_008058386.1 hypothetical protein M201_gp24 [Haloarcula californiae tailed virus 2]	False	0.955	201.0	1.096e-59												0	False	
KC292028.1_22	KC292028	KC292028.1	22	13866	15224	1	E			YP_008058387.1	YP_008058387.1 hypothetical protein M201_gp28 [Haloarcula californiae tailed virus 2]	True	0.974	929.0	4.22e-305									VOG26446	REFSEQ hypothetical protein; Xu	Xu	0	False	
