Name	Count
Glycolysis / Gluconeogenesis [PATH:ko00010]	36
Pyruvate metabolism [PATH:ko00620]	42
Fatty acid degradation [PATH:ko00071]	14
Tyrosine metabolism [PATH:ko00350]	24
Retinol metabolism [PATH:ko00830]	5
Chloroalkane and chloroalkene degradation [PATH:ko00625]	13
Naphthalene degradation [PATH:ko00626]	4
Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	5
Drug metabolism - cytochrome P450 [PATH:ko00982]	6
Glycine, serine and threonine metabolism [PATH:ko00260]	42
Cysteine and methionine metabolism [PATH:ko00270]	36
Lysine biosynthesis [PATH:ko00300]	12
Butanoate metabolism [PATH:ko00650]	26
Pentose and glucuronate interconversions [PATH:ko00040]	27
Fructose and mannose metabolism [PATH:ko00051]	29
Inositol phosphate metabolism [PATH:ko00562]	13
Streptomycin biosynthesis [PATH:ko00521]	9
Ascorbate and aldarate metabolism [PATH:ko00053]	18
Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	38
O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	20
Histidine metabolism [PATH:ko00340]	19
Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	24
Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	41
Synthesis and degradation of ketone bodies [PATH:ko00072]	3
Valine, leucine and isoleucine degradation [PATH:ko00280]	28
Citrate cycle (TCA cycle) [PATH:ko00020]	23
Carbon fixation in photosynthetic organisms [PATH:ko00710]	14
Carbon fixation pathways in prokaryotes [PATH:ko00720]	24
Methane metabolism [PATH:ko00680]	35
Two-component system [PATH:ko02020]	131
Glutathione metabolism [PATH:ko00480]	21
Peroxisome [PATH:ko04146]	9
Central carbon metabolism in cancer [PATH:ko05230]	7
Pentose phosphate pathway [PATH:ko00030]	35
Galactose metabolism [PATH:ko00052]	18
Diabetic cardiomyopathy [PATH:ko05415]	26
Exosome [BR:ko04147]	44
Steroid hormone biosynthesis [PATH:ko00140]	3
Enzymes with EC numbers	208
C5-Branched dibasic acid metabolism [PATH:ko00660]	7
Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	10
Pantothenate and CoA biosynthesis [PATH:ko00770]	19
Phenylalanine metabolism [PATH:ko00360]	28
Toluene degradation [PATH:ko00623]	4
Xylene degradation [PATH:ko00622]	6
Glycerophospholipid metabolism [PATH:ko00564]	28
Fatty acid biosynthesis [PATH:ko00061]	14
Biotin metabolism [PATH:ko00780]	10
Prodigiosin biosynthesis [PATH:ko00333]	3
Lipid biosynthesis proteins [BR:ko01004]	20
Polyketide sugar unit biosynthesis [PATH:ko00523]	4
Benzoate degradation [PATH:ko00362]	31
Peptidoglycan biosynthesis [PATH:ko00550]	19
Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	34
Purine metabolism [PATH:ko00230]	65
Drug metabolism - other enzymes [PATH:ko00983]	12
Vitamin B6 metabolism [PATH:ko00750]	7
Terpenoid backbone biosynthesis [PATH:ko00900]	11
Glycerolipid metabolism [PATH:ko00561]	19
Lysine degradation [PATH:ko00310]	17
Arginine and proline metabolism [PATH:ko00330]	40
Tryptophan metabolism [PATH:ko00380]	19
beta-Alanine metabolism [PATH:ko00410]	17
Insect hormone biosynthesis [PATH:ko00981]	1
Limonene and pinene degradation [PATH:ko00903]	5
Monobactam biosynthesis [PATH:ko00261]	9
HIF-1 signaling pathway [PATH:ko04066]	6
Pathogenic Escherichia coli infection [PATH:ko05130]	3
Salmonella infection [PATH:ko05132]	6
Alzheimer disease [PATH:ko05010]	23
Membrane trafficking [BR:ko04131]	12
Alanine, aspartate and glutamate metabolism [PATH:ko00250]	25
Nicotinate and nicotinamide metabolism [PATH:ko00760]	31
Propanoate metabolism [PATH:ko00640]	36
Aminobenzoate degradation [PATH:ko00627]	15
Arginine biosynthesis [PATH:ko00220]	24
Carbapenem biosynthesis [PATH:ko00332]	3
Glucagon signaling pathway [PATH:ko04922]	5
Fluorobenzoate degradation [PATH:ko00364]	4
Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]	10
