Name	Count
Coenzyme transport and metabolism	140
Amino acid transport and metabolism	193
Inorganic ion transport and metabolism	141
Nucleotide transport and metabolism	84
Translation, ribosomal structure and biogenesis	187
Lipid transport and metabolism	70
Carbohydrate transport and metabolism	153
Energy production and conversion	139
Posttranslational modification, protein turnover, chaperones	110
Cell motility	36
Transcription	88
General function prediction only	207
Replication, recombination and repair	98
Secondary metabolites biosynthesis, transport and catabolism	54
Intracellular trafficking, secretion, and vesicular transport	49
Cell cycle control, cell division, chromosome partitioning	40
Signal transduction mechanisms	91
Defense mechanisms	51
Cell wall/membrane/envelope biogenesis	129
Mobilome: prophages, transposons	24
Function unknown	237
Extracellular structures	9
