	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000028.1_1	QGNH01000028.1	QGNH01000028.1	1	1	213	-1	E																	0	False	F
QGNH01000028.1_2	QGNH01000028.1	QGNH01000028.1	2	214	1014	-1	E			YP_009273727.1	YP_009273727.1 replication protein [Pseudomonas phage YMC11/07/P54_PAE_BP]	False	0.499	92.0	3.365e-19									0	False	F
QGNH01000028.1_3	QGNH01000028.1	QGNH01000028.1	3	1158	1637	-1	E																	0	False	F
QGNH01000028.1_4	QGNH01000028.1	QGNH01000028.1	4	1634	1783	-1	E																	0	False	F
QGNH01000028.1_5	QGNH01000028.1	QGNH01000028.1	5	1784	2617	-1	E																	0	False	F
QGNH01000028.1_6	QGNH01000028.1	QGNH01000028.1	6	2695	3072	-1	E																	0	False	F
QGNH01000028.1_7	QGNH01000028.1	QGNH01000028.1	7	3190	4482	-1	C	K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	YP_004306459.1	YP_004306459.1 DNA methyltransferase [Burkholderia phage KL3]	False	0.516	341.0	4.67e-102	C-5 cytosine-specific DNA methylase [PF00145.20]					VOG00281	sp|P34877|MTSA_LACLC Type II methyltransferase M1.ScrFI; XhXp	Xp;Xh	0	False	MF
QGNH01000028.1_8	QGNH01000028.1	QGNH01000028.1	8	4626	4994	-1	D									Helix-turn-helix domain [PF12844.10]; Helix-turn-helix domain [PF13560.9]								0	False	F
QGNH01000028.1_9	QGNH01000028.1	QGNH01000028.1	9	4967	5101	-1	E																	0	False	F
QGNH01000028.1_10	QGNH01000028.1	QGNH01000028.1	10	5161	5376	-1	E																	0	False	
QGNH01000028.1_11	QGNH01000028.1	QGNH01000028.1	11	5435	5920	-1	E																	0	False	
QGNH01000028.1_12	QGNH01000028.1	QGNH01000028.1	12	5917	6144	-1	E																	0	False	
QGNH01000028.1_13	QGNH01000028.1	QGNH01000028.1	13	6184	6933	-1	E			YP_010114593.1	YP_010114593.1 exonuclease [Flavobacterium phage vB_FspM_immuto_2-6A]	False	0.329	95.0	1.9400000000000003e-20						VOG01274	REFSEQ exonuclease; Xu	Xu	0	False	
QGNH01000028.1_14	QGNH01000028.1	QGNH01000028.1	14	6912	7055	-1	E																	0	False	
QGNH01000028.1_15	QGNH01000028.1	QGNH01000028.1	15	7052	7687	-1	E																	0	False	
QGNH01000028.1_16	QGNH01000028.1	QGNH01000028.1	16	7674	7823	-1	E																	0	False	
QGNH01000028.1_17	QGNH01000028.1	QGNH01000028.1	17	7820	8203	-1	E																	0	False	
QGNH01000028.1_18	QGNH01000028.1	QGNH01000028.1	18	8200	8478	-1	E																	0	False	
QGNH01000028.1_19	QGNH01000028.1	QGNH01000028.1	19	8555	8713	-1	E																	0	False	
QGNH01000028.1_20	QGNH01000028.1	QGNH01000028.1	20	9532	10017	-1	E																	0	False	
QGNH01000028.1_21	QGNH01000028.1	QGNH01000028.1	21	10190	10405	1	E																	0	False	
QGNH01000028.1_22	QGNH01000028.1	QGNH01000028.1	22	10402	10575	1	E																	0	False	
