	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_048145_1	NC_048145	NC_048145	1	1	282	-1	E			YP_009853207.1	YP_009853207.1 hypothetical protein HWC75_gp095 [Salmonella phage 1-19]	False	0.959	192	1.174e-56									VOG02780	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048145_2	NC_048145	NC_048145	2	279	587	-1	E			YP_009853206.1	YP_009853206.1 hypothetical protein HWC75_gp096 [Salmonella phage 1-19]	False	0.984	214	3.743e-64									VOG05059	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048145_3	NC_048145	NC_048145	3	587	1198	-1	E			YP_009853205.1	YP_009853205.1 hypothetical protein HWC75_gp097 [Salmonella phage 1-19]	True	0.968	416	4.222e-132									VOG13408	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048145_4	NC_048145	NC_048145	4	1198	1383	-1	E			YP_009858209.1	YP_009858209.1 hypothetical protein HWD23_gp100 [Salmonella phage faergetype]	False	0.856	111	4.9970000000000006e-29									VOG17225	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048145_5	NC_048145	NC_048145	5	1383	1616	-1	E			YP_009818891.1	YP_009818891.1 hypothetical protein HOV02_gp004 [Salmonella phage 3-29]	False	0.9	147	2.45e-41									VOG17222	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048145_6	NC_048145	NC_048145	6	1616	1903	-1	E			YP_009804932.1	YP_009804932.1 hypothetical protein HOT59_gp105 [Salmonella phage S113]	False	0.968	196	5.4850000000000004e-58									VOG13410	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048145_7	NC_048145	NC_048145	7	2391	2813	-1	E			YP_009858206.1	YP_009858206.1 hypothetical protein HWD23_gp103 [Salmonella phage faergetype]	False	0.994	296	6.937e-92												0	False	F
NC_048145_8	NC_048145	NC_048145	8	2824	3207	-1	E			YP_009858205.1	YP_009858205.1 capsid and scaffold protein [Salmonella phage faergetype]	False	0.935	251	1.596e-76									VOG05012	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048145_9	NC_048145	NC_048145	9	3149	3616	-1	E			YP_009805864.1	YP_009805864.1 hypothetical protein HOT65_gp102 [Salmonella phage S133]	False	1.0	332	3.486e-104									VOG02784	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048145_10	NC_048145	NC_048145	10	3613	3813	-1	E			YP_009323752.1	YP_009323752.1 hypothetical protein BOX13_gp023 [Salmonella phage 118970_sal2]	False	1.0	143	2.436e-40									VOG13409	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048145_11	NC_048145	NC_048145	11	3914	4246	-1	E			YP_009858202.1	YP_009858202.1 hypothetical protein HWD23_gp107 [Salmonella phage faergetype]	False	0.981	230	1.792e-69									VOG13411	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048145_12	NC_048145	NC_048145	12	4236	4481	-1	E			YP_009852220.1	YP_009852220.1 hypothetical protein HWC67_gp026 [Salmonella phage 1-29]	False	0.88	151	1.7299999999999997e-42									VOG13312	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048145_13	NC_048145	NC_048145	13	4478	4759	-1	E			YP_009852221.1	YP_009852221.1 hypothetical protein HWC67_gp027 [Salmonella phage 1-29]	False	0.862	169	1.49e-48									VOG05070	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048145_14	NC_048145	NC_048145	14	4756	5154	-1	E			YP_009852222.1	YP_009852222.1 hypothetical protein HWC67_gp028 [Salmonella phage 1-29]	False	0.909	253	5.739e-77									VOG13412	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_048145_15	NC_048145	NC_048145	15	5154	5405	-1	E			YP_009145969.1	YP_009145969.1 hypothetical protein CPT_Stitch28 [Salmonella phage Stitch]	False	0.885	155	4.282e-44									VOG06697	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048145_16	NC_048145	NC_048145	16	5484	5915	-1	E			YP_009858526.1	YP_009858526.1 hypothetical protein HWD25_gp115 [Salmonella phage fuchur]	False	0.989	301	1.814e-93									VOG01076	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048145_17	NC_048145	NC_048145	17	6078	6668	-1	E			YP_009858525.1	YP_009858525.1 phosphoesterase [Salmonella phage fuchur]	True	0.999	416	2.207e-132									VOG31351	REFSEQ phosphoesterase; Xu	Xu	0	False	
NC_048145_18	NC_048145	NC_048145	18	6668	6874	-1	E			YP_009858524.1	YP_009858524.1 Rz-like spanin [Salmonella phage fuchur]	False	0.974	142	9.569e-40									VOG13313	REFSEQ Rz-like spanin; Xu	Xu	0	False	
NC_048145_19	NC_048145	NC_048145	19	6874	7242	-1	E			YP_009852227.1	YP_009852227.1 hypothetical protein HWC67_gp033 [Salmonella phage 1-29]	False	0.97	252	9.133e-77									VOG00577	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048145_20	NC_048145	NC_048145	20	7242	8105	-1	C	K07313	serine/threonine protein phosphatase 1 [EC:3.1.3.16]	YP_009852228.1	YP_009852228.1 NinI-like serine-threonine phosphatase [Salmonella phage 1-29]	True	1.0	624	1.12e-202								Calcineurin-like phosphoesterase [PF00149.31]; Calcineurin-like phosphoesterase superfamily domain [PF12850.10]				0	False	
NC_048145_21	NC_048145	NC_048145	21	8105	8485	-1	E			YP_009852229.1	YP_009852229.1 hypothetical protein HWC67_gp035 [Salmonella phage 1-29]	False	0.976	261	4.126e-80									VOG17226	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048145_22	NC_048145	NC_048145	22	8588	8878	-1	D			YP_009794865.1	YP_009794865.1 thioredoxin [Escherichia phage saus132]	False	0.983	201	6.891e-60								Thioredoxin [PF00085.23]; Thioredoxin domain [PF13192.9]; F plasmid transfer operon protein [PF13728.9]				0	False	
NC_048145_23	NC_048145	NC_048145	23	8871	9281	-1	E			YP_009852231.1	YP_009852231.1 hypothetical protein HWC67_gp037 [Salmonella phage 1-29]	False	0.926	266	2.072e-81									VOG05072	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048145_24	NC_048145	NC_048145	24	9357	9773	-1	E			YP_009804912.1	YP_009804912.1 hypothetical protein HOT59_gp125 [Salmonella phage S113]	False	0.922	269	2.501e-82									VOG17227	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048145_25	NC_048145	NC_048145	25	9849	10262	-1	C	K17733	peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]	YP_009804911.1	YP_009804911.1 endolysin [Salmonella phage S113]	False	0.979	285	4.147e-88	MER0030246	M15C	MER0030246 - L-alanyl-D-glutamate peptidase (bacteriophage T5) () [M15.022]#M15C#{peptidase unit: 3-137}~source Q8HA72~	False	0.96	275.0	2.818e-84	D-alanyl-D-alanine carboxypeptidase [PF13539.9]	VOG06894	sp|Q6QGP7|ENLYS_BPT5 L-alanyl-D-glutamate peptidase; XhXp	Xp;Xh	0	False	P
NC_048145_26	NC_048145	NC_048145	26	10259	10915	-1	D			YP_009859019.1	YP_009859019.1 holin [Salmonella phage atrejo]	True	0.94	432	2.08e-137								Bacteriophage T holin [PF11031.11]	VOG04001	sp|P10393|HOLIN_BPK3 Holin; XhXp	Xp;Xh	0	False	
NC_048145_27	NC_048145	NC_048145	27	11072	11671	-1	D			YP_009818912.1	YP_009818912.1 ATP-dependent protease [Salmonella phage 3-29]	True	0.978	413	4.353000000000001e-131	MER0030245	S14	MER0030245 - family S14 non-peptidase homologues () [S14.UNW]#S14#{peptidase unit: 40-169}~source AAX11975~	False	0.929	255.0	3.563e-76	Clp protease [PF00574.26]	VOG29271	REFSEQ head maturation protease; Xu	Xu	0	False	P
NC_048145_28	NC_048145	NC_048145	28	11684	12436	-1	C	K21500	Escherichia phage deoxynucleoside-5'-monophosphate kinase [EC:2.7.4.13]	YP_009818913.1	YP_009818913.1 deoxynucleoside monophosphate kinase [Salmonella phage 3-29]	True	0.989	524	8.503999999999999e-169									VOG02121	sp|Q7Y4Y9|DNMK_BPR69 Deoxynucleotide monophosphate kinase; Xh	Xh	0	False	
NC_048145_29	NC_048145	NC_048145	29	12720	13169	-1	E			YP_009805688.1	YP_009805688.1 Rz-like spanin [Salmonella phage S132]	False	0.921	289	2.291e-89									VOG00433	sp|P39504|SPAN1_BPT4 Spanin, inner membrane subunit; XhXp	Xp;Xh	0	False	
NC_048145_30	NC_048145	NC_048145	30	13126	13824	-1	E			YP_009805231.1	YP_009805231.1 hypothetical protein HOT61_gp122 [Salmonella phage S116]	True	0.97	476	1.847e-152									VOG01611	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048145_31	NC_048145	NC_048145	31	13970	14317	-1	E			YP_009804236.1	YP_009804236.1 hypothetical protein HOT53_gp129 [Salmonella phage SH9]	False	0.937	228	8.090000000000001e-69									VOG03315	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048145_32	NC_048145	NC_048145	32	14434	14718	-1	E			YP_009804235.1	YP_009804235.1 hypothetical protein HOT53_gp130 [Salmonella phage SH9]	False	0.943	188	2.123e-55									VOG13414	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048145_33	NC_048145	NC_048145	33	14715	15008	-1	E			YP_009858180.1	YP_009858180.1 hypothetical protein HWD23_gp129 [Salmonella phage faergetype]	False	1.0	207	6.312e-62									VOG05131	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048145_34	NC_048145	NC_048145	34	14962	15381	-1	E			YP_009853176.1	YP_009853176.1 hypothetical protein HWC75_gp126 [Salmonella phage 1-19]	False	0.967	285	4.567e-88									VOG13314	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048145_35	NC_048145	NC_048145	35	15374	15673	-1	E			YP_009853175.1	YP_009853175.1 hypothetical protein HWC75_gp127 [Salmonella phage 1-19]	False	0.93	195	1.256e-57									VOG13315	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048145_36	NC_048145	NC_048145	36	15666	15947	-1	E			YP_009853174.1	YP_009853174.1 hypothetical protein HWC75_gp128 [Salmonella phage 1-19]	False	1.0	202	3.157e-60									VOG00443	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048145_37	NC_048145	NC_048145	37	16024	16419	-1	E			YP_009853173.1	YP_009853173.1 hypothetical protein HWC75_gp129 [Salmonella phage 1-19]	False	1.0	291	1.982e-90									VOG13416	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048145_38	NC_048145	NC_048145	38	16478	16663	-1	E			YP_009818921.1	YP_009818921.1 hypothetical protein HOV02_gp034 [Salmonella phage 3-29]	False	0.964	126	2.136e-34									VOG13415	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048145_39	NC_048145	NC_048145	39	16728	17027	-1	E			YP_009851821.1	YP_009851821.1 hypothetical protein HWC64_gp140 [Salmonella phage OSY-STA]	False	1.0	216	4.847e-65									VOG10733	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_048145_40	NC_048145	NC_048145	40	17109	17477	-1	D			YP_009323784.1	YP_009323784.1 pyruvate formate-lyase [Salmonella phage 118970_sal2]	False	0.957	248	2.15e-75								Glycine radical [PF01228.24]	VOG04348	sp|P13316|GRCA_BPT4 Autonomous glycyl radical cofactor; Xh	Xh	0	False	
NC_048145_41	NC_048145	NC_048145	41	18006	18299	-1	E			YP_009851966.1	YP_009851966.1 hypothetical protein HWC65_gp164 [Salmonella phage 2-3]	False	0.981	203	2.044e-60												0	False	
NC_048145_42	NC_048145	NC_048145	42	18616	18837	-1	E			YP_009804346.1	YP_009804346.1 hypothetical protein HOT54_gp079 [Salmonella phage LVR16A]	False	1.0	158	2.838e-45									VOG13418	REFSEQ hypothetical protein; Xu	Xu	0	False	
