	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001401.1_1	QGNH01001401.1	QGNH01001401.1	1	2	373	-1	E			YP_024897.1	YP_024897.1 gp62 [Burkholderia phage BcepB1A]	False	0.478	108.0	8.442e-27									0	False	F
QGNH01001401.1_2	QGNH01001401.1	QGNH01001401.1	2	363	713	-1	D			YP_008059923.1	YP_008059923.1 HNH endonuclease [Mycobacterium phage WIVsmall]	False	0.465	86.0	3.018e-19	HNH endonuclease [PF13392.9]; Zinc-binding loop region of homing endonuclease [PF05551.14]					VOG00678	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
QGNH01001401.1_3	QGNH01001401.1	QGNH01001401.1	3	710	2350	-1	D			YP_007006398.1	YP_007006398.1 putative helicase [Vibrio phage vB_VchM-138]	True	0.414	423.0	2.149e-128	Helicase conserved C-terminal domain [PF00271.34]; Type III restriction enzyme, res subunit [PF04851.18]					VOG25107	REFSEQ DNA helicase; Xu	Xu	0	False	F
QGNH01001401.1_4	QGNH01001401.1	QGNH01001401.1	4	2471	3085	1	E																	0	False	F
QGNH01001401.1_5	QGNH01001401.1	QGNH01001401.1	5	3143	4225	1	D			YP_024901.1	YP_024901.1 exonuclease [Burkholderia phage BcepB1A]	False	0.311	167.0	2.121e-43	Protein of unknown function (DUF2800) [PF10926.11]					VOG00510	sp|O64262|VG69_BPMD2 Gene 69 protein; Xu	Xu	0	False	F
QGNH01001401.1_6	QGNH01001401.1	QGNH01001401.1	6	4222	4497	1	E																	0	False	F
QGNH01001401.1_7	QGNH01001401.1	QGNH01001401.1	7	4522	5424	1	E			YP_007006392.1	YP_007006392.1 Gp2.5-like ssDNA binding protein and ssDNA annealing protein [Vibrio phage vB_VchM-138]	False	0.418	159.0	1.672e-41						VOG00262	sp|P20313|SSB_BPT3 Single-stranded DNA-binding protein; Xr	Xr	0	False	VF
QGNH01001401.1_8	QGNH01001401.1	QGNH01001401.1	8	5550	7028	1	C	K02334	DNA polymerase bacteriophage-type [EC:2.7.7.7]	YP_010738866.1	YP_010738866.1 DNA polymerase I [Xanthomonas phage FMYAK-P1]	False	0.299	211.0	1.256e-56	DNA polymerase family A [PF00476.23]					VOG00693	sp|P06225|DPOL_BPSP2 DNA polymerase; XhXr	Xh;Xr	0	False	V
QGNH01001401.1_9	QGNH01001401.1	QGNH01001401.1	9	7033	7584	1	E			YP_010739243.1	YP_010739243.1 DNA polymerase I [Pseudomonas phage phiH2]	False	0.382	94.0	5.107e-21									0	False	
QGNH01001401.1_10	QGNH01001401.1	QGNH01001401.1	10	7581	8024	-1	D			YP_010053378.1	YP_010053378.1 tail assembly chaperone [Salmonella phage Segz_1]	False	0.333	63.0	1.073e-10	Protein of unknown function (DUF1353) [PF07087.14]					VOG00916	REFSEQ tail assembly chaperone; Xu	Xu	0	False	
QGNH01001401.1_11	QGNH01001401.1	QGNH01001401.1	11	8014	8760	-1	E																	0	False	
QGNH01001401.1_12	QGNH01001401.1	QGNH01001401.1	12	8798	9379	-1	C	K01185	lysozyme [EC:3.2.1.17]	YP_002284361.1	YP_002284361.1 endolysin [Pseudomonas phage PAJU2]	False	0.339	82.0	1.074e-16	Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm				0	False	
QGNH01001401.1_13	QGNH01001401.1	QGNH01001401.1	13	9472	10812	-1	E			YP_001950060.1	YP_001950060.1 tail fiber protein [Ralstonia phage phiRSL1]	False	0.345	117.0	4.03e-26									0	False	
QGNH01001401.1_14	QGNH01001401.1	QGNH01001401.1	14	10825	12612	-1	D			YP_010052736.1	YP_010052736.1 structural protein [Ralstonia phage Adzire]	False	0.383	129.0	2.314e-29	Protein of unknown function (DUF2612) [PF11041.11]; PASTA domain [PF03793.22]; Concanavalin A-like lectin/glucanases superfamily [PF13385.9]								0	False	MK
QGNH01001401.1_15	QGNH01001401.1	QGNH01001401.1	15	12612	14084	-1	D			YP_010052735.1	YP_010052735.1 hypothetical protein KE332_gp44 [Ralstonia phage Adzire]	False	0.338	265.0	4.489e-75	Baseplate J-like protein [PF04865.17]					VOG00521	sp|P51767|BPJ_BPP2 Baseplate protein J; XhXs	Xs;Xh	0	False	V
