	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000523.1_1	QGNH01000523.1	QGNH01000523.1	1	3	203	-1	E																		0	False	F
QGNH01000523.1_2	QGNH01000523.1	QGNH01000523.1	2	205	633	-1	E																		0	False	F
QGNH01000523.1_3	QGNH01000523.1	QGNH01000523.1	3	630	848	-1	E																		0	False	F
QGNH01000523.1_4	QGNH01000523.1	QGNH01000523.1	4	845	1258	-1	E																		0	False	F
QGNH01000523.1_5	QGNH01000523.1	QGNH01000523.1	5	1354	1656	-1	D														Helix-turn-helix domain [PF12844.10]; Helix-turn-helix domain [PF13560.9]; Helix-turn-helix [PF01381.25]				0	False	F
QGNH01000523.1_6	QGNH01000523.1	QGNH01000523.1	6	1754	1990	1	D														Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT [PF15943.8]				0	False	F
QGNH01000523.1_7	QGNH01000523.1	QGNH01000523.1	7	1987	2250	1	E																		0	False	F
QGNH01000523.1_8	QGNH01000523.1	QGNH01000523.1	8	2629	3174	1	E																		0	False	F
QGNH01000523.1_9	QGNH01000523.1	QGNH01000523.1	9	3171	3380	1	E																		0	False	F
QGNH01000523.1_10	QGNH01000523.1	QGNH01000523.1	10	3380	3598	1	E																		0	False	F
QGNH01000523.1_11	QGNH01000523.1	QGNH01000523.1	11	3595	3930	1	E																		0	False	F
QGNH01000523.1_12	QGNH01000523.1	QGNH01000523.1	12	3918	4127	1	E																		0	False	F
QGNH01000523.1_13	QGNH01000523.1	QGNH01000523.1	13	4189	4395	1	E																		0	False	F
QGNH01000523.1_14	QGNH01000523.1	QGNH01000523.1	14	4392	5354	1	D	YP_010773022.1	YP_010773022.1 DNA methyltransferase (endogenous virus) [Pseudomonas phage phiAH14a]	False	0.443	251.0	9.261e-73								DNA methylase [PF01555.21]				0	False	F
