	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000435.1_1	QGNH01000435.1	QGNH01000435.1	1	3	956	-1	D							Bifunctional DNA primase/polymerase, N-terminal [PF09250.14]; Primase C terminal 1 (PriCT-1) [PF08708.14]				0	False	F
QGNH01000435.1_2	QGNH01000435.1	QGNH01000435.1	2	956	1225	-1	D							'Cold-shock' DNA-binding domain [PF00313.25]				0	False	F
QGNH01000435.1_3	QGNH01000435.1	QGNH01000435.1	3	1349	1501	-1	E											0	False	F
QGNH01000435.1_4	QGNH01000435.1	QGNH01000435.1	4	1596	1943	-1	E											0	False	F
QGNH01000435.1_5	QGNH01000435.1	QGNH01000435.1	5	1953	2270	-1	E											0	False	F
QGNH01000435.1_6	QGNH01000435.1	QGNH01000435.1	6	2381	3310	-1	E											0	False	F
QGNH01000435.1_7	QGNH01000435.1	QGNH01000435.1	7	3303	3905	-1	E											0	False	F
QGNH01000435.1_8	QGNH01000435.1	QGNH01000435.1	8	3906	4358	-1	E											0	False	F
QGNH01000435.1_9	QGNH01000435.1	QGNH01000435.1	9	4355	4576	-1	E											0	False	F
QGNH01000435.1_10	QGNH01000435.1	QGNH01000435.1	10	4627	4848	-1	E											0	False	F
QGNH01000435.1_11	QGNH01000435.1	QGNH01000435.1	11	4845	5369	-1	E											0	False	F
QGNH01000435.1_12	QGNH01000435.1	QGNH01000435.1	12	5366	6088	-1	D							2OG-Fe(II) oxygenase superfamily [PF13532.9]	VOG01075	sp|Q5UR03|YL905_MIMIV Uncharacterized protein L905; Xu	Xu	0	False	MK
QGNH01000435.1_13	QGNH01000435.1	QGNH01000435.1	13	6160	6849	-1	E											0	False	
QGNH01000435.1_14	QGNH01000435.1	QGNH01000435.1	14	6846	7340	-1	E											0	False	
QGNH01000435.1_15	QGNH01000435.1	QGNH01000435.1	15	7862	8101	1	E											0	False	
QGNH01000435.1_16	QGNH01000435.1	QGNH01000435.1	16	8185	8529	1	E											0	False	
QGNH01000435.1_17	QGNH01000435.1	QGNH01000435.1	17	8548	8940	1	E											0	False	
QGNH01000435.1_18	QGNH01000435.1	QGNH01000435.1	18	9211	9549	1	E											0	False	
QGNH01000435.1_19	QGNH01000435.1	QGNH01000435.1	19	9633	10064	1	E											0	False	
QGNH01000435.1_20	QGNH01000435.1	QGNH01000435.1	20	10402	11856	1	E											0	False	
QGNH01000435.1_21	QGNH01000435.1	QGNH01000435.1	21	11918	12133	1	E											1	False	
QGNH01000435.1_22	QGNH01000435.1	QGNH01000435.1	22	12319	12744	1	E											0	False	
QGNH01000435.1_23	QGNH01000435.1	QGNH01000435.1	23	12842	13084	1	E											0	False	
QGNH01000435.1_24	QGNH01000435.1	QGNH01000435.1	24	13077	13328	1	E											0	False	
QGNH01000435.1_25	QGNH01000435.1	QGNH01000435.1	25	14274	14459	1	E											0	False	
QGNH01000435.1_26	QGNH01000435.1	QGNH01000435.1	26	14446	14874	1	E											0	False	
QGNH01000435.1_27	QGNH01000435.1	QGNH01000435.1	27	14871	15323	1	E											0	False	
QGNH01000435.1_28	QGNH01000435.1	QGNH01000435.1	28	15541	16122	1	E											0	False	
QGNH01000435.1_29	QGNH01000435.1	QGNH01000435.1	29	16182	16658	1	E											0	False	
QGNH01000435.1_30	QGNH01000435.1	QGNH01000435.1	30	16655	18067	1	E											0	False	
QGNH01000435.1_31	QGNH01000435.1	QGNH01000435.1	31	18088	18441	1	D							Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF13560.9]				0	False	
QGNH01000435.1_32	QGNH01000435.1	QGNH01000435.1	32	18535	18666	1	E											0	False	
QGNH01000435.1_33	QGNH01000435.1	QGNH01000435.1	33	18675	18935	1	E											0	False	
QGNH01000435.1_34	QGNH01000435.1	QGNH01000435.1	34	19151	20347	1	D	YP_009953733.1	YP_009953733.1 integrase [Mycobacterium Phage Niklas]	False	74.0	8.865e-13	0.215	Phage integrase family [PF00589.25]	VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	False	V
QGNH01000435.1_35	QGNH01000435.1	QGNH01000435.1	35	20344	20907	-1	E											0	False	
QGNH01000435.1_36	QGNH01000435.1	QGNH01000435.1	36	20904	21737	-1	E											0	False	
QGNH01000435.1_37	QGNH01000435.1	QGNH01000435.1	37	22189	22434	-1	E											0	False	
QGNH01000435.1_38	QGNH01000435.1	QGNH01000435.1	38	22521	23075	-1	E											0	False	
QGNH01000435.1_39	QGNH01000435.1	QGNH01000435.1	39	23377	23676	-1	E											0	False	
QGNH01000435.1_40	QGNH01000435.1	QGNH01000435.1	40	23711	24154	-1	E											0	False	
QGNH01000435.1_41	QGNH01000435.1	QGNH01000435.1	41	24215	25477	-1	D							Ice-binding-like [PF11999.11]				0	False	
QGNH01000435.1_42	QGNH01000435.1	QGNH01000435.1	42	25532	27850	-1	E								VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xr;Xh	0	False	V
QGNH01000435.1_43	QGNH01000435.1	QGNH01000435.1	43	27984	28166	-1	E											0	False	
QGNH01000435.1_44	QGNH01000435.1	QGNH01000435.1	44	28286	28606	1	E											0	False	
QGNH01000435.1_45	QGNH01000435.1	QGNH01000435.1	45	28632	29228	1	E											0	False	
QGNH01000435.1_46	QGNH01000435.1	QGNH01000435.1	46	29200	29364	-1	E											0	False	
QGNH01000435.1_47	QGNH01000435.1	QGNH01000435.1	47	29380	30957	-1	E											0	False	
QGNH01000435.1_48	QGNH01000435.1	QGNH01000435.1	48	30957	33038	-1	E											0	False	F
QGNH01000435.1_49	QGNH01000435.1	QGNH01000435.1	49	33060	33239	-1	E											0	False	F
QGNH01000435.1_50	QGNH01000435.1	QGNH01000435.1	50	33267	33857	-1	E											0	False	F
QGNH01000435.1_51	QGNH01000435.1	QGNH01000435.1	51	33904	34506	-1	E											0	False	F
QGNH01000435.1_52	QGNH01000435.1	QGNH01000435.1	52	34536	35030	-1	E											0	False	F
QGNH01000435.1_53	QGNH01000435.1	QGNH01000435.1	53	35143	35667	1	E											0	False	F
QGNH01000435.1_54	QGNH01000435.1	QGNH01000435.1	54	36439	37608	-1	E											0	False	F
