	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
NC_070760_NC_070760_1	NC_070760	NC_070760	1	1	1452	1	C	K06909	phage terminase large subunit	Terminase RNAseH like domain [PF17288.5]	0
NC_070760_NC_070760_2	NC_070760	NC_070760	2	1462	2961	1	E				0
NC_070760_NC_070760_3	NC_070760	NC_070760	3	2961	5015	1	E				0
NC_070760_NC_070760_4	NC_070760	NC_070760	4	5058	5780	1	E				0
NC_070760_NC_070760_5	NC_070760	NC_070760	5	5809	6210	1	E				0
NC_070760_NC_070760_6	NC_070760	NC_070760	6	6225	7406	1	E				0
NC_070760_NC_070760_7	NC_070760	NC_070760	7	7479	7859	1	D			SAP domain [PF02037.30]	0
NC_070760_NC_070760_8	NC_070760	NC_070760	8	8015	8242	1	E				0
NC_070760_NC_070760_9	NC_070760	NC_070760	9	8239	8610	1	E				0
NC_070760_NC_070760_10	NC_070760	NC_070760	10	8603	8959	1	E				0
NC_070760_NC_070760_11	NC_070760	NC_070760	11	8956	9348	1	E				0
NC_070760_NC_070760_12	NC_070760	NC_070760	12	9350	9745	1	E				0
NC_070760_NC_070760_13	NC_070760	NC_070760	13	9779	9901	-1	E				0
NC_070760_NC_070760_14	NC_070760	NC_070760	14	9975	10520	1	E				0
NC_070760_NC_070760_15	NC_070760	NC_070760	15	10559	11137	1	E				0
NC_070760_NC_070760_16	NC_070760	NC_070760	16	11353	15414	1	D			Phage-related minor tail protein [PF10145.12]	0
NC_070760_NC_070760_17	NC_070760	NC_070760	17	15414	17996	1	E				0
NC_070760_NC_070760_18	NC_070760	NC_070760	18	17989	19074	1	D			Domain of unknown function (DUF5047) [PF16466.8]	0
NC_070760_NC_070760_19	NC_070760	NC_070760	19	19074	19919	1	E				0
NC_070760_NC_070760_20	NC_070760	NC_070760	20	19932	20447	1	E				0
NC_070760_NC_070760_21	NC_070760	NC_070760	21	20463	20921	1	E				0
NC_070760_NC_070760_22	NC_070760	NC_070760	22	20918	21247	1	E				0
NC_070760_NC_070760_23	NC_070760	NC_070760	23	21256	22266	1	E				0
NC_070760_NC_070760_24	NC_070760	NC_070760	24	22429	23130	1	E				0
NC_070760_NC_070760_25	NC_070760	NC_070760	25	23558	24022	1	E				0
NC_070760_NC_070760_26	NC_070760	NC_070760	26	24098	24658	1	E				0
NC_070760_NC_070760_27	NC_070760	NC_070760	27	24749	25111	1	E				0
NC_070760_NC_070760_28	NC_070760	NC_070760	28	25144	25626	1	E				0
NC_070760_NC_070760_29	NC_070760	NC_070760	29	25623	26021	1	E				0
NC_070760_NC_070760_30	NC_070760	NC_070760	30	26104	26463	1	E				0
NC_070760_NC_070760_31	NC_070760	NC_070760	31	26575	26889	1	E				0
NC_070760_NC_070760_32	NC_070760	NC_070760	32	26883	27122	1	E				0
NC_070760_NC_070760_33	NC_070760	NC_070760	33	27115	27645	1	E				0
NC_070760_NC_070760_34	NC_070760	NC_070760	34	27645	27839	1	E				0
NC_070760_NC_070760_35	NC_070760	NC_070760	35	27851	28114	1	E				0
NC_070760_NC_070760_36	NC_070760	NC_070760	36	28129	29247	1	D			Protein of unknown function (DUF2786) [PF10979.11]	0
NC_070760_NC_070760_37	NC_070760	NC_070760	37	29250	29483	1	E				0
NC_070760_NC_070760_38	NC_070760	NC_070760	38	29480	30064	1	D			Family of unknown function (DUF6011) [PF19474.2]	0
NC_070760_NC_070760_39	NC_070760	NC_070760	39	30197	30448	1	E				0
NC_070760_NC_070760_40	NC_070760	NC_070760	40	30399	30590	1	E				0
NC_070760_NC_070760_41	NC_070760	NC_070760	41	30596	32524	1	D			SNF2-related domain [PF00176.26]	0
NC_070760_NC_070760_42	NC_070760	NC_070760	42	32524	32811	1	E				0
NC_070760_NC_070760_43	NC_070760	NC_070760	43	32939	33472	1	E				0
NC_070760_NC_070760_44	NC_070760	NC_070760	44	33478	34599	1	D			PD-(D/E)XK nuclease superfamily [PF12705.10]	0
NC_070760_NC_070760_45	NC_070760	NC_070760	45	34596	34784	1	E				0
NC_070760_NC_070760_46	NC_070760	NC_070760	46	34784	35608	1	D			AAA domain [PF13479.9]	0
