	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
NC_048672.1_NC_048672.1_1	NC_048672.1	NC_048672.1	1	911	1138	1	E				0
NC_048672.1_NC_048672.1_2	NC_048672.1	NC_048672.1	2	1213	1467	1	E				0
NC_048672.1_NC_048672.1_3	NC_048672.1	NC_048672.1	3	1535	1918	1	E				0
NC_048672.1_NC_048672.1_4	NC_048672.1	NC_048672.1	4	2101	2691	1	E				0
NC_048672.1_NC_048672.1_5	NC_048672.1	NC_048672.1	5	2658	2927	1	E				0
NC_048672.1_NC_048672.1_6	NC_048672.1	NC_048672.1	6	2947	3159	1	D			Helix-turn-helix domain [PF14090.9]	0
NC_048672.1_NC_048672.1_7	NC_048672.1	NC_048672.1	7	3156	3368	1	E				0
NC_048672.1_NC_048672.1_8	NC_048672.1	NC_048672.1	8	3361	3588	1	E				0
NC_048672.1_NC_048672.1_9	NC_048672.1	NC_048672.1	9	3670	3819	1	E				0
NC_048672.1_NC_048672.1_10	NC_048672.1	NC_048672.1	10	3819	4490	1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	Thymidylate synthase complementing protein [PF02511.18]	0
NC_048672.1_NC_048672.1_11	NC_048672.1	NC_048672.1	11	4487	4639	1	E				0
NC_048672.1_NC_048672.1_12	NC_048672.1	NC_048672.1	12	4774	5151	1	E				0
NC_048672.1_NC_048672.1_13	NC_048672.1	NC_048672.1	13	5151	5387	1	E				0
NC_048672.1_NC_048672.1_14	NC_048672.1	NC_048672.1	14	5389	5577	1	E				0
NC_048672.1_NC_048672.1_15	NC_048672.1	NC_048672.1	15	5692	7260	1	D			DnaB-like helicase C terminal domain [PF03796.18]; Toprim-like [PF13155.9]	0
NC_048672.1_NC_048672.1_16	NC_048672.1	NC_048672.1	16	7266	7613	1	E				0
NC_048672.1_NC_048672.1_17	NC_048672.1	NC_048672.1	17	7597	9339	1	D			DNA polymerase family A [PF00476.23]	0
NC_048672.1_NC_048672.1_18	NC_048672.1	NC_048672.1	18	9398	9934	1	E				0
NC_048672.1_NC_048672.1_19	NC_048672.1	NC_048672.1	19	9927	10367	1	E				0
NC_048672.1_NC_048672.1_20	NC_048672.1	NC_048672.1	20	10369	11232	1	E				0
NC_048672.1_NC_048672.1_21	NC_048672.1	NC_048672.1	21	11225	11626	1	C	K21525	Escherichia phage endonuclease I [EC:3.1.21.2]	Phage endonuclease I [PF05367.14]	0
NC_048672.1_NC_048672.1_22	NC_048672.1	NC_048672.1	22	11619	11804	1	E				0
NC_048672.1_NC_048672.1_23	NC_048672.1	NC_048672.1	23	11791	12102	1	D			MazG nucleotide pyrophosphohydrolase domain [PF03819.20]	0
NC_048672.1_NC_048672.1_24	NC_048672.1	NC_048672.1	24	12099	12278	1	D			Domain of unknown function (DUF1127) [PF06568.14]	0
NC_048672.1_NC_048672.1_25	NC_048672.1	NC_048672.1	25	12275	14293	1	D			Ribonucleotide reductase alpha domain [PF17975.4]; Ribonucleotide reductase, barrel domain [PF02867.18]	0
NC_048672.1_NC_048672.1_26	NC_048672.1	NC_048672.1	26	14356	14592	1	D			Glutaredoxin [PF00462.27]	0
NC_048672.1_NC_048672.1_27	NC_048672.1	NC_048672.1	27	14576	15025	1	E				0
NC_048672.1_NC_048672.1_28	NC_048672.1	NC_048672.1	28	15022	15729	1	C	K06217	phosphate starvation-inducible protein PhoH and related proteins	PhoH-like protein [PF02562.19]; AAA domain [PF13604.9]; AAA domain [PF13245.9]	0
NC_048672.1_NC_048672.1_29	NC_048672.1	NC_048672.1	29	15730	15918	1	E				0
NC_048672.1_NC_048672.1_30	NC_048672.1	NC_048672.1	30	16124	16384	-1	E				0
NC_048672.1_NC_048672.1_31	NC_048672.1	NC_048672.1	31	16377	16715	-1	E				0
NC_048672.1_NC_048672.1_32	NC_048672.1	NC_048672.1	32	16715	17488	-1	E				0
NC_048672.1_NC_048672.1_33	NC_048672.1	NC_048672.1	33	17488	18168	-1	E				0
NC_048672.1_NC_048672.1_34	NC_048672.1	NC_048672.1	34	18143	20176	-1	E				0
NC_048672.1_NC_048672.1_35	NC_048672.1	NC_048672.1	35	20180	24643	-1	E				0
NC_048672.1_NC_048672.1_36	NC_048672.1	NC_048672.1	36	24657	25154	-1	E				0
NC_048672.1_NC_048672.1_37	NC_048672.1	NC_048672.1	37	25156	25614	-1	E				0
NC_048672.1_NC_048672.1_38	NC_048672.1	NC_048672.1	38	25592	27715	-1	E				0
NC_048672.1_NC_048672.1_39	NC_048672.1	NC_048672.1	39	27684	28001	-1	E				0
NC_048672.1_NC_048672.1_40	NC_048672.1	NC_048672.1	40	27988	28737	-1	E				0
NC_048672.1_NC_048672.1_41	NC_048672.1	NC_048672.1	41	28739	29311	-1	E				0
NC_048672.1_NC_048672.1_42	NC_048672.1	NC_048672.1	42	29426	30367	-1	D			P22 coat protein - gene protein 5 [PF11651.11]	0
NC_048672.1_NC_048672.1_43	NC_048672.1	NC_048672.1	43	30380	31147	-1	E				0
NC_048672.1_NC_048672.1_44	NC_048672.1	NC_048672.1	44	31150	31392	-1	E				0
NC_048672.1_NC_048672.1_45	NC_048672.1	NC_048672.1	45	31389	33182	-1	E				0
NC_048672.1_NC_048672.1_46	NC_048672.1	NC_048672.1	46	33244	34788	-1	D			Terminase RNaseH-like domain [PF17289.5]	0
NC_048672.1_NC_048672.1_47	NC_048672.1	NC_048672.1	47	34900	35490	-1	E				0
NC_048672.1_NC_048672.1_48	NC_048672.1	NC_048672.1	48	35490	35696	-1	E				0
NC_048672.1_NC_048672.1_49	NC_048672.1	NC_048672.1	49	35693	36091	-1	D			Phage tail assembly chaperone protein [PF16778.8]	0
NC_048672.1_NC_048672.1_50	NC_048672.1	NC_048672.1	50	36099	36668	-1	D			Phage Tail Collar Domain [PF07484.15]	0
NC_048672.1_NC_048672.1_51	NC_048672.1	NC_048672.1	51	36665	37042	-1	D			Phage tail assembly chaperone protein [PF16778.8]	0
NC_048672.1_NC_048672.1_52	NC_048672.1	NC_048672.1	52	37042	37446	-1	E				0
NC_048672.1_NC_048672.1_53	NC_048672.1	NC_048672.1	53	37448	39247	-1	E				0
NC_048672.1_NC_048672.1_54	NC_048672.1	NC_048672.1	54	39249	39740	-1	E				0
