	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_049399_NC_049399_1	NC_049399	NC_049399	1	252	776	1	D										Putative bacteriophage terminase small subunit [PF07141.14]	0
NC_049399_NC_049399_2	NC_049399	NC_049399	2	773	922	1	E											0
NC_049399_NC_049399_3	NC_049399	NC_049399	3	873	1235	1	D										HNH endonuclease [PF13392.9]	0
NC_049399_NC_049399_4	NC_049399	NC_049399	4	1237	2859	1	D										Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]	0
NC_049399_NC_049399_5	NC_049399	NC_049399	5	2849	3133	1	C	K07451	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]								HNH endonuclease [PF01844.26]	1
NC_049399_NC_049399_6	NC_049399	NC_049399	6	3146	4282	1	D										Phage portal protein [PF04860.15]	0
NC_049399_NC_049399_7	NC_049399	NC_049399	7	4263	4799	1	C	K06904	uncharacterized protein	MER0079954	S78	MER0079954 - family S78 unassigned peptidases () [S78.UPW]#S78#{peptidase unit: 6-142}~source ABB77626~	False	277.0	2.938e-84	0.955	Caudovirus prohead serine protease [PF04586.20]	0
NC_049399_NC_049399_8	NC_049399	NC_049399	8	4792	5973	1	E											0
NC_049399_NC_049399_9	NC_049399	NC_049399	9	5994	6257	1	E											0
NC_049399_NC_049399_10	NC_049399	NC_049399	10	6257	6571	1	E											0
NC_049399_NC_049399_11	NC_049399	NC_049399	11	6568	7065	1	D										HNH endonuclease [PF13392.9]	0
NC_049399_NC_049399_12	NC_049399	NC_049399	12	7055	7393	1	E											0
NC_049399_NC_049399_13	NC_049399	NC_049399	13	7390	7749	1	E											0
NC_049399_NC_049399_14	NC_049399	NC_049399	14	7762	8667	1	D										Phage tail tube protein [PF06488.14]; Phage tail tube protein C-terminal domain [PF20608.1]	0
NC_049399_NC_049399_15	NC_049399	NC_049399	15	8707	8982	1	E											0
NC_049399_NC_049399_16	NC_049399	NC_049399	16	9002	9514	1	E											0
NC_049399_NC_049399_17	NC_049399	NC_049399	17	9514	12273	1	D										Tape measure protein [PF20155.2]	0
NC_049399_NC_049399_18	NC_049399	NC_049399	18	12273	13169	1	E											0
NC_049399_NC_049399_19	NC_049399	NC_049399	19	13169	14296	1	D										Phage tail base-plate attachment protein of Caudovirales ORF16 [PF16792.8]	0
NC_049399_NC_049399_20	NC_049399	NC_049399	20	14286	14579	1	E											0
