locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_014229_98_565_+					phrog_226	VOG00726	VOG:VOG00726	155	1.5e-25	81.4		sp|O64201|VG05_BPMD2 Gene 5 protein
NC_014229_558_2168_+			COG4626		phrog_19179, phrog_21277	VOG00185	PHROG:phrog_19179	536	7.2e-147	480.0		terminase large subunit
NC_014229_2181_3668_+					phrog_104	VOG00109	PHROG:phrog_104	495	5.3e-119	389.2		portal protein
NC_014229_3736_4287_+					phrog_1522	VOG00912	PHROG:phrog_1522	183	7.4e-53	171.3		head maturation protease
NC_014229_4319_4546_+												Hypothetical
NC_014229_4637_5314_+					phrog_4708	VOG01050	VOG:VOG01050	225	1.1e-87	285.3		REFSEQ head scaffolding protein
NC_014229_5351_6226_+					phrog_267	VOG00529	PHROG:phrog_267	291	1.3e-72	235.9		major head protein
NC_014229_6309_6491_+												Hypothetical
NC_014229_6506_7102_+					phrog_442	VOG00699	VOG:VOG00699	198	2e-36	117.4		REFSEQ head-tail adaptor
NC_014229_7099_7437_+			COG5614		phrog_25	VOG00080	COG:COG5614	112	1.1e-16	52.1		; 
NC_014229_7450_7773_+					phrog_16194	VOG25224	VOG:VOG25224	107	3.1e-56	179.9		REFSEQ tail protein
NC_014229_7794_8141_+					phrog_5	VOG00130	VOG:VOG00130	115	1.3e-23	75.7		REFSEQ tail completion or Neck1 protein
NC_014229_8143_8547_+					phrog_176	VOG00447	VOG:VOG00447	134	4.9e-33	105.3		sp|O48448|COMPL_BPSPP Tail completion protein gp17
NC_014229_8565_8987_+			COG5437		phrog_158	VOG00377	VOG:VOG00377	140	2.7e-46	148.9		sp|P85503|STRU3_BPPAJ Structural protein 3
NC_014229_8991_9356_+					phrog_344	VOG04743	VOG:VOG04743	121	3.6e-39	126.1		REFSEQ tail protein
NC_014229_9407_9709_+					phrog_337	VOG04743	VOG:VOG04743	100	3.4e-38	122.8		REFSEQ tail protein
NC_014229_9706_11628_+			COG5412		phrog_305		PHROG:phrog_305	640	8.7e-68	195.8		tail length tape measure protein
NC_014229_11644_14799_+					phrog_5313	VOG34341	VOG:VOG34341	1051	0	2130.9		REFSEQ gp38
NC_014229_14866_16452_+		K07218	COG5434		phrog_2234	VOG01982	PHROG:phrog_2234	528	1.5e-149	490.5		tail spike protein
NC_014229_16536_17432_+					phrog_17214	VOG01249	PHROG:phrog_17214	298	3.4e-132	287.3		endolysin
NC_014229_17450_17689_+					phrog_5225	VOG22149	VOG:VOG22149	79	2.5e-46	147.2		REFSEQ hypothetical protein
NC_014229_17697_17885_+												Hypothetical
NC_014229_17942_18490_+		K19797			phrog_139	VOG02121	VOG:VOG02121	182	8e-48	154.6		sp|Q7Y4Y9|DNMK_BPR69 Deoxynucleotide monophosphate kinase
NC_014229_19051_19908_+					phrog_298	VOG00890	PHROG:phrog_298	285	1.2e-48	157.2		exonuclease
NC_014229_19911_20138_+					phrog_38231	VOG31805	VOG:VOG31805	75	1.1e-49	158.1		REFSEQ gp2
NC_014229_20337_21287_+	K00390	K00390	COG0175		phrog_424	VOG22642	VOG:VOG22642	316	3.2e-130	424.7		REFSEQ phosphoadenosine phosphosulfate reductase
NC_014229_21332_21664_+												Hypothetical
NC_014229_21806_22309_+					phrog_1106	VOG00404	VOG:VOG00404	167	6.2e-36	114.9		sp|P39416|Y00F_BPT4 Uncharacterized 19.7 kDa protein in motB-dexA intergenic region
NC_014229_22365_23072_+					phrog_9220	VOG09467	PHROG:phrog_9220	235	5.3e-90	292.5		unknown function
NC_014229_23075_23248_+					phrog_14927	VOG09524	VOG:VOG09524	57	3.9e-28	88.5		REFSEQ hypothetical protein
NC_014229_23321_23488_+					phrog_27777	VOG09530	VOG:VOG09530	55	1.7e-12	38.5		REFSEQ hypothetical protein
NC_014229_23574_23912_-												Hypothetical
NC_014229_23951_24565_+						VOG34342	VOG:VOG34342	204	1.5e-119	388.7		REFSEQ gp8
NC_014229_24653_24847_+												Hypothetical
NC_014229_25051_25515_+					phrog_244	VOG00684	VOG:VOG00684	154	1.5e-34	111.3		sp|O48499|D14_BPT5 Protein D14
NC_014229_25621_28125_+		K06919	COG3378		phrog_6088	VOG00138	PHROG:phrog_6088	834	9.2e-298	980.9		DNA primase
NC_014229_28284_30140_+	K02335	K02335	COG0749		phrog_17	VOG00075	VOG:VOG00075	618	1.8e-130	427.9		sp|O64235|DPOL_BPMD2 DNA polymerase
NC_014229_30375_31697_+					phrog_15865	VOG02034	PHROG:phrog_15865	440	3.8e-147	481.6		RNA polymerase sigma factor
NC_014229_31790_32200_+						VOG34343	VOG:VOG34343	136	4.3e-81	261.6		REFSEQ gp14
NC_014229_32286_33056_+					phrog_733	VOG34344	VOG:VOG34344	256	1.1e-157	514.5		REFSEQ excisionase
NC_014229_33088_33852_+		K06400	COG1961		phrog_95	VOG00303	VOG:VOG00303	254	2.7e-26	83.7		sp|P03014|PINE_ECOLI Serine recombinase PinE
NC_014229_34052_34429_+					phrog_1271		PHROG:phrog_1271	125	2.6e-11	34.7		HNH endonuclease
NC_014229_34426_35082_+	K07451	K07451	COG1403		phrog_1035	VOG00049	PHROG:phrog_1035	218	9.2e-36	115.1		endonuclease VII
NC_014229_35149_35535_+					phrog_2697	VOG04333	VOG:VOG04333	128	6.7e-19	60.0		sp|Q05245|VG35_BPML5 Gene 35 protein
NC_014229_36222_36452_+					phrog_3555	VOG09535	VOG:VOG09535	76	6.3e-42	133.1		REFSEQ hypothetical protein
