target	query	e-value	score	length	start	end
CP001157.1_3867639_3868508_-	K01039	3.2e-123	407.7	289	1	287
CP001157.1_5249276_5249974_-	K01028	1.4e-127	421.9	232	5	231
CP001157.1_3494663_3497503_-	K08086	8.6e-115	382.1	946	1	945
CP001157.1_4906723_4908798_+	K03655	1.3e-235	781.4	691	8	683
CP001157.1_4309829_4311766_+	K01895	0	1116.7	645	8	642
CP001157.1_3527727_3529688_-	K01895	0	1077.0	627	1	619
CP001157.1_4480623_4481840_-	K00666	6.9e-79	262.2	405	25	374
CP001157.1_4242561_4244420_-	K12508	8.4e-250	827.3	619	9	612
CP001157.1_4480023_4480595_-	K00666	3.1e-48	161.0	190	2	177
CP001157.1_4400674_4401828_-	K01897	2.5e-20	68.9	384	13	353
CP001157.1_4686563_4687210_+	K10914	6.2e-59	196.9	215	14	207
CP001157.1_4655448_4656902_-	K03151	1.5e-153	509.2	484	2	483
CP001157.1_4830605_4831837_-	K02498	7.4e-98	325.3	401	2	394
CP001157.1_4183258_4184997_+	K23424	7.3e-30	69.0	579	245	499
CP001157.1_4724752_4725075_-	K09667	4.7e-09	31.6	107	8	84
CP001157.1_4579418_4580659_+	K08224	2.5e-170	564.2	413	14	408
CP001157.1_3656368_3657576_-	K19577	1.5e-83	277.8	379	1	368
CP001157.1_3657573_3658799_-	K08159	4.6e-74	245.9	408	8	382
CP001157.1_5054998_5056362_+	K08225	4.1e-76	252.9	454	38	437
CP001157.1_4258195_4259871_-	K08217	8.6e-67	222.1	558	24	422
CP001157.1_4223093_4224502_-	K08137	2.9e-139	461.0	469	22	459
CP001157.1_3623450_3624736_+	K03445	1.6e-95	316.8	428	39	419
CP001157.1_4046727_4048127_+	K18326	1.4e-98	327.1	466	13	442
CP001157.1_5213706_5215010_-	K08194	2.5e-169	560.5	434	13	432
CP001157.1_3441972_3443414_-	K08138	4.5e-151	500.3	480	4	467
CP001157.1_4743309_4744631_-	K13021	6.9e-96	318.1	440	31	437
CP001157.1_5072765_5074222_+	K08138	3.3e-194	642.5	485	9	467
CP001157.1_3648318_3649796_-	K08167	2.3e-156	518.8	492	3	488
CP001157.1_3661086_3662315_-	K19577	1.3e-111	370.5	409	11	398
CP001157.1_5182254_5183609_-	K08191	1.4e-157	521.8	451	32	447
CP001157.1_3539727_3541016_+	K08219	1.2e-65	218.2	429	5	373
CP001157.1_4239297_4240520_-	K05819	5.5e-164	542.0	407	16	406
CP001157.1_3845075_3846280_+	K08224	5.6e-43	143.6	401	16	388
CP001157.1_5228812_5230068_+	K02532	1.2e-149	494.9	418	2	393
CP001157.1_5212337_5213659_-	K13021	7e-156	515.9	440	8	427
CP001157.1_4984208_4985509_+	K13021	6e-162	535.8	433	4	423
CP001157.1_4740164_4741582_+	K08173	3.6e-179	592.7	472	21	465
CP001157.1_3452075_3453301_+	K18567	4.9e-21	71.3	408	23	388
CP001157.1_4565974_4567179_+	K19577	2.2e-21	72.9	401	9	386
CP001157.1_3383592_3384500_-	K02227	1.5e-111	369.4	292	2	286
CP001157.1_4543424_4545955_-	K00826	9.6e-93	308.3	307	7	304
CP001157.1_3856890_3858170_+	K16517	2.6e-190	629.1	426	18	425
CP001157.1_4988495_4989769_+	K16517	1.1e-185	613.9	424	1	423
CP001157.1_3858702_3859970_+	K16517	4.9e-165	545.9	422	14	421
CP001157.1_4951297_4952565_-	K18093	1.1e-124	413.1	422	4	419
CP001157.1_4989948_4991186_+	K18093	3.9e-117	388.3	412	14	409
CP001157.1_5021653_5022978_-	K18093	4.6e-99	328.6	441	10	438
CP001157.1_4236725_4238008_-	K18093	8.8e-101	334.3	427	25	426
CP001157.1_4053153_4054511_-	K18093	4.9e-128	424.1	452	26	449
CP001157.1_4430490_4431824_-	K18093	2e-125	415.5	444	12	443
CP001157.1_4059979_4061511_-	K18093	3.2e-132	437.9	510	56	507
CP001157.1_3477340_3478563_+	K18093	6.6e-113	374.3	407	2	405
CP001157.1_4196391_4198346_-	K01303	1.7e-41	135.6	646	397	632
CP001157.1_4533828_4535024_-	K00754	3.5e-58	194.2	398	41	386
CP001157.1_4209241_4210323_+	K00004	1.9e-140	465.0	360	7	359
CP001157.1_3919001_3920116_-	K00121	8e-212	701.4	371	2	370
CP001157.1_4705125_4705577_-	K18369	7.2e-50	166.3	150	1	148
CP001157.1_3620301_3621350_+	K13979	2.6e-178	589.6	349	3	347
CP001157.1_3740069_3740671_+	K03809	4.3e-82	272.9	200	4	197
CP001157.1_3696344_3698044_-	K12132	1e-42	142.8	566	17	347
CP001157.1_3860492_3861325_+	K06222	7.2e-113	374.1	277	12	275
CP001157.1_3587285_3587920_+	K06177	1.3e-78	262.1	211	5	210
CP001157.1_4397580_4398647_-	K01998	6.8e-81	268.8	355	29	343
CP001157.1_4423153_4424211_-	K01998	3e-78	260.2	352	26	337
CP001157.1_4424216_4425388_-	K01997	2.6e-75	250.4	293	4	292
CP001157.1_4398660_4399541_-	K01997	1.5e-77	257.8	293	4	292
CP001157.1_4399876_4400658_-	K01995	4.2e-117	388.6	260	6	258
CP001157.1_4425560_4426348_-	K01995	7.9e-104	344.8	229	2	227
CP001157.1_5098472_5099494_-	K17214	7.2e-139	458.7	340	17	338
CP001157.1_4404014_4404997_-	K10440	1.9e-70	234.1	327	25	318
CP001157.1_4405960_4407510_-	K10441	4.2e-201	666.9	482	2	472
CP001157.1_4416667_4417512_-	K01996	4.2e-108	358.8	281	22	278
CP001157.1_5102396_5103163_+	K10829	3.5e-112	370.9	255	1	254
CP001157.1_4292725_4293492_-	K10834	3.9e-108	357.8	254	2	253
CP001157.1_4247216_4247737_-	K14749	3.7e-69	228.6	173	7	173
CP001157.1_5167010_5167534_-	K03616	6.6e-52	173.9	174	7	165
CP001157.1_5250108_5251013_+	K17737	3.3e-122	404.1	301	1	292
CP001157.1_4994207_4995247_+	K21757	1.6e-87	290.6	346	30	339
CP001157.1_3503414_3504298_+	K21703	4.7e-75	249.6	294	1	287
CP001157.1_4737680_4738573_-	K21757	5.6e-85	282.3	297	1	290
