locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_055011_443_640_-					phrog_21914	VOG20492	VOG:VOG20492	65	9.7e-42	132.3		REFSEQ hypothetical protein
NC_055011_643_1017_-												Hypothetical
NC_055011_1038_1253_-					phrog_10148	VOG20494	VOG:VOG20494	65	6.7e-42	133.2		REFSEQ hypothetical protein
NC_055011_1246_1569_-												Hypothetical
NC_055011_1570_2070_-					phrog_1317	VOG14487	VOG:VOG14487	142	1.5e-72	233.7		REFSEQ hypothetical protein
NC_055011_2067_2231_-					phrog_1295	VOG06209	VOG:VOG06209	54	8.6e-30	93.9		sp|Q09YD1|GP38_BPLP0 Gene product 38
NC_055011_2243_2614_-					phrog_1278		PHROG:phrog_1278	123	1.5e-45	145.1		single strand DNA binding protein
NC_055011_2680_3198_-					phrog_155	VOG08218	PHROG:phrog_155	172	5e-34	109.0		Erf-like ssDNA annealing protein
NC_055011_3209_3526_-					phrog_59	VOG00008	PHROG:phrog_59	105	4.4e-33	105.8		HNH endonuclease
NC_055011_3748_3951_-												Hypothetical
NC_055011_4168_4350_-					phrog_10808	VOG01339	PHROG:phrog_10808	60	1.5e-39	125.2		transcriptional regulator
NC_055011_4385_4693_-												Hypothetical
NC_055011_4922_5311_-												Hypothetical
NC_055011_5311_5691_-					phrog_10577	VOG20499	VOG:VOG20499	126	2.4e-80	258.1		REFSEQ DNA polymerase
NC_055011_5790_6689_-												Hypothetical
NC_055011_6691_6906_-												Hypothetical
NC_055011_6974_7120_-												Hypothetical
NC_055011_7806_7955_+												Hypothetical
NC_055011_7966_8451_+					phrog_827	VOG00053	PHROG:phrog_827	161	8e-62	199.0		Holliday junction resolvase
NC_055011_8522_9175_+	K01185	K01185	COG3772	GH24	phrog_7	VOG01583	VOG:VOG01583	217	1.5e-82	268.0		sp|P62692|ENLYS_BPLC2 Endolysin
NC_055011_9186_10025_+					phrog_10159	VOG06266	PHROG:phrog_10159	279	8.9e-200	652.7		virion structural protein
NC_055011_9976_11418_+		K06904	COG3740		phrog_3270, phrog_3270	VOG02260, VOG02260	PHROG:phrog_3270	480	1.2e-126	284.4		head maturation protease
NC_055011_11561_12265_+												Hypothetical
NC_055011_12282_12866_+					phrog_2634	VOG00708	PHROG:phrog_2634	194	5.5e-73	236.0		major tail protein
NC_055011_12886_13140_+												Hypothetical
NC_055011_13182_13358_+					phrog_12461	VOG20505	VOG:VOG20505	58	2e-44	140.4		REFSEQ hypothetical protein
NC_055011_13400_13567_+					phrog_10523	VOG20507	VOG:VOG20507	55	9.4e-33	104.4		REFSEQ hypothetical protein
NC_055011_13609_15477_+		K05636	COG5412		phrog_9145	VOG00914, VOG00914	PHROG:phrog_9145	622	0	582.4		tail length tape measure protein
NC_055011_15474_15761_+					phrog_119	VOG00155	VOG:VOG00155	95	5.6e-17	53.8		sp|P34081|HMUI_BPSP1 DNA endonuclease I-HmuI
NC_055011_15773_17329_+			COG4626		phrog_9	VOG34617	PHROG:phrog_9	518	1.7e-92	301.7		terminase large subunit
NC_055011_17329_17628_+					phrog_10033	VOG20510	VOG:VOG20510	99	1.7e-66	212.0		REFSEQ hypothetical protein
NC_055011_17621_19507_+												Hypothetical
NC_055011_19508_20737_+					phrog_10067	VOG20513	PHROG:phrog_10067	409	2.5e-132	431.9		virion structural protein
NC_055011_20730_21923_+					phrog_10326	VOG20511	PHROG:phrog_10326	397	9.6e-241	789.8		virion structural protein
NC_055011_21945_22235_+					phrog_9407	VOG19485	PHROG:phrog_9407	96	5.7e-60	190.6		holin
