	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_051672_1	NC_051672	NC_051672	1	3	110	-1	E																				0	False	TF
NC_051672_2	NC_051672	NC_051672	2	112	567	1	E			YP_010092471.1	YP_010092471.1 minor tail protein [Mycobacterium phage Geralt]	False	0.996	320.0	7.004e-100									VOG00726	sp|O64201|VG05_BPMD2 Gene 5 protein; Xu	Xu	0	False	TF
NC_051672_3	NC_051672	NC_051672	3	599	2212	1	D			YP_009963395.1	YP_009963395.1 terminase large subunit [Mycobacterium phage WillSterrel]	True	0.994	1129.0	0.0								Terminase large subunit, ATPase domain [PF03354.18]	VOG00185	sp|O64206|VG13_BPMD2 Gene 13 protein; Xu	Xu	0	False	TF
NC_051672_4	NC_051672	NC_051672	4	2243	3601	1	D			YP_009958545.1	YP_009958545.1 portal protein [Mycobacterium phage Kersh]	True	0.974	930.0	3.08e-305								Phage portal protein, SPP1 Gp6-like [PF05133.17]	VOG00109	sp|Q05220|PORTL_BPML5 Portal protein; XpXrXs	Xp;Xr;Xs	0	False	VTF
NC_051672_5	NC_051672	NC_051672	5	3588	4343	1	E			YP_009958546.1	YP_009958546.1 head maturation protease [Mycobacterium phage Kersh]	True	0.927	489.0	1.37e-156									VOG00912	sp|O64208|VG15_BPMD2 Gene 15 protein; Xu	Xu	0	False	TF
NC_051672_6	NC_051672	NC_051672	6	4428	5021	1	E			YP_009958547.1	YP_009958547.1 head scaffolding protein [Mycobacterium phage Kersh]	True	0.905	374.0	7.692e-118												0	False	TF
NC_051672_7	NC_051672	NC_051672	7	5040	5861	1	D			YP_009958548.1	YP_009958548.1 major capsid protein [Mycobacterium phage Kersh]	True	0.931	534.0	9.491e-172								P22 coat protein - gene protein 5 [PF11651.11]	VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xr;Xs	0	False	VT
NC_051672_8	NC_051672	NC_051672	8	5870	6439	1	E			YP_009963191.1	YP_009963191.1 head-tail adaptor Ad1 [Mycobacterium phage Wachhund]	True	0.924	368.0	1.1240000000000001e-115									VOG00699	REFSEQ head-tail adaptor; Xu	Xu	0	False	T
NC_051672_9	NC_051672	NC_051672	9	6436	6765	1	E			YP_009958550.1	YP_009958550.1 head-tail adaptor [Mycobacterium phage Kersh]	False	0.992	231.0	9.069e-70									VOG00901	sp|O64214|VG20_BPMD2 Gene 20 protein; Xu	Xu	0	False	T
NC_051672_10	NC_051672	NC_051672	10	6772	7098	1	D			YP_009958551.1	YP_009958551.1 head-tail connector protein [Mycobacterium phage Kersh]	False	1.0	233.0	1.779e-70								Bacteriophage HK97-gp10, putative tail-component [PF04883.15]	VOG04260	REFSEQ head-tail connector protein; Xu	Xu	0	False	T
NC_051672_11	NC_051672	NC_051672	11	7088	7492	1	E			YP_009963194.1	YP_009963194.1 head-tail adaptor [Mycobacterium phage Wachhund]	False	0.959	273.0	8.774e-84									VOG00096	sp|O64216|VG22_BPMD2 Gene 22 protein; Xu	Xu	0	False	T
NC_051672_12	NC_051672	NC_051672	12	7603	8412	1	E			YP_009958553.1	YP_009958553.1 major tail protein [Mycobacterium phage Kersh]	True	1.0	576.0	3.309e-186									VOG00135	sp|Q05229|VG23_BPML5 Major tail protein Gp23; Xs	Xs	0	False	VT
NC_051672_13	NC_051672	NC_051672	13	8532	9083	1	E			YP_009958555.1	YP_009958555.1 tail assembly chaperone [Mycobacterium phage Kersh]	True	0.953	368.0	4.497e-116									VOG00190	REFSEQ tail assembly chaperone; Xu	Xu	0	False	T
NC_051672_14	NC_051672	NC_051672	14	9034	9468	1	E			YP_009958554.1	YP_009958554.1 tail assembly chaperone [Mycobacterium phage Kersh]	False	0.972	297.0	4.474e-92									VOG00190	REFSEQ tail assembly chaperone; Xu	Xu	0	False	T
NC_051672_15	NC_051672	NC_051672	15	9486	13124	1	D			YP_009958556.1	YP_009958556.1 tail length tape measure protein [Mycobacterium phage Kersh]	True	0.906	2293.0	0.0								Tape measure protein [PF20155.2]	VOG06180	REFSEQ tail length tape measure protein; Xu	Xu	0	False	T
NC_051672_16	NC_051672	NC_051672	16	13125	14834	1	E			YP_009958557.1	YP_009958557.1 minor tail protein [Mycobacterium phage Kersh]	True	1.0	1210.0	0.0												0	False	T
NC_051672_17	NC_051672	NC_051672	17	14921	16141	1	E			YP_009958558.1	YP_009958558.1 minor tail protein [Mycobacterium phage Kersh]	True	0.994	855.0	3.5570000000000003e-280									VOG02068	sp|Q05235|VG28_BPML5 Minor tail protein Gp28; Xu	Xu	0	False	T
NC_051672_18	NC_051672	NC_051672	18	16154	16684	1	E			YP_009958559.1	YP_009958559.1 minor tail protein [Mycobacterium phage Kersh]	True	0.97	362.0	6.878e-114												0	False	T
NC_051672_19	NC_051672	NC_051672	19	16741	17571	1	E			YP_009958560.1	YP_009958560.1 minor tail protein [Mycobacterium phage Kersh]	True	0.951	554.0	2.1390000000000001e-178									VOG08267	REFSEQ minor tail protein; Xu	Xu	0	False	T
NC_051672_20	NC_051672	NC_051672	20	17568	20060	1	E			YP_009958561.1	YP_009958561.1 minor tail protein [Mycobacterium phage Kersh]	True	0.962	1680.0	0.0									VOG04920	REFSEQ minor tail protein with lysin activity; Xu	Xu	0	False	T
NC_051672_21	NC_051672	NC_051672	21	20057	22891	1	C	K01286	D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	YP_009958562.1	YP_009958562.1 minor tail protein [Mycobacterium phage Kersh]	True	0.919	1814.0	0.0	MER0137294	S12	MER0137294 - family S12 unassigned peptidases () [S12.UPW]#S12#{peptidase unit: 77-415}~source ACF34194~	True	454.0	3.255e-133	0.67	Beta-lactamase [PF00144.27]	VOG04920	REFSEQ minor tail protein with lysin activity; Xu	Xu	0	False	PT
