Name	Count
Glutamate-1-semialdehyde aminotransferase	1
N-acetyl-gamma-glutamylphosphate reductase	1
Ammonia channel protein AmtB	1
Purine nucleoside phosphorylase	1
Xaa-Pro aminopeptidase	1
Uroporphyrinogen-III methylase (siroheme synthase)	1
Glutamyl- or glutaminyl-tRNA synthetase	1
tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	1
Ribosome-binding ATPase YchF, GTP1/OBG family	1
Alanyl-tRNA synthetase	1
Gamma-glutamyl phosphate reductase	1
Adenylosuccinate lyase	1
Phenylalanyl-tRNA synthetase alpha subunit	1
Arginyl-tRNA synthetase	1
Diaminopimelate decarboxylase	1
Undecaprenyl pyrophosphate synthase	1
Transketolase	1
Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, beta subunit	1
Translation initiation factor 1 (eIF-1/SUI1)	1
Methionine aminopeptidase	1
NhaP-type Na+/H+ or K+/H+ antiporter	1
Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	1
Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	1
Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	2
Aspartate oxidase	1
16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	1
Cysteine synthase	1
Glutamine phosphoribosylpyrophosphate amidotransferase	1
Uracil phosphoribosyltransferase	1
Pentose-5-phosphate-3-epimerase	1
tRNA(Ile)-lysidine synthase TilS/MesJ	1
ATP phosphoribosyltransferase	1
Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	1
tRNA-dihydrouridine synthase	1
3-polyprenyl-4-hydroxybenzoate decarboxylase	1
Dihydroorotase or related cyclic amidohydrolase	1
Succinyl-CoA synthetase, beta subunit	1
Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	1
Ribosomal protein S12	1
Ribosomal protein S7	1
Translation elongation factor EF-Tu, a GTPase	1
Ribosomal protein S10	1
Ribosomal protein S2	1
Divalent metal cation (Fe/Co/Zn/Cd) efflux pump	1
6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	1
FoF1-type ATP synthase, beta subunit	1
