Name	Count
Glycine, serine and threonine metabolism [PATH:ko00260]	25
Cysteine and methionine metabolism [PATH:ko00270]	32
Lysine biosynthesis [PATH:ko00300]	13
Butanoate metabolism [PATH:ko00650]	28
Propanoate metabolism [PATH:ko00640]	35
Glycerolipid metabolism [PATH:ko00561]	17
Inositol phosphate metabolism [PATH:ko00562]	12
Streptomycin biosynthesis [PATH:ko00521]	9
Pentose and glucuronate interconversions [PATH:ko00040]	9
Ascorbate and aldarate metabolism [PATH:ko00053]	11
Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	26
O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	17
Histidine metabolism [PATH:ko00340]	20
Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	21
Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	33
Methane metabolism [PATH:ko00680]	27
Synthesis and degradation of ketone bodies [PATH:ko00072]	5
Valine, leucine and isoleucine degradation [PATH:ko00280]	26
Pyruvate metabolism [PATH:ko00620]	46
Two-component system [PATH:ko02020]	126
Citrate cycle (TCA cycle) [PATH:ko00020]	24
Carbon fixation pathways in prokaryotes [PATH:ko00720]	27
Glutathione metabolism [PATH:ko00480]	18
Peroxisome [PATH:ko04146]	12
Central carbon metabolism in cancer [PATH:ko05230]	5
Pentose phosphate pathway [PATH:ko00030]	28
Diabetic cardiomyopathy [PATH:ko05415]	12
Exosome [BR:ko04147]	38
Fructose and mannose metabolism [PATH:ko00051]	23
Enzymes with EC numbers	162
C5-Branched dibasic acid metabolism [PATH:ko00660]	9
Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	12
Pantothenate and CoA biosynthesis [PATH:ko00770]	15
Glycerophospholipid metabolism [PATH:ko00564]	19
Fatty acid biosynthesis [PATH:ko00061]	14
Biotin metabolism [PATH:ko00780]	12
Prodigiosin biosynthesis [PATH:ko00333]	4
Lipid biosynthesis proteins [BR:ko01004]	20
Polyketide sugar unit biosynthesis [PATH:ko00523]	6
Phenylalanine metabolism [PATH:ko00360]	16
Benzoate degradation [PATH:ko00362]	38
Peptidoglycan biosynthesis [PATH:ko00550]	21
Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	36
Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	4
Purine metabolism [PATH:ko00230]	60
Drug metabolism - other enzymes [PATH:ko00983]	9
Vitamin B6 metabolism [PATH:ko00750]	7
Terpenoid backbone biosynthesis [PATH:ko00900]	13
Glycolysis / Gluconeogenesis [PATH:ko00010]	31
Fatty acid degradation [PATH:ko00071]	16
Tyrosine metabolism [PATH:ko00350]	16
Retinol metabolism [PATH:ko00830]	3
Chloroalkane and chloroalkene degradation [PATH:ko00625]	10
Naphthalene degradation [PATH:ko00626]	3
Drug metabolism - cytochrome P450 [PATH:ko00982]	4
Monobactam biosynthesis [PATH:ko00261]	8
Carbon fixation in photosynthetic organisms [PATH:ko00710]	13
HIF-1 signaling pathway [PATH:ko04066]	5
Pathogenic Escherichia coli infection [PATH:ko05130]	1
Salmonella infection [PATH:ko05132]	4
Alzheimer disease [PATH:ko05010]	9
Membrane trafficking [BR:ko04131]	7
Alanine, aspartate and glutamate metabolism [PATH:ko00250]	24
Lysine degradation [PATH:ko00310]	10
Nicotinate and nicotinamide metabolism [PATH:ko00760]	21
beta-Alanine metabolism [PATH:ko00410]	10
Arginine biosynthesis [PATH:ko00220]	19
Arginine and proline metabolism [PATH:ko00330]	23
Carbapenem biosynthesis [PATH:ko00332]	2
Glucagon signaling pathway [PATH:ko04922]	4
Nitrotoluene degradation [PATH:ko00633]	7
Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	9
Pyrimidine metabolism [PATH:ko00240]	31
Porphyrin and chlorophyll metabolism [PATH:ko00860]	32
Oxidative phosphorylation [PATH:ko00190]	47
Thermogenesis [PATH:ko04714]	10
Parkinson disease [PATH:ko05012]	8
Amyotrophic lateral sclerosis [PATH:ko05014]	10
Huntington disease [PATH:ko05016]	9
Prion disease [PATH:ko05020]	7
Pathways of neurodegeneration - multiple diseases [PATH:ko05022]	11
Non-alcoholic fatty liver disease [PATH:ko04932]	5
Function unknown	117
Tryptophan metabolism [PATH:ko00380]	12
Taurine and hypotaurine metabolism [PATH:ko00430]	8
Nitrogen metabolism [PATH:ko00910]	17
Peptidases and inhibitors [BR:ko01002]	71
Isoquinoline alkaloid biosynthesis [PATH:ko00950]	3
Dopaminergic synapse [PATH:ko04728]	1
Serotonergic synapse [PATH:ko04726]	2
Cocaine addiction [PATH:ko05030]	1
