	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001071.1_1	QGNH01001071.1	QGNH01001071.1	1	3	314	-1	E											0	False	F
QGNH01001071.1_2	QGNH01001071.1	QGNH01001071.1	2	478	1524	-1	E											0	False	F
QGNH01001071.1_3	QGNH01001071.1	QGNH01001071.1	3	1528	2223	-1	E											0	False	F
QGNH01001071.1_4	QGNH01001071.1	QGNH01001071.1	4	2224	2640	-1	E											0	False	F
QGNH01001071.1_5	QGNH01001071.1	QGNH01001071.1	5	2661	3182	-1	E											0	False	F
QGNH01001071.1_6	QGNH01001071.1	QGNH01001071.1	6	3254	3679	-1	E											0	False	F
QGNH01001071.1_7	QGNH01001071.1	QGNH01001071.1	7	3657	4607	-1	D							Protein of unknown function (DUF4043) [PF13252.9]				0	False	F
QGNH01001071.1_8	QGNH01001071.1	QGNH01001071.1	8	4654	5421	-1	E											0	False	F
QGNH01001071.1_9	QGNH01001071.1	QGNH01001071.1	9	5545	7407	-1	E											0	False	F
QGNH01001071.1_10	QGNH01001071.1	QGNH01001071.1	10	7601	9598	-1	E	NP_938233.1	NP_938233.1 terminase large subunit [Pseudomonas phage D3112]	False	141.0	9.849e-33	0.243		VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xr;Xh	0	False	VF
