	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000442.1_1	QGNH01000442.1	QGNH01000442.1	1	3	2807	-1	C	K02316	DNA primase [EC:2.7.7.101]	YP_009835471.1	YP_009835471.1 DNA primase [Leptospira phage LE3]	False	0.238	106.0	8.322999999999999e-22								CHC2 zinc finger [PF01807.23]; Toprim-like [PF13155.9]; DNA primase catalytic core, N-terminal domain [PF08275.14]				0	False	TF
QGNH01000442.1_2	QGNH01000442.1	QGNH01000442.1	2	2900	3319	1	D																Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]				0	False	TF
QGNH01000442.1_3	QGNH01000442.1	QGNH01000442.1	3	3641	3892	1	C	K06218	mRNA interferase RelE/StbE																		0	False	TF
QGNH01000442.1_4	QGNH01000442.1	QGNH01000442.1	4	4596	5504	-1	E																				0	False	TF
QGNH01000442.1_5	QGNH01000442.1	QGNH01000442.1	5	5637	5822	-1	E																				0	False	T
QGNH01000442.1_6	QGNH01000442.1	QGNH01000442.1	6	5819	6814	-1	C	K01047	secretory phospholipase A2 [EC:3.1.1.4]							MER1381313	A39	MER1381313 -  () [A39.UNW]#A39#{peptidase unit: 928-1793}~source RJP56065~	False	0.515	199.0	2.0249999999999998e-54	RHS Repeat [PF05593.17]				0	False	TF
QGNH01000442.1_7	QGNH01000442.1	QGNH01000442.1	7	7534	8241	-1	E																				0	False	TF
QGNH01000442.1_8	QGNH01000442.1	QGNH01000442.1	8	8183	9502	-1	D									MER1377283	A39	MER1377283 -  () [A39.UPW]#A39#{peptidase unit: 461-1381}~source PKN51997~	False	0.485	183.0	8.436e-48					0	False	TF
QGNH01000442.1_9	QGNH01000442.1	QGNH01000442.1	9	9676	10740	-1	D			YP_010664559.1	YP_010664559.1 integrase [Shewanella phage vB_SspM_M16-3]	False	0.294	99.0	8.213e-21								Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF02899.20]	VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	True	VTF
QGNH01000442.1_10	QGNH01000442.1	QGNH01000442.1	10	10740	11105	-1	E																				0	False	TF
