	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
MZ334499.1_1	MZ334499	MZ334499.1	1	371	922	-1	D			YP_010358446.1	YP_010358446.1 HalOD1 domain-containing protein [Halorubrum sodomense tailed virus 4]	True	0.958	371.0	6.774e-117								Halobacterial output domain 1 [PF18545.4]	VOG23910	REFSEQ HalOD1 domain-containing protein; Xu	Xu	0	False	F
MZ334499.1_2	MZ334499	MZ334499.1	2	1331	2107	1	E			YP_010358447.1	YP_010358447.1 terminase small subunit [Halorubrum sodomense tailed virus 4]	True	0.956	521.0	2.119e-167									VOG05559	REFSEQ terminase small subunit; Xu	Xu	0	False	F
MZ334499.1_3	MZ334499	MZ334499.1	3	2100	2363	1	E			YP_008058451.1	YP_008058451.1 hypothetical protein M194_gp003 [Halorubrum tailed phage 5]	False	0.944	175.0	9.649e-51									VOG04981	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334499.1_4	MZ334499	MZ334499.1	4	2474	2581	1	E			YP_010358448.1	YP_010358448.1 hypothetical protein M1M41_gp003 [Halorubrum sodomense tailed virus 4]	False	0.898	68.0	1.013e-14									VOG23911	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334499.1_5	MZ334499	MZ334499.1	5	2584	2778	1	E			YP_010358449.1	YP_010358449.1 hypothetical protein M1M41_gp004 [Halorubrum sodomense tailed virus 4]	False	1.0	141.0	1.072e-39									VOG23913	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334499.1_6	MZ334499	MZ334499.1	6	3114	4805	1	E			YP_010358451.1	YP_010358451.1 terminase large subunit [Halorubrum sodomense tailed virus 4]	True	0.945	1118.0	0.0									VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
MZ334499.1_7	MZ334499	MZ334499.1	7	4820	6259	1	E			YP_010358452.1	YP_010358452.1 portal protein [Halorubrum sodomense tailed virus 4]	True	0.955	964.0	1.86e-316									VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	F
MZ334499.1_8	MZ334499	MZ334499.1	8	6259	6543	1	E			YP_008058457.1	YP_008058457.1 hypothetical protein M194_gp116 [Halorubrum tailed phage 5]	False	0.86	170.0	6.058e-49									VOG23915	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334499.1_9	MZ334499	MZ334499.1	9	6540	7304	1	E			YP_010358454.1	YP_010358454.1 head maturation protease [Halorubrum sodomense tailed virus 4]	True	0.965	518.0	1.5940000000000002e-166									VOG14382	REFSEQ head maturation protease; Xu	Xu	0	False	
MZ334499.1_10	MZ334499	MZ334499.1	10	7311	7736	1	E			YP_010358455.1	YP_010358455.1 hypothetical protein M1M41_gp114 [Halorubrum sodomense tailed virus 4]	False	0.88	260.0	2.189e-79												0	False	
