	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_070760_1	NC_070760	NC_070760	1	1	1452	1	C	K06909	phage terminase large subunit	YP_010648492.1	YP_010648492.1 terminase large subunit [Arthrobacter phage Wollypog]	True	1.0	1035.0	0.0	Terminase RNAseH like domain [PF17288.5]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
NC_070760_2	NC_070760	NC_070760	2	1462	2961	1	E			YP_010648493.1	YP_010648493.1 portal protein [Arthrobacter phage Wollypog]	True	0.963	1013.0	0.0		VOG00109	sp|Q05220|PORTL_BPML5 Portal protein; XpXrXs	Xs;Xp;Xr	0	False	VF
NC_070760_3	NC_070760	NC_070760	3	2961	5015	1	E			YP_010648494.1	YP_010648494.1 minor head protein [Arthrobacter phage Wollypog]	True	0.946	1359.0	0.0		VOG03910	sp|Q38442|GP7_BPSPP Minor head protein GP7; XhXs	Xs;Xh	0	False	VF
NC_070760_4	NC_070760	NC_070760	4	5058	5780	1	E			YP_010648495.1	YP_010648495.1 scaffolding protein [Arthrobacter phage Wollypog]	True	0.914	460.0	8.089999999999999e-147		VOG00870	REFSEQ head scaffolding protein; Xu	Xu	0	False	
NC_070760_5	NC_070760	NC_070760	5	5809	6210	1	E			YP_010648496.1	YP_010648496.1 minor capsid protein [Arthrobacter phage Wollypog]	False	0.9	252.0	1.132e-76		VOG08516	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_070760_6	NC_070760	NC_070760	6	6225	7406	1	E			YP_010648497.1	YP_010648497.1 major head protein [Arthrobacter phage Wollypog]	True	0.969	804.0	6.3399999999999994e-263		VOG01973	REFSEQ major head protein; Xu	Xu	0	False	
NC_070760_7	NC_070760	NC_070760	7	7479	7859	1	D			YP_010648498.1	YP_010648498.1 DNA binding protein [Arthrobacter phage Wollypog]	False	0.924	246.0	9.23e-75	SAP domain [PF02037.30]	VOG01006	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_070760_8	NC_070760	NC_070760	8	8015	8242	1	E			YP_010648499.1	YP_010648499.1 hypothetical protein PP291_gp08 [Arthrobacter phage Wollypog]	False	0.921	147.0	2.218e-41		VOG04197	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_070760_9	NC_070760	NC_070760	9	8239	8610	1	E			YP_010648500.1	YP_010648500.1 head-to-tail stopper [Arthrobacter phage Wollypog]	False	0.954	249.0	8.749e-76		VOG08515	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_070760_10	NC_070760	NC_070760	10	8603	8959	1	E			YP_010648501.1	YP_010648501.1 hypothetical protein PP291_gp10 [Arthrobacter phage Wollypog]	False	0.977	245.0	1.178e-74					0	False	
NC_070760_11	NC_070760	NC_070760	11	8956	9348	1	E			YP_010648502.1	YP_010648502.1 tail terminator [Arthrobacter phage Wollypog]	False	0.981	271.0	1.865e-83		VOG08514	REFSEQ tail terminator; Xu	Xu	0	False	
NC_070760_12	NC_070760	NC_070760	12	9350	9745	1	E			YP_010648503.1	YP_010648503.1 hypothetical protein PP291_gp12 [Arthrobacter phage Wollypog]	False	0.889	245.0	3.028e-74					0	False	
NC_070760_13	NC_070760	NC_070760	13	9779	9901	-1	E													0	False	
NC_070760_14	NC_070760	NC_070760	14	9975	10520	1	E			YP_010648505.1	YP_010648505.1 major tail protein [Arthrobacter phage Wollypog]	True	0.931	355.0	1.36e-111		VOG01008	sp|O48449|TUBE_BPSPP Tail tube protein gp17.1*; XpXrXs	Xs;Xp;Xr	0	False	V
NC_070760_15	NC_070760	NC_070760	15	10559	11137	1	E			YP_010648507.1	YP_010648507.1 tail assembly chaperone [Arthrobacter phage Wollypog]	True	0.918	371.0	1.038e-116		VOG03677	REFSEQ tail assembly chaperone; Xu	Xu	0	False	
NC_070760_16	NC_070760	NC_070760	16	11353	15414	1	D			YP_010648508.1	YP_010648508.1 tail length tape measure protein [Arthrobacter phage Wollypog]	True	0.919	2599.0	0.0	Phage-related minor tail protein [PF10145.12]	VOG02704	REFSEQ tail length tape measure protein; Xu	Xu	0	False	
NC_070760_17	NC_070760	NC_070760	17	15414	17996	1	E			YP_010648509.1	YP_010648509.1 minor tail protein [Arthrobacter phage Wollypog]	True	0.963	1744.0	0.0		VOG04123	REFSEQ tail protein; Xu	Xu	0	False	
NC_070760_18	NC_070760	NC_070760	18	17989	19074	1	D			YP_010648510.1	YP_010648510.1 tail protein [Arthrobacter phage Wollypog]	True	0.948	720.0	1.9940000000000005e-234	Domain of unknown function (DUF5047) [PF16466.8]	VOG02574	REFSEQ tail protein; Xu	Xu	0	False	
NC_070760_19	NC_070760	NC_070760	19	19074	19919	1	E			YP_010648511.1	YP_010648511.1 minor tail protein [Arthrobacter phage Wollypog]	True	0.939	555.0	7.668e-179					0	False	
NC_070760_20	NC_070760	NC_070760	20	19932	20447	1	E			YP_010648512.1	YP_010648512.1 minor tail protein [Arthrobacter phage Wollypog]	True	0.985	358.0	1.271e-112					0	False	
