	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001748.1_1	QGNH01001748.1	QGNH01001748.1	1	2	547	1	D	YP_007010601.1	YP_007010601.1 terminase large subunit [Acinetobacter phage YMC/09/02/B1251]	False	0.382	117.0	8.547999999999998e-29								Terminase RNaseH-like domain [PF17289.5]				0	False	F
QGNH01001748.1_2	QGNH01001748.1	QGNH01001748.1	2	627	2246	1	E																		0	False	F
QGNH01001748.1_3	QGNH01001748.1	QGNH01001748.1	3	2243	3619	1	D	YP_007518388.1	YP_007518388.1 head maturation protease [Rhodobacter phage RcapNL]	False	0.346	154.0	2.803e-38	MER0026372	S49A	MER0026372 - subfamily S49A unassigned non-peptidase homologues (Vibrio shilonii) [S49.UNA]#S49A#{peptidase unit: 12-264}~source YP_001931948~	False	208.0	8.045e-56	0.447	Peptidase family S49 [PF01343.21]; Clp protease [PF00574.26]; Serine dehydrogenase proteinase [PF01972.19]	VOG07465	sp|P03711|SCAF_LAMBD Capsid assembly protease C; XhXs	Xs;Xh	0	False	VPF
QGNH01001748.1_4	QGNH01001748.1	QGNH01001748.1	4	3675	4850	1	E																		0	False	F
QGNH01001748.1_5	QGNH01001748.1	QGNH01001748.1	5	4910	5950	1	E																		0	False	F
QGNH01001748.1_6	QGNH01001748.1	QGNH01001748.1	6	6014	6316	1	E																		0	False	
QGNH01001748.1_7	QGNH01001748.1	QGNH01001748.1	7	6320	6820	1	E																		0	False	
QGNH01001748.1_8	QGNH01001748.1	QGNH01001748.1	8	6834	7130	1	E																		0	False	F
QGNH01001748.1_9	QGNH01001748.1	QGNH01001748.1	9	7134	7790	1	E																		0	False	F
QGNH01001748.1_10	QGNH01001748.1	QGNH01001748.1	10	7802	9718	1	E	YP_009614206.1	YP_009614206.1 minor tail protein [Mycobacterium phage Marvin]	False	0.356	65.0	1.442e-09												0	False	F
QGNH01001748.1_11	QGNH01001748.1	QGNH01001748.1	11	9903	10595	1	E																		0	False	F
QGNH01001748.1_12	QGNH01001748.1	QGNH01001748.1	12	10609	11103	1	E																		0	False	F
QGNH01001748.1_13	QGNH01001748.1	QGNH01001748.1	13	11217	11633	1	E																		0	False	F
QGNH01001748.1_14	QGNH01001748.1	QGNH01001748.1	14	11641	12120	1	E																		0	False	F
