	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001078.1_1	QGNH01001078.1	QGNH01001078.1	1	196	372	-1	D									Phage virion morphogenesis family [PF05069.16]								0	False	F
QGNH01001078.1_2	QGNH01001078.1	QGNH01001078.1	2	329	805	-1	D									Phage virion morphogenesis family [PF05069.16]								0	False	F
QGNH01001078.1_3	QGNH01001078.1	QGNH01001078.1	3	885	2045	-1	D			YP_007673221.1	YP_007673221.1 minor head protein and DNA pilot [Rhodobacter phage RC1]	False	0.368	250.0	2.6450000000000007e-71	Phage Mu protein F like protein [PF04233.17]					VOG10177	sp|P44226|VPF_HAEIN Mu-like prophage FluMu F protein; Xu	Xu	0	False	F
QGNH01001078.1_4	QGNH01001078.1	QGNH01001078.1	4	2048	3613	-1	D			YP_009226537.1	YP_009226537.1 portal protein [Ralstonia phage RS138]	True	0.604	500.0	2.596e-155	Protein of unknown function (DUF935) [PF06074.15]					VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	F
QGNH01001078.1_5	QGNH01001078.1	QGNH01001078.1	5	3607	5040	-1	E			YP_164067.1	YP_164067.1 terminase family protein [Pseudomonas phage B3]	True	0.737	659.0	4.38e-211						VOG00068	sp|P25479|VPP_BPP2 Terminase, ATPase subunit; XhXr	Xr;Xh	0	False	VF
QGNH01001078.1_6	QGNH01001078.1	QGNH01001078.1	6	5172	5282	1	E																	0	False	
QGNH01001078.1_7	QGNH01001078.1	QGNH01001078.1	7	5249	5464	-1	D									Prokaryotic dksA/traR C4-type zinc finger [PF01258.20]								0	False	
QGNH01001078.1_8	QGNH01001078.1	QGNH01001078.1	8	5466	6068	-1	E														VOG04164	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001078.1_9	QGNH01001078.1	QGNH01001078.1	9	6071	6613	-1	C	K03791	putative chitinase	YP_010772931.1	YP_010772931.1 endolysin [Pseudomonas phage Medea1]	False	0.648	218.0	4.457e-64	Chitinase class I [PF00182.22]	GH19	GH19 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); [reducing end] chitinase (EC 3.2.1.201)	3.2.1.14,3.2.1.17	GH19.hmm	VOG34984	REFSEQ endolysin; Xu	Xu	0	False	F
QGNH01001078.1_10	QGNH01001078.1	QGNH01001078.1	10	7508	8341	-1	E																	0	False	F
QGNH01001078.1_11	QGNH01001078.1	QGNH01001078.1	11	8345	8896	-1	E																	0	False	F
QGNH01001078.1_12	QGNH01001078.1	QGNH01001078.1	12	8999	9229	1	E			YP_024689.1	YP_024689.1 HTH DNA binding protein [Burkholderia phage BcepMu]	False	0.556	85.0	1.303e-19									0	False	F
QGNH01001078.1_13	QGNH01001078.1	QGNH01001078.1	13	9347	9817	1	E			YP_001111243.1	YP_001111243.1 gp43 [Burkholderia phage phiE255]	False	0.626	189.0	2.858e-54						VOG01498	sp|P21316|YR7B_ECOLX Protein ORFb in retron Ec67; Xu	Xu	0	False	F
QGNH01001078.1_14	QGNH01001078.1	QGNH01001078.1	14	9820	10008	1	E																	0	False	F
QGNH01001078.1_15	QGNH01001078.1	QGNH01001078.1	15	10005	10313	1	E																	0	False	F
QGNH01001078.1_16	QGNH01001078.1	QGNH01001078.1	16	10331	10516	1	E																	0	False	F
